@Macedonian@|@English@
@kapacitet@|@authority@
@kapak@|@lid@
@kapak (od oxak)@|@bonnet@
@kape@|@lave, rill@
@kapetan na {leper@|@bargeman@
@kapetan na {leper@|@bargee@
@kapewe@|@bathe@
@kapewe@|@bath@
@kapina (diva)@|@bramble@
@kapinka@|@blackberry@
@kapka@|@fleck, apoplexy, blob@
@kapka (pot rosa)@|@bead@
@kapka (sol vino)@|@dash (n)@
@kapka do`d@|@raindrop@
@kaplar@|@lance corporal@
@kapok@|@kapok@
@kapric@|@vagary, whim@
@kapriciozen@|@whimsical@
@kapricioznost@|@whimsicality@
@kar{ija@|@over the way@
@kar{ija@|@over there@
@kara@|@scold (v), vituperate, admonish, berate@
@kara nekogo@|@bawl sb out, give sb beans@
@kara|os@|@frump@
@karabina@|@fabric@
@karakter@|@mould fig@
@karakteristi~en@|@typical@
@karakterizira@|@typify@
@karanica@|@tussle, quarrel, contention@
@karantin@|@isolation, quarantine@
@karat@|@karat@
@karate@|@karate@
@karawe@|@scolding, vituperation, altercation, argument@
@karcinom@|@cancer@
@kargo@|@cargo@
@karirana prugava basma@|@gingham@
@karoserija@|@body@
@karpa@|@boulder@
@karta za igrawe@|@play card@
@karton@|@cardboard@
@karvan@|@estate car@
@karvan od kamili@|@camelry@
@kas@|@gait@
@kasa@|@backbite, bite (bit bitten), booking office@
@kasa (na kino)@|@box-office@
@kasa za zaedni~ka pomo{@|@mutual fund@
@kasap@|@butcher@
@kasapewe@|@butchery@
@kasapi@|@butcher (v)@
@kasarna@|@depot, barracks@
@kasawe@|@bite (n)@
@kasier (na biletarnica)@|@booking clerk@
@kasnatinki@|@insect bites@
@kasnuvawe od bolva@|@flea bite@
@kastrira@|@alter@
@kat~e@|@nook@
@katafalk@|@hearse@
@katastrofalen@|@calamitous@
@kategorija@|@type@
@kau~uk@|@gum 1@
@kau~ukovo drvo@|@gum 1@
@kau~ukovo drvo@|@gumtree@
@kaucija@|@surety@
@kaucija (pred sud)@|@recognizance@
@kaucija (vo sud)@|@bail (n)@
@kaurin@|@gentile, infidel@
@kaval@|@fife@
@kavaler@|@gallant arch, knight@
@kavalerski@|@gallant arch, knightly@
@kavalerstvo@|@gallantry@
@kavga@|@squabble, bust up, quarrel, affray, altercation@
@kavgaxija@|@goon, quarrelsome, vixenish@
@kavgaxika@|@scold (arch), virago, shrew (fig)@
@kavgaxika (fig)@|@vixen@
@kavgaxiski@|@huffy, shrewish@
@kavgaxistvo@|@shrewishness@
@kazna@|@imposition@
@kazna so tepawe@|@beating@
@kaznen@|@punitive@
@kazneno popraven dom za mladi@|@borstal (Br)@
@kazniv@|@actionable (actionably)@
@kaznliv@|@indictable@
@kaznuva (pari~no)@|@mulct (v)@
@kaznuva nekogo@|@give sb beans@
@kaznuva so bi~uvawe@|@birch (v)@
@ke~@|@all-in wrestling@
@ke~ap@|@ketchup ketsup@
@kec (vo karti)@|@ace@
@kegla@|@bowl (2)@
@kej@|@quay@
@keks@|@cookie cooky, biscuit@
@kel@|@kale (kail)@
@keleraba@|@kohlrabi@
@kelnerka@|@parlour maid@
@Kelt@|@Gaul@
@keltski jazik@|@Gaelic@
@kengur@|@kangaroo@
@kenka@|@yap@
@kenkalo@|@yap (slang), bitchy@
@kenkawe@|@yowl@
@kepec@|@dwarf@
@kerami~arsko trkalo@|@lathe@
@kerozin@|@kerosene@
@kesi~ka (plasti~na)@|@sachet@
@ki~@|@artiness@
@ki~est@|@arty@
@kidnaper@|@kidnapper@
@kidnapira@|@kidnap@
@kifla@|@bun@
@kifla ili piro{ka (so meso)@|@sausage roll@
@kifoza (grbavost)@|@kyphiosis@
@kikiriki@|@monkey nut (arch)@
@kikotewe@|@giggle (n)@
@kila@|@prolapse, hernia@
@kilibar@|@amber@
@kilovat@|@kilowatt@
@kimnuva so@|@bow (2) v@
@kimograf@|@kymograph@
@kimografski@|@kymographic@
@kimono@|@kimono@
@kine@|@rankle, rive (pt rived pp riven), twitch@
@kine (rastrgnuva) na par~iwa@|@rip up@
@kine prangi@|@burst one's bonds@
@kinemati~ki@|@kinematic@
@kinematika@|@kinematics@
@kineski (jazik)@|@mandarin 1@
@kineti~ka energija@|@kinetic energy@
@kineti~ka umetnost@|@kinetic art@
@kineti~ki@|@kinetic@
@kineti~ki@|@kinetically@
@kinetika@|@kinesics@
@kinewe@|@laceration, twitch (n)@
@kineza@|@kinesis@
@kineziologija@|@kinesiology@
@kiosk so vesnici i knigi@|@bookstall@
@kipi@|@boil (1)@
@kirgiski@|@Kyrgyz@
@Kirgistan@|@Kyrgyzstan@
@Kirgiziec@|@Kyrgyz@
@Kirgizija@|@Kyrgyzstan@
@Kirgizijka@|@Kyrgyz@
@kisel@|@acid@
@kisel@|@acetic (acetous)@
@kisel@|@acid (fig)@
@kisel@|@acidulous (fig)@
@kisela krastavi~ka@|@gherkin@
@kisela zelka@|@sauerkraut@
@kiseli bonboni@|@acid drops@
@kiselina@|@acid (n)@
@kiselkav@|@acidulous@
@kiselost@|@acidity@
@kislorod@|@oxygen@
@kit-narval@|@narvhal@
@kit-ubiec@|@grampus, killer whale@
@kitewe@|@adornment@
@kiti@|@adorn, ornament (v)@
@kitka@|@bunch, bouquet@
@kitnest@|@ornate@
@kitova mast@|@blubber (n)@
@klacka@|@agitate@
@klackalica@|@seesaw@
@klackalka@|@seesaw@
@klackawe@|@bob (1) n@
@klackawe (nadolu nagore)@|@seesaw@
@klada@|@pyre@
@kladilnica@|@betting office@
@klanec@|@crevasse@
@klarinet (vid na)@|@basset horn@
@klas (`ito)@|@spike (n)@
@klasa@|@estate, genus (pl genera), bracket@
@klasificira@|@type (v), bracket (v)@
@kle{ti (medicinski)@|@forceps@
@kle~ej}i na kolena@|@on bended knees@
@kleknuva (pred)@|@bob (1)@
@kleknuva (vo znak na po~it)@|@genuflect@
@kleknuvawe@|@genuflection, bob (1) n@
@kleknuvawe@|@genuflexion@
@klema@|@brace@
@klen@|@dace@
@klerikalen@|@ultramontane@
@klet@|@darn, blessed (adj)@
@kletva@|@imprecation, vow, expletive, anathema, malediction@
@kleveta@|@vilification, aspersion, calumny, defamation@
@klevetewe@|@vilification@
@kleveti@|@muckrake, vilify, calumniate, defame@
@kleveti nekogo@|@cast aspersion upon sb@
@klevetni~ki@|@calumnious, defamatory@
@klevetnik@|@defamer, mudslinger@
@kli{e@|@etching@
@kli{ira@|@dab (lit), etch@
@kli{irawe@|@etching@
@klientela@|@connection connexion@
@klika@|@faction@
@klima ured@|@airconditioning@
@klimakterium@|@menopause@
@klimnuva@|@beckon@
@klin@|@spigot@
@klin@|@spike@
@klin (alpinisti~ki)@|@piton@
@klin od oska na trkalo@|@linchpin@
@klin~e (bez glava)@|@brad@
@klinika@|@hospital@
@klip@|@ram 1, piston@
@klipna alka@|@piston ring@
@klipnica@|@piston rod@
@klisar@|@sexton, sacristan, beadle@
@klisura@|@crevasse@
@kloca@|@boot (1)@
@kloca@|@boot (v)@
@kloni kon@|@incline (v)@
@klop~e@|@ball@
@klopa@|@nosh (Br sl)@
@klopa (razg)@|@provender@
@klovnov pomo{nik@|@zany (arch)@
@klozet@|@convenience (lit)@
@klun@|@beak (1), bill (2) n@
@klun (na brod)@|@ram 1, prow@
@klun (od brod kaj~e)@|@bow (3)@
@klun (od lon~e)@|@beak (1)@
@klunest@|@beaked@
@klup~e@|@knot@
@klupa@|@bench@
@kme~i@|@pule@
@kmet@|@serf@
@kmetstvo@|@serfdom@
@kni`arnica@|@bookshop@
@kni`en@|@bookish (adj)@
@kni`en molec@|@bookworm@
@kni`evnici@|@literary people@
@kni`ewe@|@entering, entry@
@kni`i@|@make an entry@
@kni`liv@|@enterable@
@kni`na kesa (Am)@|@sack@
@kni{ka@|@book@
@kni{ka@|@booklet@
@kniga@|@paper, book@
@kniga so meki korici@|@paperback@
@kniga so recepti za gotvewe@|@cookbook@
@knigoveznica@|@bookbindery@
@knigovoditel@|@bookkeeper@
@knigovodstvo@|@bookkeeping@
@knigovrznica@|@bindery@
@ko`a od krtica@|@moleskin@
@ko`i~ka od penis@|@foreskin@
@ko{@|@basket@
@ko{ za otpadna hartija@|@wastepaper basket@
@ko{ara@|@basket@
@ko{arka@|@basketball@
@ko{er@|@kosher 1@
@ko{nica@|@basket@
@ko{nica (za p~eli)@|@beehive@
@ko{nica za bebe@|@bassinet@
@ko~i@|@play down@
@ko~ija na dve trkala@|@hansom@
@ko~oper~ewe@|@boast@
@ko~operen@|@boastfull@
@koala@|@koala@
@koalicija@|@bloc@
@koben@|@sinister, ominous, fateful@
@kobila@|@mare@
@kobilica (od brod)@|@keel@
@kocka(we)@|@play 5@
@kockar@|@gambler@
@kockarnica@|@gambling house, gaming rooms@
@kofa@|@can 1@
@kofa (polna so)@|@caneful@
@koga bi@|@if only@
@koga ti odgovara@|@at your convenience@
@kohezija@|@cohesion@
@koincidencija@|@coincidence@
@koincidira@|@coincide@
@koj@|@which@
@koj {to deluva@|@acting (adj)@
@koj {to mo`e da skoka@|@bouncer@
@koj {to ne nosi profit@|@nonprofit-making@
@koj {to ne se pegla@|@noniron@
@koj {to patuva (odi) na sever@|@northbound@
@koj {to posvojuva@|@adoptive@
@koj {to prilepuva@|@agglutinative@
@koj {to prima plata@|@salaried@
@koj {to rani so insekti@|@insectivorous@
@koj {to se nosi na grb@|@back basket@
@koj }e `ivee }e vidi@|@Qui vivra verra (fr)@
@koj ~e{a@|@itchy@
@koj ~ini dobro@|@beneficent@
@koj bara kupuva po niski ceni@|@bargain hunter@
@koj bilo@|@whichever, any, anybody@
@koj bodri i dava `ivot@|@animator@
@koj dade najve}e@|@dutch auction@
@koj doa|a@|@incoming@
@koj dodeva@|@bothersome@
@koj e zad drugite@|@behindhand@
@koj fali ili slavi@|@laudatory@
@koj i da@|@whichever@
@koj ima dve `eni@|@bigamous@
@koj ima golem stomak@|@big bellied@
@koj izbira@|@selective@
@koj li@|@whichever@
@koj loka@|@bibulous@
@koj mnogu zboruva@|@gossipy@
@koj mo`e (lesno) da se prodade@|@saleable (salable)@
@koj ne mo`e da nau~i@|@ineducable@
@koj ne pripa|a na belata rasa@|@nonwhite@
@koj ni{to ne umee@|@good for nothing@
@koj pridonesuva@|@conducive@
@koj pru`a pomo{@|@beneficial@
@koj puka od zdravje@|@bouncing@
@koj saka da zapoveda@|@bossy@
@koj se izdignal sam@|@self made@
@koj se izdr`uva sam@|@self supporting@
@koj se nadiga@|@billowy@
@koj se naviva sam (saat)@|@self winding@
@koj se ni{a@|@unsteady@
@koj se slu~uva nasekade@|@ubiquitous@
@koj slu`i (pomaga)@|@conducive@
@koj sobira dobrovolni prilozi@|@beggar@
@koj tvrdi (brani)@|@assertive@
@koj vklu~uva se@|@inclusive@
@koj zaslu`uva prekor@|@blameworthy@
@koj zavojuva@|@belligerent@
@koj{to e kako buv (ut utka)@|@owlish@
@koj{to izneveruva@|@betrayer@
@koj{to mo`e da ceni@|@appreciative@
@koj{to mo`e da se vnese@|@enterable@
@koj{to reagira na (opasnost)@|@alive to@
@koj{to sozdava navika@|@addictive@
@koj{to talka@|@errant@
@kok@|@bun@
@koka kola@|@coke 3@
@kokain@|@coke 2@
@koko{arnik@|@hencoop, coop@
@koko{ka@|@hen@
@kokosovo vlakno@|@coir@
@kokov~e@|@pullet@
@koks@|@coke@
@koksira@|@coke@
@koktel od votka i domaten sok@|@bloody mary@
@kola@|@brake 2@
@kola~ so |umbir@|@gingerbread@
@kola~ so bademi@|@macaroon@
@kola~e@|@bun, cookie cooky@
@kola~i@|@dainty (n)@
@kolan@|@girdle 1, belt@
@kolan za sedlo@|@girth@
@kolani@|@belting@
@kolata na ~elo (na povorka)@|@bandwagon@
@kolbas@|@sausage@
@kolce@|@annulet@
@kole@|@butcher (v)@
@kole`@|@butchery@
@kolebawe@|@vacillation@
@kolebliv@|@unsteady (unsteadily), irresolute, mutable@
@koleblivost@|@vacillation, irresolution@
@kolekcija divi `ivotni@|@menagerie@
@kolektivno@|@in a body@
@koleno (na steblo)@|@knot@
@kolgerla@|@call girl@
@kolhoz@|@kolkhoz@
@koli~ina@|@quantity, number, body@
@koli~inski@|@quantitative@
@koli~ka@|@barrow@
@koli~ka (za pazarewe)@|@shopping trolley@
@koli~ka za baga` (na stanica)@|@luggage barrow@
@koli~ka za bebe@|@baby carriage (Am)@
@koliba@|@shack, hovel@
@Kolku (bra{no pari)?@|@How much?@
@Kolku (kila deca)?@|@How many?@
@kolku {to mu e milo@|@to the top of one's bent@
@kolku {to saka@|@to the top of one's bent@
@kolku {to znam@|@for aught I know@
@kolku bilo@|@howsoever@
@kolku bilo@|@however@
@kolku i da@|@as@
@kolne@|@adjure, vituperate, anathematize, damn (v)@
@kolnewe@|@imprecation, adjuration, vituperation@
@kolo (vo sport)@|@bout@
@kolona od avtomobili@|@motorcade@
@kolonada@|@gallery, archway@
@kolosalen@|@enormous@
@kolosek@|@rut (n) 2@
@kolovoz@|@roadway@
@kolve@|@peck@
@kolvewe@|@peck (n)@
@komar igra@|@gamble@
@komarec@|@mosquito@
@komarec golem@|@gnat@
@komarxija@|@gambler@
@kombe@|@van@
@kombinacija@|@conflation@
@kombine@|@slip (n)@
@kombinezon@|@overall (n)@
@kombinira@|@conflate@
@kombinirana soba@|@bedsit (bedsitting room)@
@kombinirawe@|@conflation, conjunction@
@komemorira@|@memorialize@
@komentira@|@annotate@
@komercijalen@|@mercantile@
@komercijalizacija@|@mass marketing@
@komercijalizira@|@merchandise (v)@
@komfor@|@conveniences@
@komitet@|@board@
@komora@|@board@
@kompenzaciska zdelka@|@barter, barter business@
@kompir (razg)@|@spud@
@komplet@|@ensemble, battery@
@kompleten@|@unabridged@
@kompletirawe@|@consummation@
@kompletna mobilnost@|@at concert pitch@
@kompletno@|@bodily (adv)@
@komplikuvan@|@knotty (fig)@
@komplikuvan (za rakuvawe)@|@awkward@
@kompliment@|@beef (sl)@
@kompozitor na melodii@|@melodist@
@kon@|@seek (pt.pp sought), against@
@kon kopno@|@landwards@
@kon nadvor@|@outwards@
@kon toa@|@into the bargain, to boot@
@kon vnatre{nosta (na zemjata)@|@inland (adv)@
@kon zavetrinata@|@leeward@
@kon~e@|@filament@
@konak@|@quarters@
@koncentracionen logor@|@concentration camp@
@koncept@|@construct (n)@
@koncert@|@concert@
@koncert vo dobrotvorni celi@|@benefit concert@
@koncerten klavir@|@concert grand@
@koncertna sala@|@concert hall@
@koncesiven (re~enica)@|@concessive@
@koncizen@|@concise@
@konciznost@|@conciseness@
@konciznost@|@concission@
@kondenzacija@|@condensation@
@kondenzator@|@condenser@
@kondenziran@|@condensed@
@kondicija@|@stamina@
@kondom@|@condom@
@kondominium@|@condominium@
@kondor@|@condor@
@kondukterka@|@conductress@
@konduktor@|@conductor@
@kone~en@|@ultimate, irrevocable, conclusive@
@kone~no@|@ultimately, at last@
@konec od paja`ina@|@gossamer@
@konec za krpewe@|@darning cotton@
@konfederacija@|@confederation@
@konfederacija@|@confederacy@
@konfekcija@|@confection@
@konferencija@|@conference@
@konferira@|@confer@
@konfeti@|@confetti@
@konfiguracija@|@configuration@
@konfiskacija@|@attainder, confiscation@
@konfiskuva@|@impound, confiscate@
@konflikt@|@conflict@
@konflikten@|@conflicting@
@konformist@|@conformist@
@konfrontacija@|@confrontation@
@konfuzen@|@confused, convoluted@
@konfuzija@|@confusion@
@konfuznost@|@convolution@
@konglomerat@|@conglomeration@
@konglomerat@|@conglomerate@
@kongres@|@congress@
@Kongres (vo SAD)@|@Congress@
@kongresen (komitet)@|@congressional@
@kongresmen (SAD)@|@congressman@
@kongruencija@|@congruence@
@kongruenten (triagolnik)@|@congruent@
@konklava (crkovna)@|@conclave@
@konkreten@|@concrete@
@konkubina@|@concubine@
@konkubinat@|@concubinage@
@konkurencija (za)@|@rivalry 1@
@konkurent@|@rival@
@konkurentski@|@rival (adj)@
@konkurentski ceni@|@keen prices@
@konop@|@hemp@
@konop (za tkaewe vre}i)@|@sackcloth@
@konopen@|@hempen@
@konosman@|@bill of lading@
@konotacija@|@connotation@
@konotativen@|@connotative@
@konsekutiven@|@consecutive@
@konsenzus@|@consensus@
@konsfikatorski@|@confiscatory@
@konsignant@|@consignor consigner@
@konsignator@|@consignee@
@konsignira@|@consign@
@konsolidacija@|@consolidation@
@konsolidira@|@consolidate@
@konsonant@|@consonant (n)@
@konspekt@|@conspectus@
@konspiracija@|@conspiracy@
@konspiratorski@|@conspiratorial@
@konstanta@|@constant (n)@
@konstanten@|@constant@
@konstelacija@|@constellation@
@konstitucija@|@constitution@
@konstruira@|@construe@
@konstruira@|@construct@
@konstruirawe@|@construal@
@konstrukcija@|@construction@
@konstrukcionen@|@constructional@
@konstrukciski@|@constructional@
@konstruktiven@|@constructive@
@konstruktivnost@|@constructiveness@
@konstruktor@|@constructor@
@konsultacija@|@consultation@
@konsultant@|@consultant@
@konsultantstvo@|@consultancy@
@konsultativen@|@consultative@
@konsultira@|@consult@
@konsumira@|@consume@
@kontakt (elektri~en)@|@contact@
@kontakten@|@contact (adj)@
@kontaktira@|@contact (v)@
@kontaminacija@|@contamination@
@konte@|@dandy, beau (pl beaus beaux)@
@kontejner@|@container@
@kontejnerizacija@|@containerization@
@kontekst@|@environment, context@
@kontekstualen@|@contextual@
@kontemplacija@|@contemplation@
@kontemplativen@|@contemplative@
@kontewe@|@dandyism@
@kontinent@|@continent@
@kontinentalen@|@continental@
@kontingent@|@contingent@
@kontinium@|@continuum (pl continua)@
@kontinuitet@|@continuity@
@kontrapunkt@|@counterpoint@
@kontrarevolucija@|@counterrevolution@
@kontratenor@|@countertenor@
@kontrola@|@inspection, control@
@kontrola na ra|aweto@|@birth control@
@kontrolira@|@oversee oversaw overseen, inspect, monitor (v)@
@kontrolna kula@|@control tower@
@kontrolna tabla (na auto)@|@dashboard@
@kontrolno svetlo@|@monitor@
@kontrolor@|@overseer, inspector, controller@
@kontroverzen@|@controversial@
@kontura@|@contour@
@kontuzija@|@contusion@
@konus@|@cone@
@konusen@|@conic@
@konveer@|@conveyer@
@konveer@|@conveyer belt@
@konvekcija@|@convection@
@konveksen@|@convex@
@konveksnost@|@convexity@
@konvektor@|@convector@
@konvencija@|@convention@
@konvencionalen@|@conventional@
@konvencionalnost@|@convention@
@konvencionalnost@|@conventionality@
@konvergencija@|@convergence@
@konvergenten@|@convergent@
@konvertibilen (valuta)@|@convertible@
@konvertibilnost (na valuta)@|@convertibility@
@konverzacija@|@conversation@
@konverzacionen (stil)@|@conversational@
@konvoj@|@convoy@
@konzerva (amer)@|@can 1@
@konzervacija@|@conservation@
@konzervativec@|@conservative (n)@
@konzervativen@|@conservative@
@konzervatizam@|@conservatism@
@konzervatorium@|@conservatoire@
@konzervatorium@|@conservatory@
@konzervira@|@conserve@
@konzervira (hrana)@|@can (v)@
@konzerviran@|@canned, in mothballs@
@konzervirano govedsko@|@bully (n)@
@konzervirawe@|@conservation@
@konzistenten@|@consistent@
@konzistentnost@|@consistence@
@konzola@|@console, bracket@
@konzorcium@|@consortium@
@konzul@|@consul@
@konzularen@|@consular@
@konzulat@|@consulate@
@konzumira@|@imbibe@
@kooperativa (vo Izrael)@|@kibbutz@
@kop~a@|@popper@
@kop~e@|@frog (n)@
@kopa@|@tunnel (v), hole (v), bore (1)@
@kopa (stari dokumenti)@|@quarry (v)@
@kopa~ na zlato@|@gold-digger@
@kopa~ewe@|@overhaul (n)@
@kopani~ar@|@xylographer, engraver@
@kopani~arski@|@xylographic.al@
@kopani~arstvo@|@xylography, engraving@
@kopejka (stoti del od rubqa)@|@kopeck@
@kopie@|@duplicate (n)@
@kopija@|@facsimile, counterpart, impression, duplicate (n)@
@kopile@|@bastard@
@kopira@|@duplicate@
@kopirawe@|@duplication@
@kopje@|@lance@
@kopne`@|@yen (coll), itch, ache (n)@
@kopnee@|@ache, aspire@
@kopnee (po)@|@keen set@
@kopnee po@|@itch (v), languish@
@kopneewe@|@aspiration@
@kopnen@|@overland, continental@
@kopneni edinici@|@land forces@
@kopno@|@land, continent@
@kora (na ovo{je)@|@peel (n)@
@kora (od drvo)@|@bark (1)@
@kora na mozok@|@cortex (pl cortices)@
@koralen ostrov@|@atoll@
@Koran@|@Koran@
@koranski (u~ewa zakoni)@|@Koranic@
@kordela@|@valance@
@korektiven@|@amendatory@
@korica@|@binding@
@korica (od kniga)@|@bind (n)@
@korica (za kniga)@|@dust jacket@
@korica (za kniga)@|@dust cover@
@korici@|@boards@
@korida@|@bullfight@
@korigira@|@amend, blue-pencil@
@korintski@|@corinthian@
@korisen@|@instructional, advantageous, beneficial@
@korisnik@|@beneficiary@
@korisnik na godi{en odmor@|@vacationer@
@korisnost@|@value@
@korist@|@gain n, value, advantage, avail (n), convenience@
@koristi@|@avail (oneself of), do duty, boot (2)@
@koristi godi{en odmor@|@vacation (v)@
@koristi za pasewe@|@graze@
@koristoqubiv@|@mercenary@
@korito (re~no morsko)@|@bed@
@kormilar@|@quartermaster@
@kornet@|@cone@
@korni{on@|@gherkin@
@korov@|@knotgrass@
@korpus@|@army corps@
@korpus na podatoci@|@data (pl)@
@korsa`@|@corsage@
@korset@|@girdle, corset, bodice@
@korumpiran@|@bent (adj sl)@
@korveta@|@corvette@
@korzo@|@promenade@
@kos (dijagonalen) pravec@|@bias@
@kos (ptica)@|@blackbird@
@kos zap~enik@|@bevel gear@
@kosa ramnina@|@inclined plane@
@kosa~@|@mower@
@kosi@|@mow mowed mown@
@kosidba@|@mowing@
@kosilka@|@lawn mower, mower@
@kosina@|@escarpment, bevel@
@kosinus@|@cosine@
@koska@|@bone@
@koska i ko`a@|@skin and bone@
@koska i ko`a (fig)@|@a bag of bones@
@koska so sr`@|@marrowbone@
@koskena sr`@|@marrow@
@kosmi~ki@|@cosmic.ally@
@kosmi~ki zraci@|@cosmic rays@
@kosmogonija@|@cosmogony cosmology@
@kosmonaut@|@cosmonaut@
@kosmopolit@|@cosmopolitan@
@kosmopolitski@|@cosmopolitan@
@kosmos@|@cosmos@
@koso@|@aslant@
@kostobolka@|@gout@
@kostum za kapewe@|@bathing suit@
@kotelec ispu{ten@|@ladder@
@kotle@|@kettle@
@kotlina@|@hollow (n)@
@kotva@|@anchor@
@kotvi za usidruvawe@|@moorings@
@kov~eg@|@ark, box (1)@
@kov~est@|@bony@
@kov~est ~ovek@|@strong-boned@
@kova~@|@blacksmith@
@kovana para@|@coin@
@kovanica@|@coinage@
@kovawe (pari zboroi)@|@coinage@
@kove@|@rivet (v), beat out@
@kove (pari)@|@coin@
@kove zavera@|@conspire@
@kovert@|@envelope@
@kovliv (metal)@|@malleable@
@kovlivost@|@malleability@
@Kow@|@Horse, bay (4)@
@kow (gimnasti~ki)@|@vaulting horse@
@kow so kusa opa{ka@|@bobtail@
@kowanik@|@lancer@
@kowi~ki sport@|@turf (the turf)@
@kowska muva@|@horsefly@
@kowska sila (KS)@|@horse power@
@kowska zaprega@|@harness@
@kowski trki@|@horse racing@
@kowsko meso@|@horse meat@
@kowu{ar@|@ostler@
@kowugacija@|@conjugation@
@kowuktiv@|@conjunctive@
@kowuktiva@|@conjunctiva@
@kowuktiven (sojuzen) na~in@|@conjuctive mood@
@kowunktivitis@|@conjunctivitis@
@kozja pateka@|@mule track@
@kozmeti~ar@|@cosmetician, beautician@
@kozmeti~ki@|@cosmetic@
@kozmeti~ki tretman (na lice)@|@facial (n)@
@kozmeti~ko frizerski salon@|@beauty parlour@
@kozmeti~ko frizerski salon@|@beauty salon (beauty shop)@
@kozmeti~ko sredstvo@|@cosmetic@
@kozmetika@|@cosmetics@
@kozorog@|@ibex@
@kr{ewe@|@dash (n)@
@kr{i@|@bust (busted bust)@
@kr{i (kamen)@|@quarry (v)@
@kr{i na par~iwa@|@dash to pieces@
@kr{i pravilo@|@bend a rule@
@kr{i so }uskija@|@gad v@
@kr{teva@|@baptize baptise@
@kr{tevawe@|@baptism@
@kr{tevka@|@baptism@
@kr~ka@|@braise@
@kr~ma@|@roadhouse, pub, salon (Am), alehouse, inn@
@kr~mar@|@gaffer, innkeeper@
@kr~marka@|@hostess@
@kra`ba@|@larceny@
@kra`ba (razg)@|@abstraction 1@
@krade@|@purloin, filch, abstract (v coll)@
@krade@|@snitch (sl), bag (v), rip off@
@krade po du}ani@|@shop lift@
@krade stoka (Am)@|@rustle@
@kradec@|@purloiner, huckster (fig), housebreaker@
@kradec na stoka (Am)@|@rustler@
@kradewe na stoka (ovci)@|@rustling@
@kradewe po du}ani@|@shop lifting@
@kraen@|@latter late, ultimate, outside (adj), outmost@
@kraen (hrabrost `rtva)@|@supreme@
@kraen (razg)@|@sublime@
@kraj@|@aloneside, area, conclusion, beside, blow (n)@
@kraj bregot@|@inshore@
@krajbre`en@|@riparian, inshore@
@krajbre`en pojas@|@foreshore@
@krajbre`je@|@riverside@
@krajbre`no {etali{te@|@boardwalk@
@krajna cel@|@causa finalis (lat)@
@krajna granica@|@outside@
@krajna nesposobnost@|@ineptness@
@krak@|@thigh@
@kral na pivoto@|@beer baron@
@kralica@|@queen consort, Regina@
@kralica@|@queen@
@kralica majka@|@queen mother@
@kralski@|@queenly@
@kralski stra`ar@|@gentleman at arms@
@krampon@|@spike@
