@English@|@Indonesian@
@join with others (ikut); catch a ride/lift; me-I@|@numpang@
@join/go along w/; stay w/@|@tumpang@
@joiner@|@tukang kayu yg mahir@
@joinery@|@pekerjaan tukang kayu@
@joint@|@potongan daging dgn tulangnya, ruas, sambungan@
@joint venture; share; ber-an@|@patung@
@joint; socket; pivotal strength@|@sendi@
@joist@|@gading, kayu palang@
@joke@|@lawak, lelucon, olok2@
@joke; caprice@|@canda@
@jolly@|@gembira, jollity:kead gembira@
@jollyfication@|@pesta2, suka ria@
@jolt@|@berguncang, mengguncang@
@jostle@|@mendesak, mendorong@
@jot@|@jml yg sangat kecil, not a jot:tdk sama sekali@
@jot ... down@|@mencatat dgn cepat@
@journalese@|@bahasa surat kabar kelas 2@
@journalist@|@wartawan@
@journey@|@perjalanan@
@joust@|@berkelahi dgn tombak sambil naik kuda@
@jovial@|@riang gembira & ramah@
@joviality@|@keriangan & keramahan@
@jowl@|@bag bawah wajah, cheek by jowl:sangat rapat, rahang@
@joy@|@gembira@
@joyless@|@sedih@
@joyous@|@penuh kegembiraan@
@jubilant@|@menunjukkan kemenangan/kegembiraan@
@jubilation@|@sorak kegirangan@
@jubilee@|@diamond ~:peringatan 60 thn, silver ~:peringatan 25 thn, ultah ke-50@
@judas; cruel@|@judes@
@Jude@|@Judas@
@judge@|@hakim@
@judgment@|@hukuman@
@judicature@|@dewan hakim, kehakiman@
@judicial@|@berkenaan dgn pengadilan@
@judicious@|@bijaksana@
@jug@|@kendi@
@juggernaut@|@keyakinan mengorbankan diri sendiri@
@juggle@|@akrobat melempar bola2 ke atas, menyulap@
@jugular veins@|@pembuluh darah di leher, vena@
@juice@|@air perah@
@July@|@Juli@
@jumble@|@bercampur baur@
@jumble-sale@|@jual macam2 biasanya utk amal@
@jump@|@lompat, lompat, melompat, terpa@
@jump down; enter field of study@|@terjun@
@jump; (most common)@|@loncat@
@jump; me-@|@lonjak@
@jumper@|@baju hangat wol tanpa kancing, switer@
@jumpy@|@senewen@
@junction@|@at this ~:kead spt skr ini@
@juncture@|@hubungan@
@June@|@Juni@
@jungle@|@rimba@
@jungle; - belantara@|@rimba@
@jungle; hutan -@|@belantara@
@juniper@|@pohon cemara yg buahnya utk minyak@
@junk@|@barang rongsokan, kapal layar Cina@
@junket@|@dadih susu yg diberi gula, junketing:pesta makan2@
@juridical@|@berkenaan dgn hukum@
@jurisdiction@|@daerah kekuasaan, hal mengadili, kekuasaan hukum, wilayah@
@jurisprudence@|@ilmu ttg hukum@
@jurist@|@ahli hukum@
@juror@|@juri@
@juru -@|@lelang@
@jury@|@juri@
@jury-mast@|@tiang darurat@
@just@|@adil, adil, adil@
@just appear as@|@ecek@
@just at the moment (short for sebentar)@|@'ntar (entar)@
@just because@|@gara-gara@
@just enough to@|@kedar@
@just enough to; around@|@sekedar@
@just now@|@barusan, sekarang, tadi@
@justice@|@keadilan, keadilan@
@justify@|@alasan, membenarkan, mempertahankan@
@jut out@|@menjorok ke luar@
@jute@|@goni@
@juvenile@|@remaja@
@juxtapose@|@menempatkan berdampingan@
@juxtaposition@|@posisi berdampingan@
@jv)@|@caci@
@k.o lotus@|@teratai@
@k.o. cicada@|@tonggeret@
@k.o. ginger plant@|@lengkuas@
@k.o. hard pipe@|@pralon, peralon@
@k.o. mini thesis to obtain undergraduate degree@|@skripsi@
@k.o. parrot@|@nuri@
@k.o. pheasant@|@kuau@
@k.o. pottery container; variable unit of liquid or solid measure; -an@|@takar@
@k.o. stinging insect; sharp (odor@|@sengit@
@k.o. tree w/ wood used for furniture@|@labah@
@kalau)@|@apabila@
@kalibrasi@|@mengoreksi skala alat ukur@
@kan?; because as you well know (Jangan keluar. Kan gelap.)@|@kan@
@kangaroo@|@kangguru@
@kapok@|@kapuk@
@kastrasi@|@pengebirian@
@katalepsi@|@kejang@
@katastrof@|@bencana, malapetaka@
@kayu sawdust. Ashes. - bara cinders. Cleansing powder.@|@abu@
@ke-@|@jepet, sandung, sasar, sohor, timpa@
@ke-an@|@ada, duta, hadir, maju, putus, walah@
@ke-an soccer team@|@sebelas@
@ke-asaan@|@putus@
@Kecamatan; subdistrict@|@Kec.@
@keel@|@baja rangka kapal, lunas kapal, on an even keel:mantap, stabil@
@keel over@|@terjungkir@
@keen@|@bergairah, berhasrat bsr, bersemangat, giat, kuat, mendlm, menusuk, peka, runcing, tajam, tajam@
@keen on@|@berminat, suka akan@
@keener@|@lebih keen@
@keenest@|@paling keen@
@keenness@|@kecerdasan, ketajaman, minat bsr@
@keep@|@beru-, for ~:utk selamanya, lang2, matuhi, me-, membiayai, memegang, memiliki, mencegah, menepati, menghalangi, menghidupi, mengongkosi, mentaati, menyimpan, menyokong, merayakan, sering, tahan lama, terus-menerus@
@keep at@|@meneruskan@
@keep away@|@menghindari, menjauhi@
@keep down@|@mencegah, menekan pembelanjaan@
@keep feet@|@tdk jatuh@
@keep in@|@mencegah, mengekang, tdk mencampuri@
@keep in o's place; feel that dealing w/ person of higher position; meny-hormati@|@segan@
@keep in with@|@tetap berteman@
@keep on@|@melanjutkan@
@keep quiet/say nothing; mem-kan@|@bisu@
@keep silent about s.t.@|@kelu@
@keep up@|@berpegang teguh, jangan kendur, melanjutkan, surat2an@
@keep up with@|@menyamai, tdk ketinggalan dr@
@keeper@|@pemelihara, penjaga@
@keeping@|@pemeliharaan, penyimpanan@
@keepsake@|@kenang2an, tanda mata@
@keg@|@tong kecil@
@ken@|@batas pengetahuan@
@kena : concerning@|@mengenai@
@kencang)@|@pesat@
@kencang); se-nya@|@cepat@
@kennel@|@kandang anjing@
@kerb@|@tepi jalan, trotoar@
@kerchief@|@kain ikat kepala@
@kernel@|@inti, inti permasalahan@
@kernel/nucleus/core/fillings/contents; -sari@|@inti@
@kernel; unit classifier; Mau berapa biji?  How many do you want?@|@biji@
@kerosene@|@minyak tanah@
@kestrel@|@burung elang kecil@
@ketok; knock@|@ketuk@
@kettle@|@a pretty ~ of fish:kead canggung/serba salah, ceret@
@kettledrum@|@gendang@
@key@|@kunci@
@key up@|@menala, meninggikan mutu, merangsang@
@key; key solution; lock; wrench; joints; locked@|@kunci@
@keystone@|@asas, batu penutup@
@khaki@|@seragam militer kuning kecoklatan@
@kick (ball@|@depak@
@kick (w/ heel or side of foot); men-@|@tendang@
@kick again@|@memprotes, menentang, menunjukkan kejengkelannya@
@kick heels@|@disuruh menunggu lama, membuang2 wkt@
@kick off@|@(sepak bola) mulai@
@kick out@|@depak@
@kick up a row@|@bertengkar, kese-, kesukaan, membuat gaduh, nangan, sepakan, tendangan@
@kid@|@anak kambing, kulit dr kulit anak kambing@
@kid (of puberty age)@|@bocah@
@kid; anak2@|@anak@
@kiddy@|@anak@
@kidnap@|@menculik@
@kidnap/abduct; pen-@|@culik@
@kidnapper@|@culik@
@kidney@|@ginjal@
@kids@|@anak@
@kill@|@bunuh, membunuh@
@killed in action/slain@|@tewas@
@killer@|@bunuh@
@killing@|@bunuh@
@kiln@|@tempat pembakaran kapur/batubara@
@kin@|@next of ~:saudara dekat@
@kind@|@baik, baik/murah hati, baik-haiti, jenis, jenis, macam, macam, of a ~:sejenis, pay in ~:membayar dgn barang, ragam, ramah, repay in ~:membalas setimpal, sopan, tdk pantas dinamai@
@kindle@|@mengobarkan semangat, menyalakan@
@kindling@|@bahan utk menyalakan api misalnya ranting kering@
@kindred@|@hubungan keluarga@
@kine@|@lembu, sapi@
@king@|@raja@
@king/queen; me-i@|@ratu@
@kingfisher@|@burung kecil pemakan ikan di sungai@
@kink@|@berbelit2@
@kinky (hair)@|@keriting@
@kinsfolk@|@sanak saudara@
@kinship@|@hubungan keluarga, kekeluargaan, kerabat@
@kinsman/kinswoman@|@kerabat(laki2/perempuan)@
@kiosk@|@kios@
@kipper@|@ikan kecil yg diasap/diasin@
@kirk@|@gereja, gereja Skotlandia@
@kiss e.o.; men-@|@cium@
@kiss on cheek@|@sun@
@kiss s.o.; -an@|@kecup@
@kiss; smell; -2an@|@cium@
@kit@|@alat perkakas@
@kitchen@|@dapur@
@kitchen garden@|@kebun sayur@
@kitchen maid@|@pembantu koki@
@kite@|@burung elang@
@kite; k.o. swift bird; jalan -@|@layang@
@kith and kin@|@teman2 & sanak saudara@
@knack@|@ketangkasan, ketrampilan, seni@
@knapsack@|@ransel@
@knave@|@bajingan, penjahat@
@knavery@|@kecurangan, ketidakjujuran@
@knavish@|@suka menipu, tdk jujur@
@knead@|@memijit, memukul2 adonan, mengurut, meremas, remas(ramas)@
@knee@|@lutut@
@knee  (ber-@|@lutut@
@knee (sl)@|@dengkul@
@knee-cap@|@tempurung lutut@
@kneel@|@berlutut@
@kneel)@|@lutut@
@knees of the gods@|@belum pasti@
@knell@|@bunyi lonceng lambat tanda berkabung/kematian@
@knelt@|@berlutut@
@knickerbockers@|@celana sampai di bawah lutut & bag bawah berlipat2@
@knickers@|@celana dalam wanita@
@knick-knack@|@barang penghias kecil2 yg tdk penting@
@knife@|@pisau@
@knight@|@ksatria@
@knight; acting with noble qualities@|@kesatria@
@knighthood@|@kesatriaan@
@knightly@|@berani & pemurah, spt ksatria@
@knit@|@closely ~:tersusun baik, melekatkan, menjalin, menyambung, menyusun, merajut@
@knit the brows@|@mengernyitkan kening@
@knit; -an@|@rajut@
@knitted material; pe-an@|@rajut@
@knitting@|@rajutan@
@knob@|@bungkal kecil, menonjol, tombol@
@knob; button for mechanical devices@|@tombol@
@knobbly@|@berjendul, bertonjol@
@knock@|@be ~ed up:sangat letih, bunyi ketukan, memukul, mengetuk, menumbuk, merobohkan@
@knock about@|@kasar & ribut, melakukan perjlnan jauh, memperlakukan dgn kasar@
@knock down@|@merobohkan dgn pukulan@
@knock off@|@berhenti, memotong@
@knock out@|@KO, membuat org heran, menakjubkan@
@knock up@|@membangunkan dgn mengetuk pintu, menyatukan dgn tergesa2, menyusun cepat2@
@knocker@|@alat pengetuk pintu dr logam@
@knoll@|@bukit kecil@
@knot@|@an, ikatan, kelompok, kesulit-, kumpulan, mata kayu, mempersatukan, menyimpulkan, persoalan yg rumit, sampul pita, simpulan, ukuran kec kapal@
@knot s.t.; conclude; ter-@|@simpul, simpul@
@knot; meny-@|@simpul@
@knot; meny-kan@|@simpul@
@knotier@|@lebih membingungkan@
@knotiest@|@paling membingungkan@
@knotted@|@simpul@
@knotted; implied@|@sirat@
@knotted; implied/included; ke-an@|@simpul@
@knotty@|@membingungkan@
@knout@|@cambuk@
@know@|@kenal, mafhum, maklum, tahu, tahu@
@know by heart; memorize; know s.t. very well@|@hafal@
@know how@|@tahu@
@know/understand/detect/find out; penge-an@|@tahu@
@know; -@|@tahu@
@know; (sl) -@|@tahu@
@know; often used as expression for "I don't know."@|@tahu?@
@knowing@|@berpengetahuan, cerdas, pandai@
@knowingly@|@dgn sadar/sengaja, scr pandai@
@knowledge@|@pengetahuan, tahu, tahu@
@knowledge; science (or branch of); -wan@|@ilmu@
@knowledge; teaching; inspect; examine; investigate@|@kaji@
@knowledgeable@|@berpengetahuan luas, tahu sepenuhnya@
@known; - saja@|@keruan, karuan@
@knuckle@|@buku jari, tulang ruas@
@knuckle under@|@mengalah, menyerah@
@knuckles)@|@getok@
@koersif@|@bersifat paksaan@
@kognisi@|@filsafat, intuisi, pengamatan@
@kolusi@|@persetujuan rahasia bertujuan negatif@
@komitmen@|@kewajiban moral, sesuatu yg tlh dijanjikan, tanggung jawab@
@kompensasi@|@memberi imbalan, mengganti rugi@
@komplex oedipus@|@anak ingin ortu yg berbeda kelamin@
@kompulsif@|@perbuatan krn paksaan tak sadar/di luar kemauannya@
@konfirmasi@|@penegasan, pengesahan@
@konsesi@|@ijin@
@konstitusi@|@keseluruhan faktor2 yg membentuk kead natural-, tubuh/jiwa seseorg@
@kosher@|@toko makanan bangsa Yahudi@
@kosmogoni@|@pandangan terjadinya dunia scr mitologis/mitos@
@kowtow@|@membungkuk2, sangat menghormati@
@kraal@|@kampung yg dipagari(di Afrika), pagar utk ternak@
@kudos@|@kudus@
@kuri)@|@lezat@
@l.hebat); me-kan@|@nyala@
@label; quality; signboard@|@merek@
@labeling@|@cap@
@labial@|@ttg bibir@
@laborer@|@kuli, pekerja@
@laborious@|@dgn sungguh2, melelahkan, rajin@
@labour@|@berusaha, kesakitan wkt melahirkan@
@labour matters/relations@|@buruh@
@labour the point@|@membicarakan panjang lebar@
@labour under@|@mendpt kesulitan@
@laboured@|@susah@
@labourer@|@buruh, pekerja@
@labyrinth@|@rongga2@
@lac@|@uang India@
@lace@|@renda, tali sepatu@
@lace; numerical classifier for string-like objects@|@untai@
@lacerate@|@mengoyak, menyakiti hati, menyayat@
@lachrymose@|@berlinang2, suka menangis@
@lack@|@kekurangan, kurang, tiada@
@lackadaisical@|@lesu, letih@
@lackey@|@kacung@
@laconic@|@pendek, ringkas, ringkas@
@lacquer@|@pernis logam@
@lacquey@|@kacung@
@lactic@|@ttg susu@
@lacur)(konyol)@|@malang@
@lacur); ke-an@|@sial@
@lacy@|@ttg renda@
@lad@|@anak laki2, budak@
@ladder@|@jenjang, panjat, tangga, tangga@
@laddie@|@anak laki2@
@laden with@|@sarat dgn@
@ladies' man@|@bandot@
@lading@|@bill of ~:daftar muatan kapal@
@ladle@|@irus@
@ladylike@|@bersikap sopan spt puteri@
@ladyship@|@tuan puteri@
@lag@|@ketinggalan@
@lager@|@bir ringan@
@laggard@|@org yg ketinggalan@
@-lah@|@ada, baik@
@lair@|@tempat bersembunyi hewan buas@
@laird@|@tuan tanah Skotlandia@
@laissez-faire@|@asas perdagangan bebas tanpa pengawasan pemerintah@
@laity@|@kaum awam@
@lake@|@danau@
@lakh@|@uang India@
@lalu@|@terus@
@lamb@|@biri2 muda@
@lame@|@pincang@
@lament@|@menyesal, meratap@
@Lamentations@|@Ratapan@
@lamp@|@lampu, lampu@
@lampoon@|@tulisan ejekan@
@lance@|@lembing, membedah dgn pisau bedah, tombak@
@lance-corporal@|@kopral muda@
@lancer@|@prajurit berkuda dgn tombak@
@lancet@|@pisau bedah berujung dua@
@land@|@darat, native ~:tanah air, negeri, tanah@
@land; country; soil@|@tanah@
@land; shore@|@darat@
@landlady; rumah -@|@kost@
@land-locked@|@hampir tertutup daratan@
@landlord; ibu -@|@kost@
@landlubber@|@org yg tdk biasa  di laut@
@landmark@|@tonggak batas@
@landscape@|@bentang, pemandangan@
@landslide@|@longsor, tanah longsor@
@land-worker@|@petani@
@lane@|@jln kecil di luar kota, jln simpangan, lorong@
@language@|@bahasa@
@language.@|@bahasa@
@languid@|@lemas, tdk bertenaga@
@languid; mati -@|@lemas@
@languish@|@merana, mjd lemah@
@languor@|@kekurangan tenaga, kelemahan@
@lank@|@kejur, lurus, panjang@
@lantern@|@lentera@
@lantern jaws@|@rahang panjang & kurus@
@lanyard@|@tali (pendek) peluit/pisau@
@lap@|@bunyi pukulan ombak, melipat, meliput, membalut, menjilat2, pangkuan, putaran@
@lapangan: for sports); domain/realm@|@medan@
@lap-dog@|@anjing piaraan kecil@
@lapel@|@kerah jas@
@lapse@|@kejatuhan, kemerosotan, kesalahan kecil, lagi, tdk berlaku-, tergelincir@
@larang : me-@|@dilarang@
@larceny@|@pencurian@
@larch@|@pohon hijau muda dgn buah berbentuk kerucut@
@lard@|@lemak babi@
@larder@|@lemari makan@
@large@|@at ~:bebas, besar, besar, by & ~:pd umumnya, murah hati, raya, raya@
@large container; - cuci@|@bak@
@large open structure in front of Jv mansion@|@pendopo@
@large traditional knife@|@parang@
@large; besar; gede'in = memperbesarkan = make larger@|@gede@
@lark@|@burung kecil, kesenangan@
@laryngitis@|@radang pangkal tenggorok@
@larynx@|@panggal tenggorok@
@lascivious@|@bernafsu besar@
@lash@|@bergerak, memukul dgn keras, mencaci maki, mencambuk@
@lash (of whip); men-@|@dera@
@lash out at; tackle ( a problem ) -an attack@|@labrak@
@lass@|@anak gadis@
@lassie@|@anak gadis@
@lassitude@|@acuh tak acuh, keletihan, tdk berminat@
@last@|@mengerjakan hanya bidangnya, sepatu dr kayu@
@last post@|@makaman, tiupan terompet pd wkt tentara akan tidur & pd pe-@
@last; ber- end; ber-kan end in; meng-i end@|@akhir@
@lasting@|@kekal@
@lasting; meng-kan@|@awet@
@latah@|@ikut2an, menduga hati org laiin, suka tertawa/mengejek tingkah laku org lain@
@latch@|@kunci, selot@
@late@|@baru2 ini, mendiang@
@late (terlambat); too late (suntuk)@|@telat@
@latent@|@bersifat tersembunyi@
@later@|@kemudian, 'ntar (entar)@
@later (on)@|@kelak@
@later party@|@buntut@
@lateral@|@di, dr, ke sisi, ttg@
@lateral buds@|@tunas sisi@
@lath@|@potongan kayu panjang & tipis@
@lathe@|@mesin bubut@
@lather@|@buih, keringat@
@latish@|@agak lambat/siang@
@latitude@|@grs lintang, keleluasaan@
@latrine@|@jamban, kakus@
@latter@|@baru2 ini, belakangan, yg kemudian/terakhir/kedua/belakangan@
@lattice@|@teralis@
@latticework@|@terali@
@laud@|@memuji@
@laudress@|@tukang cuci perempuan@
@laugh (meng-I@|@ketawa@
@laugh at; ter-@|@tawa@
@laughter; -2@|@gelak@
@laughter; -kan@|@tawa@
@launch@|@kapal penumpang yg dijlnkan dgn uap/bensin/listrik@
@launching; launch@|@luncur@
@launder@|@mencuci & seterika pakaian@
@launderette@|@mesin cuci dgn koin@
@laundromat@|@mesin cuci dgn koin@
@laundry@|@cuci, cucian, tempat cuci pakaian@
@laundryman@|@binatu@
@laureate@|@yg ditunjuk@
@laurel@|@kemenangan, pohon salam@
@lavatory@|@WC@
@lavender@|@tanaman berbunga ungu berbau wangi@
@lavish@|@berlimpah2, mencurahkan, menghamburkan@
@lavish spender@|@buar@
@law@|@hukum@
@law; meng-@|@hukum@
@lawbreaker@|@langgar@
@lawn@|@kain linen yg halus, lapangan rumput@
@lawnmower@|@mesin pemotong rumput@
@lawyer@|@acara@
@lax@|@kendur, santai, teledor@
@laxative@|@obat cuci perut, urus-urus@
@laxity@|@=lax@
@laxity; leeway@|@longgar@
@lay@|@memasang, membaringkan, menaruh, syair utk nyanyian, ttg org awam/kebanyakan@
@lay about one@|@menerjang ke segala arah@
@lay aside@|@menabung, menyimpan@
@lay into@|@labrak@
@lay s.t. in ruins@|@puing@
@lay up@|@menimbun@
@lay-by@|@tempat parkir di pinggir jln tol@
@layer@|@lapis, lapisan@
@layette@|@pakaian utk bayi yg baru lahir@
@layman@|@org awam@
@lazy@|@malas@
@lazybones@|@pemalas@
@lea@|@padang rumput@
@lead@|@arang isi pensi, batu duga kedlman laut, l, membina, memimpin, pimpin, timah, timah hitam@
@lead -/mislead@|@sesat@
@leaden@|@ttg timah hitam@
@leader@|@ketua, majikan, pimpin@
@leader/promoter; penge-an@|@muka@
@leadership@|@bimbing@
@leaf@|@bag meja yg dpt dilipat, daun, gold ~:emas kertas, lembaran hidup baru@
@leaf; - bay@|@daun@
@leaflet@|@pucuk daun muda, surat edaran@
@leafy@|@rindang@
@league@|@3 mil@
@leak@|@bocor, tiris@
@leak(y)@|@bocor@
@leak; permeate@|@rembes@
@leakage@|@kebocoran@
@lean@|@bergantung, bersandar, cenderung, condong, kurus, menjenguk, tipis@
@lean on@|@sandar@
@lean on; men-@|@tekan@
@lean(er@|@gagal, kurus, sedikit@
@leaning@|@condong@
@leaning (miring)@|@cenderung@
@leap@|@~frog:permainan lompat2an, kabisat, lompat, lompatan, loncat, lonjak, maju pesat, melompat@
@leap (n)@|@terpa@
@leap; ter-@|@lonjak@
@learn@|@belajar, belajar@
@learn (-kan@|@ajar@
@learn o's lesson@|@kapok@
@lease@|@~hold:disewa  utk bbrp wkt, ik, kehidupan baru yg lebih ba-, persetujuan sewa tanah@
@leash@|@hold in ~:mengekang, rantai anjing@
@leather@|@kulit, kulit@
@leave@|@berangkat, cuti, gila, izin, pamit, take ~ of .. sense:berlaku spt org@
@leave alone@|@biar@
@leave); per-@|@angkat@
@leave; -an@|@tinggal@
@leaven@|@pengaruh yg meluas, ragi@
@leavings@|@sisa2@
@lectern@|@meja utk meletakkan Injil@
@lecture@|@kuliah, menegur@
@lecture s.o.@|@khotbah@
@lectureship@|@jabatan dosen/lektor@
@ledge@|@pinggiran yg sempit(bingkai), tebing@
@ledger@|@pembukuan@
@lee@|@tempat yg terlindung dr angin@
@leech@|@lintah, sulit dibuang/dihilangkan@
@leek@|@bawang perai@
@leer@|@menyeringai@
@lees@|@ampas, endapan@
@leeway@|@hanyut ke arah angin, kembali ke tempat semula, mengejar ketinggalan wkt@
@left over mark; former@|@bekas@
@left; belok -@|@kiri@
@leg@|@ajal, kaki, landasan, last ~s:sudah tdk berguna lagi@
@leg up@|@menolong@
@legacy@|@hibah, pusaka, waris, warisan@
@legal@|@sah@
@legal - ; ceremony; orderly@|@tertib@
@legate@|@duta Vatikan@
@legation@|@kedutaan di bawah kedutaan besar@
@leggings@|@kulit penutup kaki@
@legibility@|@keterbacaan@
@legible@|@tulisan yg jelas@
@legion@|@legiun, pasukan dlm jml bsr@
@legislate@|@pembuat undang2@
@legitimate@|@sah menurut hukum@
@legitimate; formal@|@resmi@
@legs@|@goyah@
@leissure@|@tdk tergesa2, wkt luang@
@lemon@|@jeruk@
@lemongrass@|@serai@
@lend@|@meminjamkan, menyokong@
@lengthways@|@memanjang, membujur@
@lengthwise@|@memanjang, membujur@
@lenient@|@lunak, ringan, sabar@
@lent@|@40 hari sblm Paskah@
@lentil@|@kacang2an@
@leopard@|@macam tutul@
@leper@|@org kusta@
@leprosy@|@kusta@
@leprous@|@ttg kusta@
@lept@|@lonjak@
@lerak ; k.o. fruit producing soapy foam for washing clothes@|@kelerak@
@less formal)@|@bahkan, telinga@
@lessee@|@penyewa tanah/gedung utk wkt tertentu@
@lessen@|@surut@
@lesson@|@kaji, pelajaran@
@lessor@|@org yg menyewakan gedung/tanahnya@
@lest@|@jangan sampai, kalau2, spy jangan@
@let alone@|@apalagi, jangankkan@
@let down@|@mengecewakan@
@let fly at@|@mencaci maki@
@let in@|@melibatkan@
@let off@|@menembakkan@
@let out@|@melebarkan, membiarkan, membuka@
@let out (rope); pay out; extend; make concessions; -an@|@ulur@
@lethal@|@mematikan@
@lethargy@|@capai, lesu@
@letter@|@surat@
@letter; characters@|@huruf@
@lettuce@|@daun selada@
@level@|@(gedung), be ~-headed:berpikiran sehat, bidang, datar, derajat, harkat, have a ~ head=be ~-headed, kepala dingin, membidikkan, membongkar, mengarahkan (tuduhan), menyamakan, menyamaratakan, merobohkan-, spirit-~:alat pengukur permukaan@
