@English@|@Latin@
@appetite@|@orexis@
@applaud@|@acclamare, applaudere@
@apple@|@pomum@
@apply@|@adfero affero, adicio, admoveo, sumo@
@appoint@|@constituo, constituo, lego, monstro, ordino (-are), prodo@
@appositive@|@appositus@
@appraise@|@æstimare, appretiare, taxare@
@apprehend@|@comprehendo@
@apprehension@|@sollicitudo@
@approach@|@adpropinquo, aggredior, appropinquo (+ dat.), propinquo (intrans)@
@approaching@|@appositus@
@appropriate@|@adsumo (assumo), appositus, aptus, congruens, congruus, occupo, rectus, vindico (vindicatum)@
@appropriately@|@honeste, ordine, ordinem@
@approval@|@acclamatio, assensus@
@approval support@|@suffragium@
@approve@|@annuo, annuo, approbare, apto, ascisco, auctorizo, probo@
@approve highly@|@collaudo@
@approved@|@exertus, probatus@
@approximately@|@circa, inter@
@appurtenance@|@appenditia@
@April@|@Aprilis@
@aptitude@|@talentum@
@Apulia@|@Apulia@
@aquittal@|@liberatio@
@Arab@|@Arabs@
@Arabian@|@arabicus, arabius@
@Arabic@|@arabicus, arabius@
@arc@|@arcus, arcus@
@arcade@|@ianus@
@arch@|@arcus, curvo@
@archangel@|@archangelus@
@archbishop@|@archiepiscopus@
@arched@|@curvus, fornicatus, pandus@
@ardent@|@animosus, igneus@
@ardor@|@ardor@
@are willing@|@sis (=si vis)@
@arena@|@arena, pulvis@
@argue@|@censeo, oro@
@argumentation@|@argumentatio@
@arid@|@exaresco@
@arise@|@cresco (cretum), emanio, exsisto existo, surgo surrexi surrectum, venio@
@arising from@|@oriundus@
@aristocrat@|@optimus@
@aristocratic@|@generosus@
@arm@|@armare, armo, bracchium@
@armament@|@telum@
@armaments@|@arma@
@armed@|@armiger, hostilis@
@armed retainers@|@satellites@
@armistice@|@indutiae@
@armlets@|@armilla@
@armored@|@loricatus@
@armpit@|@axilla@
@arms@|@arma, ferrum, telum@
@army@|@acies, exercitus, legio@
@arogance@|@ferocitas@
@around@|@circa, inter@
@arouse@|@accendo, concito, erigo, moveo moti motum, sollicito, suscito@
@aroused@|@cito@
@arragned beforehand@|@promutuus (cash)@
@arrange@|@colloco, decido (-cisi -cisum), incogito, ordino (-are)@
@arranged@|@ordinatus@
@arrangement@|@compositio@
@arranger@|@digestor@
@arrangment@|@ordinatio, positus@
@arrest@|@capio, comprehendo, intertio, prehendo@
@arrival@|@aduentus, adventum, adventus@
@arrive@|@advenio, advenire, supervenio@
@arrive at@|@adipiscor, devenio@
@arrive unexpectedly@|@supervenio@
@arrogance@|@contumacia, ferocia, flatus, superbia@
@arrogant@|@celsus, elatus, ferox, superbiens, superbus, tumidus@
@arrogantly@|@ferociter@
@arrogate@|@vindico (vindicatum)@
@arrow@|@calamus, sagitta, spiculum, telum@
@art@|@ars, ars, fabrica, professio@
@artery@|@arteria@
@artfully@|@artificialiter@
@artichoke@|@cactus@
@article@|@articulus@
@articulation@|@famen@
@artifice@|@simultas@
@artificial@|@facticius@
@artisan@|@artifex, faber@
@artist@|@artifex, artifex@
@as@|@cum (with subjunctive), pro (+ abl.), prout, quatenus/quatinus, sicut, tamquam tanquam, ut (+ indic.)@
@as .. as possible@|@quam (adv. and conj.), tam .. quam@
@as a result@|@proinde@
@as best one can@|@optime@
@as far as@|@quod (with time), tenus (prep. with abl)@
@as great as@|@quantus, quantus, quantus .. quantus@
@as great as you please@|@quantuvis@
@as great as you will@|@quantuslibet@
@as if@|@acsi, quasi, tanquam, tanquam@
@as indeed it is@|@praeterea@
@as it were@|@quasi, sicut@
@as long as@|@donec, dum@
@as many (indecl.)@|@quot@
@as many as possible@|@quam plures@
@as mentioned above@|@insuper@
@as much as@|@quantum, quantum, quantus .. quantus@
@as much as in me lies@|@quantum in me est@
@as much as you like@|@quamvis (conj)@
@as much as you will@|@quantuslibet@
@as much of .. as@|@quantum (+ gen.)@
@as of a ruler on a seal@|@agalmate@
@as soon as@|@simul atque, ubi@
@as though@|@tanquam@
@as well@|@pariter@
@as yet@|@etiam@
@ascertain@|@comperio, experior, reperio@
@ascertained@|@expertus@
@ascribe@|@verto in prosperum@
@ash@|@cinis@
@Ash Wednesday@|@caput ieiunius, Cineres@
@ashamed@|@verecundor@
@Asia@|@Asia@
@ask@|@petere, quærere, rogare, scisco@
@ask advice@|@consulo (+ dat.)@
@ask back@|@repeto@
@ask ernestly@|@posco@
@ask for@|@petere, rogare, rogo@
@asparagus@|@asparagus@
@aspect@|@facies, vulticulus, vultus@
@asphalt@|@bitumen@
@ass@|@asinus@
@assail@|@circumvenio, incurro, ingruo, ingruo, insequor, oppugno@
@assault@|@appugnare, impetus, impugno, incursio, incursus, incursus, ingruo, ingruo, insultus, oppugnare, oppugno@
@assemble@|@coire, concieo, congrego, contraho, convenire@
@assembly@|@celebratio, concursus, congregatio, congressus, consilium, conventio, conventus, conventus, gelamen, statio@
@assembly for judgment@|@placitum@
@assent to@|@acquiesco@
@assertion@|@proloquium@
@assess@|@censeo@
@assiduous@|@industrius@
@assign@|@delego, describo, suggero, tribuo@
@assigned@|@attributa@
@assist@|@adiuvo, adservio, iuvo, ministro, proficio, subvenio, succurro@
@assistance@|@adiutorium, adminiculum, auxilium, ops, praesidium, subsidium, suffragium@
@associate@|@adiungere, socius@
@associated@|@attributa, socius@
@association@|@congressus@
@assume@|@vindico (vindicatum)@
@assurance@|@fides, fiducia@
@assure@|@scilicet@
@astonishing@|@mirus@
@astonishment@|@admiratio, stupor@
@astounding@|@stupendum@
@astrologer@|@astrologus@
@astronomer@|@astrologicus, astrologus@
@astronomy@|@astrologia, astronomia@
@asylum@|@asylum@
@at@|@apud, apud (prep. + acc.), procul@
@at a distance@|@eminus@
@at a future time@|@olim@
@at a higher price@|@pluris (gen.)@
@at a late hour@|@sero@
@at all events@|@saltem@
@at another time@|@alias@
@at any rate@|@utique@
@at any time@|@aliquando, umquam@
@at any time? ever?@|@ecquando@
@at each point@|@utroque@
@at ease@|@securus@
@at first@|@primo, primum@
@at heart@|@animi@
@at last@|@aliquando, denique, extremo, tandem, tandem@
@at least@|@dumtaxat, quidem, saltem, saltem, utique@
@at length@|@copiose, tandem@
@at length at las@|@demum@
@at most@|@dumtaxat@
@at no time@|@numquam@
@at once@|@continuo (adv.), simul, statim@
@at one time@|@quondam@
@at one time .. at another@|@modo..modo@
@at one time..then@|@nunc quidem@
@at present@|@nunc@
@at that place@|@illic@
@at that time@|@olim, tum, tunc@
@at the beginning@|@primo@
@at the command of@|@iussu (abl.)@
@at the highest price@|@plurimi@
@at the house of@|@apud (prep. + acc.)@
@at the moment@|@ibidem@
@at the present time@|@nunc@
@at the same time@|@pariter, simul, unus@
@at the start@|@primo@
@at the top@|@primoris@
@at this time@|@nunc@
@at times@|@interdum@
@at twilight@|@inter canem et lupum@
@at war@|@belliger@
@at what price@|@quanti@
@Athenian@|@Atheniensis@
@athlete@|@athleta@
@atmosphere@|@aer@
@atom@|@atomus@
@atoms@|@primordia@
@atonement@|@piaculum@
@attach@|@applico, subiungo@
@attach oneself to@|@incubo@
@attach. place@|@suggero@
@attack@|@aggredior, aggredior, appugnare, bellicum, capio, decursus, eruptio, grassor, impetus, impetus, incurro, incursio, incursio, incurso, ingruo, insultus, intentio, invado, irruo, lacesso, objurgo, occurro, oppugnare, oppugno, penetro, tentatio@
@attain@|@conciliare, contingo, pervenio (+ acc.), pervenire@
@attainment@|@adeptio@
@attempt@|@conor, inceptum, rudimentum, tendo@
@attempt to show@|@arguo@
@attend@|@adstare, famulor, prevenire, prosequor (prosecutus)@
@attendant@|@custos (custodis), sequax@
@attendants@|@stipatores@
@attending@|@sequax@
@attention@|@curatio, famulatus, intentio@
@attentive@|@attentus, curiosus, officiosus@
@attentively@|@dilgenter@
@attic@|@cenaculum@
@attire@|@ornatus@
@attired@|@indutus@
@attractions@|@blanditia@
@attractiveness@|@venustas@
@attribute@|@delego@
@-atus@|@opinor@
@auburn@|@rutilus@
@audacity@|@praesumptio@
@audience@|@celebratio@
@augment@|@adaugeo@
@augmentation@|@incrementum@
@augury@|@ales@
@-a-um@|@lucidus@
@aunt@|@amita, matertera@
@aurochs@|@bison, urus@
@authenticate@|@auctorizo@
@author@|@artifex, auctor, scriptor@
@authoritative@|@professorius@
@authority@|@auctorita, auctoritas, ditio, imperium, potentia, potestas, professor, regnum, sceptrum, vox@
@authorization@|@licentia@
@autograph@|@chirographum@
@automoton@|@automatum@
@autumn@|@autumnum, autumnus@
@auxiliary troops@|@subsidium@
@avail@|@possum posse potum@
@avail for@|@sufficio@
@availing@|@sufficiens@
@avarice@|@avaritia, concupiscentia, cupiditas@
@avaricious@|@avara, avarus@
@avenge@|@exsequor, infenso, punio, ulciscor, vindico@
@avenger@|@punitor, ultor, vindex@
@avenging@|@ultio ultionis, ultrix@
@average@|@mediocris@
@aversion@|@fastidium@
@avert@|@averto@
@avoid@|@abscedere, caveo, declino, evito, fugio, vitare@
@avoid. turn back@|@averto@
@avoiding@|@declinatio@
@await@|@exspecto, specto@
@awakening@|@resurrectio@
@award for victory@|@palma@
@aware of@|@conscius@
@away@|@absens, absentis (adj.), divello@
@away from@|@a ab abs (prep + abl)@
@awe@|@reverentia@
@awkward@|@inconcinnus@
@awkwardly@|@laeve leve@
@awning@|@velum@
@awry@|@perversa@
@axe@|@securis@
@axiom@|@axioma@
@axis@|@axis@
@axle@|@axis@
@baaing@|@balatus@
@babble@|@garrio@
@babyhood@|@infantia@
@Bacchus@|@Bacchus, Iacchus, Liber, Lyæus@
@back@|@dorsum, rursus, spina@
@back and forth@|@commeo@
@back from now@|@abhinc@
@back of the neck@|@cervix@
@back water@|@inhibeo@
@backwardness@|@tergiversatio@
@bacon@|@arvina@
@bad@|@improbus, malus, malus peior pessimus, nequam, nocens@
@bad deed@|@facina -oris@
@bad health@|@valetudo@
@bad luck@|@infelicitas, infortunium@
@badge@|@insigne@
@badly@|@male, secus@
@badness@|@nequitia nequities@
@bag@|@coleus, crumens, lura, pera@
@bailiff@|@praepositus, procurator@
@bait@|@esca@
@balance@|@libramen, pondera@
@bald@|@calvus, levis@
@baldness@|@calvities@
@baleful@|@luctisonus, pestifer@
@balm@|@unguentum@
@balsam gum@|@balsamam@
@balsam tree@|@balsamam@
@band@|@fascia, limbus, manus manus@
@band of armed retainers@|@contubernium@
@band of warriors@|@phalanx@
@bandage@|@fascia@
@bandit@|@latro, latro, latrunculus@
@banish@|@expello (expuli expulsum ), pello pepulli pulsum, sepono@
@banished@|@exterminata, profugus@
@banishment@|@exsilium@
@banking on@|@fretus@
@bankrupt@|@decoctor@
@banner@|@vexillum@
@banquet@|@daps, epulo, epulor@
@baptize@|@baptizare@
@bar@|@claustrum, obfirmo, talea@
@barbarian@|@barbarus, barbarus, barbarus@
@barbaric@|@barbarus@
@barbarity@|@atrocitas@
@barbarous@|@inhumanus@
@barbarously@|@barbare@
@barber@|@tonsor@
@bard@|@vates@
@bare@|@patesco@
@barely@|@vix@
@bark@|@cortex, crusta@
@barking@|@latratus@
@barley@|@hordeum, ordeum@
@barley groats@|@polenta@
@barrel@|@cupa@
@barren@|@infecundus, infelix, sterilis@
@barrenness@|@infecunditas@
@barrier@|@murus, obex@
@base@|@abiectus, crepido (-inis), substructio@
@baseness@|@turpitudo@
@bashful@|@vercundus@
@bashfulness@|@pudor, verecundia@
@basic constituent@|@elementum@
@basin@|@lebes@
@basket@|@alveus, calathus, cophinus@
@bass@|@perca@
@bath@|@labrum, lavacrum, puelus@
@bathe@|@lavo@
@bathed@|@lautus@
@bathhouse@|@balnearius@
@bathing@|@lavatio@
@bathing tub@|@labrum@
@bath-tub@|@solium@
@battle@|@litis, praelium, proelium, pugna, pugna@
@battle-axe@|@bipennis, securis@
@battlefiel@|@acies@
@battle-horse@|@campitor@
@battle-line@|@acies@
@battlements@|@minae@
@bay@|@latro (-are), sinus@
@bay tree@|@laurus@
@be@|@esse, exsisto, exsisto@
@be absent@|@abesse@
@be advantageous@|@proficio@
@be afflicted@|@laboro (intrans.)@
@be afflicted with@|@patior@
@be afraid@|@timeo@
@be afraid of@|@contremisco@
@be agreeble to@|@placeo (+ dat.)@
@be alert@|@evigilo@
@be alive@|@vivere, vivo vixi victum@
@be asleep@|@dormire@
@be astonished at@|@admiror@
@be at ease@|@quiesco@
@be at war@|@belligero@
@be away@|@absum@
@be bright@|@mico, niteo@
@be brought to@|@redeo@
@be concealed@|@latito, latito@
@be condemned to@|@deputari@
@be confident of@|@confido@
@be deprived of@|@careo (+ abl. of sep.)@
@be destroyed@|@pereo@
@be devoted to@|@inservio@
@be different@|@abesse, differo@
@be distinguished@|@praecello@
@be done@|@fio, fieri, factus@
@be eager for@|@studio (+ dat.)@
@be effective@|@valeo@
@be engaged in@|@versor@
@be enough@|@sufficio@
@be entitled to@|@mereo mereor@
@be excited by passion@|@ferveo@
@be exposed@|@pateo@
@be extant@|@exsto@
@be favorable to@|@faveo (+ dat.)@
@be firmly placed@|@insideo@
@be fond of@|@amo@
@be for sale@|@liceo@
@be forgotten@|@effluo@
@be frightened@|@metuo@
@be fruitless@|@caedo@
@be furious@|@saevio@
@be gone@|@absum@
@be grieved@|@tristor@
@be horrified at@|@horreo@
@be ill in bed@|@cubo@
@be imminent@|@immineo, impendeo@
@be in a state of war@|@belligero@
@be in attendance@|@adsum@
@be in charge of@|@praesum presum@
@be in dread of@|@vereor@
@be in good health@|@salveo@
@be in mourning@|@lugeo@
@be inclined@|@acclinare@
@be inferior to@|@cedo (+ dat.)@
@be inflamed@|@caleo@
@be jealous of@|@invideo@
@be joyful@|@exulto, gaudeo, laetor letor@
@be lame@|@claudeo@
@be left behind@|@resideo@
@be lost@|@defluo@
@be made@|@fio, fieri, factus@
@be missing@|@abesse, absum@
@be mistaken@|@erro@
@be moderate@|@tempero@
@be near@|@adsum@
@be odiferous@|@fragro@
@be of service@|@facio@
@be of use@|@proficio@
@be opposite@|@oppono opposui oppositum@
@be outstanding@|@praesto@
@be pale@|@palleo@
@be passed to@|@pervenio (+ acc.)@
@be posted@|@consisto@
@be present@|@adstare, adsum@
@be put to an end@|@pessum ire@
@be redolent@|@puteo@
@be redoubled@|@ingemino@
@be reduced to@|@redeo@
@be remarkable@|@emineo@
@be repentant@|@paeniteo@
@be responsible for@|@praesto presto@
@be ruined@|@corruo, pessum ire@
@be sleek@|@niteo@
@be spoiled@|@tabesco@
@be subject@|@subsum subesse@
@be suitable@|@apto@
@be superfluous@|@superfluo@
@be suspended@|@pendeo@
@be troubled@|@laboro (intrans.)@
@be troublesome@|@infero@
@be unaware@|@nescio@
@be uncertain@|@pendeo@
@be under@|@subsum subesse@
@be unkowing@|@nescio@
@be unwilling@|@recuso@
@be used to@|@soleo@
@be utterly ruined@|@depereo@
@be vigilant@|@vigilo@
@be wanting@|@delinquo@
@be wanton@|@lascivio@
@be watchful@|@evigilo@
@be without@|@careo (+ abl. of sep.), egeo@
@be yellow@|@palleo@
@beach@|@acta, arena, litus@
@beak@|@beccus, rostrum@
@beam@|@fulgeo (fulsi ), radio@
@beam of scales@|@iugum@
@bear@|@gero, gero, gigno (genuit), tolero, ursus@
@bear about@|@gesto@
@bear witness@|@protestor, protesto@
@bearable@|@patibilis@
@beard@|@barba, barba@
@bearded@|@barbatus@
@beardless@|@levis@
@bearing@|@gestum (gero)@
@bearing arms@|@phaleratus@
@beast@|@bellua, bestia, fera@
@beast of burden@|@iumentum@
@beat@|@pello pepulli pulsum, verbero@
@beaten@|@vapulus@
@beating@|@pulsus@
@beautiful@|@bellus, decorus, formosus, formosus, honestus, praeclarus, pulcher, pulcher pulchra pulchrum, speciosus@
@beautifully@|@formose, puchre@
@beautify@|@decoro@
@beauty@|@decor, forma, formositas, pulchritudo, venustas@
@beaver@|@castor@
@because@|@a ab abs (prep + abl), pro eo, quandoquidem, quia, quod, quoniam@
@because of@|@ergo (gen. +), præ, propter (+ acc.)@
@because of the fact@|@pro eo@
@because of which thing@|@quare@
@become@|@abire, decorus, fio, fieri, factus@
@become acquainted with@|@disco@
@become bankrupt@|@decoquo (-ere, -coxi, -coctum@
@become different@|@mutatus@
@become evident@|@pareo@
@become fashionable@|@evalesco@
@become flexible@|@retendo@
@become hard@|@crudesco@
@become hot@|@infervesco@
@become plain@|@pareo@
@become reasonable@|@resipisco@
@become stronger@|@invalesco@
@become used to@|@consuefacio@
@become visible@|@orior, orior oriri ortus@
@becoming@|@decens, oportet@
@becomingly@|@decenter@
@bed@|@cubile, lectus, sponda@
@bed (of a river)@|@alveus@
@bedbug@|@cimex@
@bed-chamber servant@|@cubicularius@
@bedroom@|@conclave, cubiculum, cubiculum, thalamus@
@beehive@|@alvarium, alvus@
@bee-hive@|@alvarium, alvus, canistrum@
@been bequeathed@|@relictus@
@beer@|@cerevisia, cervisia@
@befall@|@contingo (contactum), evello (-ere, velli, vulsum), evenio@
@befall (good luck)@|@contineo contigi, contectum@
@before@|@ante (prep. + acc.), antea (adv.), per antea, prae pre (adv.), prius, priusquam (conj.), pro, pro (+ abl.)@
@before (in time)@|@antequam@
@before mentioned@|@praefatus-i@
@befoul@|@lino@
@befriend@|@faveo@
@beg@|@exoro, obtestor, oro, petere, peto, precor, rogare@
@beg for@|@deprecor@
@began@|@coepi@
@beget@|@genero, gigno (genuit)@
@beggar@|@pauper@
@beggardry@|@paupertas@
@begin@|@aggredior, incipio, ineo, instituo-ui-utum, suscipio@
@begin again@|@repeto@
@begin on@|@ingredior@
@begin to cling to@|@inhaeresco inheresco@
@begin to fall@|@labo@
@begin to glow or boil@|@fervesco@
@beginner@|@inceptor@
@beginning@|@inceptum, ingressio, initium, principium, satus@
@begins to speak@|@infit@
@begotten@|@genitus@
@beguile@|@decipio (deceptus)@
@begun@|@exorsus@
@behead@|@carnifico@
@behind@|@post (+ acc.), pyga, secundum (adv.)@
@behold@|@aspicio, conspicio@
@behold!@|@en@
@being@|@res@
@being alone@|@solitas@
@being kissed@|@basiatio@
@belay@|@demoror@
@belch@|@eructo@
@belgium@|@Hoienses@
@belief@|@fides, fides@
@believe@|@autumo, confido, credere, puto@
@bell@|@campana@
@belligerently@|@infeste@
@bellow@|@mugio@
@bellowing@|@boatus, mugitus@
@bellows@|@follis@
@belly@|@abdomen, abdomen, alvus, uterus, venter@
@belonging to a household@|@familiaris@
@beloved@|@carus@
@below@|@inferne, inferus, infra (+ acc.), infra (adv.), sub, sub (+ acc. or dat.), subter, subter supter@
@bemoan@|@moere@
@bench@|@scamnum@
@bend@|@arcus, flecto, sinus@
@bending@|@inflexus@
@beneath@|@sub, sub (+ acc. or dat.), subter, subter supter@
@beneficial@|@profuturus, utilis@
@benefit@|@beneficium, prosum (with dat.)@
@benefit or profit from@|@utor@
@benevolence@|@beneficentia, benevolentia, charitas@
@bent@|@camur, curvus@
@bequeath/abandon@|@relinquo@
@bereavement@|@orbitas@
@bereft@|@viduata@
@berry@|@acinus, baca, bacca@
@berry-bearing@|@bacifer@
@beseeching@|@precatus@
@beset@|@urgeo@
@beside@|@apud@
@besides@|@adhuc, etiam, praeter, praeterea, super (adv.)@
@besiege@|@claudo (clausus), obsideo, obsido@
@besprinkle@|@tango@
@best of all@|@potissimus@
@bestow@|@largior@
@bestower of gifts@|@munificator@
@bestrew@|@conspergo@
@betake oneself@|@confero@
@betake oneself to@|@ingero@
@betray@|@prodo, vendo@
@betrayal@|@proditio, proditio, traditio@
@betrayer@|@proditor@
@betrothal gift@|@sponsalia@
@betrothed@|@pactus@
@better@|@melior@
@between@|@inter (+ acc.)@
@between liege and namur@|@Hoienses@
@bewail (dogs)@|@queror@
@beyond@|@extra (prep. + acc.), praeter, praeter, super (adv.), ultra (+ acc.)@
@beyond a shadow of a doubt@|@confidenter@
@beyond measure@|@immodicus@
@beyond the seas@|@transmaritanus@
@bickering@|@velitatio@
@bid@|@iubeo, liceor, petere, rogare@
@bid farewell@|@valedico@
@bier@|@feretrum, feretrum, lectica@
@big toe@|@pollex@
@bile@|@bilis@
@bill@|@beccus@
@bill of a bird@|@rostrum@
@bill-hook@|@flax, falcis@
@billow@|@fluctus, fluctus, unda@
@bind@|@adstringo (persons), connecto, evincio, necto@
@bind around@|@redimio@
@bind on@|@subligo@
@bind together@|@concateno@
@bind up@|@substringo@
@bird@|@volucris@
@birds@|@pennipotenti@
@birth@|@nativitas, ortus@
@birthday@|@natalis natalis@
@birthplace@|@incunabula@
@bishop@|@antistes, episcopus, papa, pontifex@
@bit@|@frenum@
@bit by bit@|@sensim@
@bite@|@ictus, morsus@
@bitter@|@acer, acerbus, acerbus, amarus, austerus@
@bitterness@|@acerbitas, amaritudo, ruta@
@bivouac@|@castra aestiva@
@black@|@ater, niger, pullus@
@black and blue mark@|@livor@
@Black Sea@|@Pontus@
@blacken@|@infusco@
@blackish@|@pullus@
@bladder@|@papula, vesica, vesica@
@bladder-like tumor@|@vesica@
@blade of an oar@|@palmula@
@blame@|@accuso, crimen, culpa, culpa@
@blameless@|@innocens@
@blameworthy@|@vituperabilis@
@blandishments@|@blanditia@
@blank@|@albus, candidus, canus@
@blanket@|@vestis@
@blasphemer@|@blasphemus@
