@English@|@Serbian@
@coheir@|@sunaslednik@
@cohere@|@biti zajedno, slagati se@
@cohesion@|@snaga kohezije, spajanje@
@cohort@|@drug, ortak@
@coiffure@|@frizura@
@coil@|@namotaj, namotavati@
@coin@|@kovati, novčić@
@coincide@|@podudarati se@
@coincidence@|@podudarnost@
@coke@|@koks, koksirati@
@colander@|@cedilo, sito@
@cold@|@hladan, hladnoća, prehlada@
@cold feet@|@trema@
@cold turkey@|@naglo prestati@
@cold war@|@hladni rat@
@cold-blooded@|@hladnokrvan@
@coliseum@|@koloseum@
@collaborate@|@sarađivati@
@collaborator@|@saradnik@
@collapse@|@gubiti snagu, opadanje, opadati@
@collapsible@|@složiv, za sklapanje@
@collar@|@kragna, okovratnik@
@collate@|@složiti (tekstove), srediti@
@collateral@|@drugostepeni, posredan, uporedni@
@collation@|@sređivanje, užina@
@colleague@|@kolega@
@collect@|@prikupiti, sabirati@
@collected@|@pribran, sabran@
@collection@|@zbirka@
@collective@|@kolektivan, zajednički@
@collector@|@kolekcionar, kolektor, kontrolor, menjač struje, skupljač@
@college@|@koledž, škola, zavod, zavod@
@collide@|@sudariti se@
@collie@|@ovčar (pas)@
@collier@|@rudar@
@colliery@|@rudnik uglja@
@colloquial@|@govorni, uobičajen@
@collusion@|@dosluh, tajni sporazum@
@colon@|@debelo crevo, dve tačke@
@colonel@|@pukovnik@
@colonial@|@kolonijalan@
@colonist@|@kolonista@
@colonize@|@kolonizovati@
@color@|@boja alan, obojiti, ton@
@colors@|@zastava@
@colossal@|@džinovski, izvrstan, kolosalan@
@colossus@|@div, džin, kolos@
@colt@|@deran, ždrebe@
@column@|@rubrika, stub, stubac@
@columnist@|@kolumnist@
@comatose@|@komatozan@
@comb@|@češalj, češaljati se, greben, saće@
@combat@|@bitka, borbeni, boriti se@
@combination@|@kombinacija@
@combine@|@sjediniti, združiti se@
@combustible@|@zapaljiv@
@combustion@|@oksidacija, sagorevanje@
@come@|@doći, dogoditi se, stići@
@come again@|@vratiti se@
@come around@|@pridružiti se, složiti se, svratiti@
@come over@|@doći, obuzeti, spopasti, svratiti@
@come up to@|@obratiti se nekome@
@comedian@|@komičar@
@come-down@|@nazadovanje, pad, propadanje@
@comedy@|@komedija@
@comely@|@ljubak, mio@
@comet@|@kometa@
@comfort@|@ohrabriti, ugodnost, utešiti@
@comic@|@komičan, šaljiv, strip@
@coming@|@dolazak, prispeće@
@comity@|@učtivnost@
@comma@|@zapeta@
@command@|@zapovedati, zapovest@
@commemorate@|@komemoracija@
@commence@|@početi@
@commencement@|@proslava@
@commend@|@pohvaliti, preporučiti@
@commendable@|@vredan pohvale@
@commendation@|@pohvala@
@commensurable@|@odmerljiv, proporcionalan, uporedljiv@
@comment@|@komentarisati, razjašnjenje, tumačenje@
@commentary@|@komentar, objašnjenje@
@commentator@|@komentator@
@commerce@|@trgovina@
@commercial@|@komercijalan, trgovački, trgovački putnik@
@commingle@|@izmešati se@
@comminute@|@izdrobiti, slistiti@
@commiserate@|@saosećati@
@commissar@|@komesar@
@commissariat@|@intendantura, komesarijat@
@commissary@|@intendant, komesar@
@commission@|@komisija, ovlašćenje@
@commit@|@izvršiti, obavezati se@
@commitee@|@odbor@
@commitment@|@čin, delo, obavezivanje@
@committee@|@odbor@
@commode@|@komoda@
@commodious@|@širok@
@commodity@|@udobnost@
@commodore@|@komodor@
@common@|@javan, običan@
@commonly@|@obično, opšte@
@commonplace@|@banalan, običan, svakidašnji@
@commons@|@narod, obrok, treći stalež@
@common-sense@|@razboritost, zdrav razum@
@commonwealth@|@država, federacija, republika@
@commotion@|@metež@
@communal@|@opštinski, zadružni@
@commune@|@komuna@
@communicate@|@biti u vezi, saopštavati@
@communion@|@drugarstvo, opštenje, pričest@
@communique@|@zvanično saopštenje@
@communism@|@komunizam@
@communist@|@komunist@
@community@|@istovetnost, opština, zajednica@
@commutable@|@zamenljiv@
@commutation@|@ublaženje kazne, zamena@
@commutator@|@komutator, menjač, prebacivač@
@commute@|@menjati, redovno putovati na posao, zameniti@
@compact@|@dogovor, kompaktan, sažet (stil), sporazum, tvrdi puder, zbijen, zbijen@
@companion@|@kompanjon@
@comparable@|@uporediv@
@comparative@|@relativna, uporedni@
@compare@|@sravniti, uporediti@
@comparison@|@poređenje@
@compartment@|@kupe, odeljak@
@compass@|@kompas, područje, šestar@
@compassion@|@saučešće@
@compatibility@|@usaglašenost, usklađenost@
@compatible@|@kompatibilan, podnošljiv@
@compatriot@|@zemljak@
@compel@|@naterati, primorati@
@compelling@|@snažan (utisak), ubedljiv (utisak)@
@compendious@|@sažet, skraćen@
@compendium@|@pregled@
@compensation@|@kompenzacija, nadoknada, nagrada, plata, ravnoteža@
@compete@|@konkurisati, takmičiti se@
@competence@|@nadležnost@
@competent@|@kompetentan, sposoban, stručan@
@competition@|@takmičenje@
@compilation@|@kompilacija, prikupljanje, sakupljanje@
@compile@|@sabrati, sakupiti@
@complacence@|@ugodnost@
@complacency@|@samozadovoljstvo@
@complacent@|@samozadovoljan@
@complain@|@žaliti se@
@complaint@|@tužba, žalba@
@complaisant@|@popustljiv, učtiv, uslužan@
@complement@|@komplet, zbirka@
@complete@|@boriti se, potpun, takmičiti se, upotpuniti@
@completion@|@komplet, prestanak, završetak, zbirka@
@complex@|@celina, složen@
@complexion@|@boja lica, ten@
@compliance@|@neotpornost, saglasnost, uslužnost@
@compliant@|@neotporan, popustljiv, preuslužan@
@complicate@|@komplikovati, otežavati, zamršen@
@complicated@|@složen, zapetljan@
@complication@|@komplikacija, složenost, težak položaj, zapletenost@
@complicity@|@saučesništvo@
@compliment@|@čestitanje, kompliment@
@complimentary@|@laskav, pohvalan, pozdravni, pozivni@
@complot@|@kovati zaveru, zavera@
@comply@|@pridržavati se, pristati@
@component@|@sastavan@
@comport@|@odgovarati, ponašati se, slagati se@
@compose@|@sačiniti, sastaviti, umiriti@
@composed@|@uzdržan@
@composer@|@kompozitor@
@composite@|@iznastavljan, mešavina, mešovit, složen, smeša@
@compost@|@đubrivo, kompost@
@composure@|@mirnoća, pribranost@
@compound@|@jedinjenje, sjediniti, složen@
@comprehend@|@obuhvatiti, shvatiti, uključiti@
@comprehensible@|@dostižan@
@comprehension@|@obuhvatanje, shvatanje, uključivanje@
@comprehensive@|@bistar, iscrpan, obiman, obuhvatan, svestran@
@compress@|@zbiti@
@comprise@|@obuhvatiti, sadržavati, uključiti@
@compromise@|@nagodba, nagoditi se@
@compulsion@|@moranje, prinuda, prisiljavanje@
@compulsive@|@prinudan@
@compulsory@|@prisilan@
@compunction@|@griža savesti, kajanje@
@computation@|@prebrojavanje, prebrojavanje@
@compute@|@proceniti, računati@
@computer@|@kompjuter@
@comrade@|@drug@
@con@|@bubati, prevariti, protiv, učiti napamet@
@concatenate@|@povezati@
@concatination@|@sticaj@
@concave@|@šupalj, udubljen@
@conceal@|@kriti, tajiti@
@concede@|@priznati (poraz), ustupiti@
@conceit@|@izražena gordost, uobraženje@
@conceited@|@ohol@
@conceivable@|@dostižan, zamisliv@
@conceive@|@naumiti, pojmiti, zamisliti, zatrudneti@
@concentrate@|@skoncentrisati@
@concentration@|@koncentracija@
@concentric@|@koncentričan@
@concept@|@opšti utisak, pojam@
@conception@|@ideja, način mišljenja, shvatanje, zamisao@
@concern@|@briga, koncern, preduzeće, ticati se@
@concerning@|@u pogledu@
@concert@|@koncert, usaglasiti@
@concession@|@koncesija@
@conch@|@ljuštura, prazna školjka@
@conciliate@|@pomiriti, složiti@
@concise@|@jedar, kratak, sažet@
@conclude@|@zaključiti@
@conclusion@|@zaključak@
@conclusive@|@odlučujući, ubedljiv@
@concoct@|@izmisliti (priču), skuvati, snovati (fig.)@
@concoction@|@nešto skuvano@
@concomitant@|@prateći@
@concord@|@saglasnost, sklad, sloga@
@concordant@|@saglasan, složan@
@concost@|@kuvati, zamesiti@
@concourse@|@gomilanje, nagomilavanje@
@concrescence@|@srastanje@
@concrete@|@beton, stvaran@
@concupiscence@|@pohota, požuda@
@concur@|@podudarati se, poklapati se, slagati se@
@concurrence@|@poklapanje, sticaj@
@concurrent@|@istovremen, podudaran, saglasan@
@concuss@|@potresti, zatresti@
@concussion@|@kontuzija, potres@
@condemn@|@osuditi, ukoriti@
@condemnation@|@osuda, presuda (sud.)@
@condense@|@kondenzovati se, sažeto izraziti, skratiti, zgušnjavti se@
@condescend@|@spustiti se, udostojiti@
@condescending@|@snishodljiv@
@condescension@|@snishodljivost@
@condiment@|@začin@
@condition@|@okolnost, stanje, uslov@
@conditional@|@uslovan@
@condole@|@izjavaviti saučešće, sažaljevati@
@condolence@|@saučešće@
@condominium@|@stan koji je svojina stanara@
@condone@|@oprostiti, zaboraviti@
@conduce@|@doprinositi, potpomagati, voditi ka@
@conducive@|@koji sprovodi, koji vodi@
@conduct@|@voditi@
@conduction@|@provodljivost@
@conductor@|@dirigent, kondukter, provodnik@
@conduit@|@cevovod, izolaciona cev, vodovodna cev@
@cone@|@konus, kornet (sladoled), kupa@
@coney@|@kunić, pitomi zec@
@confabulate@|@ćaskati@
@confection@|@gotovo odelo, slatkiši@
@confectioner@|@poslastičar@
@confectionery@|@poslastičarnica@
@confederacy@|@konfederacija, savez država@
@confederate@|@saučesnik, saveznik@
@confer@|@darovati@
@conference@|@sastanak@
@confess@|@ispovediti se@
@confidant@|@opunomoćenik, poverenik@
@confide@|@pouzdati se, poveriti se@
@confidence@|@smelost@
@confidential@|@poverljiv@
@configuration@|@konfiguracija, oblik, obris@
@confine@|@vezati, zatvoriti@
@confinement@|@ograničavanje, porođaj, pritvor, zatvor@
@confines@|@granice@
@confirm@|@potvrditi@
@confiscate@|@zapleniti@
@confiscation@|@konfiskacija, zaplena@
@conflagration@|@požar, vatra@
@conflate@|@pomešati različite elemente@
@conflict@|@neprijateljstvo, sukob, sukobiti se@
@confluence@|@presecanje puta, sliv (reka)@
@confluent@|@koji se sliva, pritoka (reke)@
@conform@|@odgovarati, podesiti@
@confound@|@zaplesti, zbuniti@
@confront@|@sukobiti se, suočiti, suprotstaviti@
@confuse@|@postideti, praviti nered@
@confute@|@demantovati, poricati@
@congeal@|@stegnuti se, zalediti, zamrznuti se, zgusnuti se@
@congenial@|@blizak, odgovarajući, sličan@
@congenital@|@prirođen, urođen@
@congest@|@prepuniti@
@congested@|@prenaseljen, prepun, tesan@
@conglomerate@|@konglomerat@
@congratulate@|@čestitati@
@congregate@|@sakupiti se@
@congress@|@kongres, sastanak, skupština@
@congruous@|@podudaran@
@conic@|@koničan@
@conical@|@kupast@
@conifer@|@četinar, zimzelen@
@conjectural@|@verovatan@
@conjecture@|@nagađanje@
@conjoin@|@sjediniti se, spojiti se@
@conjoint@|@objedinjen, sjedinjen@
@conjugal@|@bračni, supružanski@
@conjunction@|@spona, sticaj prilika, veza (gram.)@
@conjure@|@kleti se, zaklinjati se@
@conjure up@|@prizvati@
@connate@|@urođen@
@connect@|@sjediniti, spojiti@
@connection@|@priključak, rođak@
@conning-tower@|@komandni most@
@connivance@|@popustljivost, prećutni pristanak@
@connive@|@biti u dosluhu s nekim, gledati kroz prste, ne gledati na greške, povlađivati, prećutno pristati@
@connoisseur@|@znalac@
@connotation@|@obim značenja@
@connubial@|@bračni, supružanski@
@conquer@|@pobediti, pokoriti@
@conquest@|@osvajanje, pobeda@
@consanguinity@|@krvno srodstvo@
@conscience@|@savest, svest@
@conscientious@|@pošten, savestan@
@conscious@|@svestan@
@consciousness@|@svest@
@conscript@|@regrut@
@conscription@|@regrutovanje, vojna obaveza@
@consecutive@|@sledeći@
@consensus@|@konsensus@
@consent@|@pristanak@
@consequence@|@posledica, rezultat@
@consequent@|@dosledan@
@consequently@|@prema tome@
@conservation@|@održavanje@
@conservatism@|@konzervatizam@
@conservatory@|@staklena bašta@
@conserve@|@održavati@
@consider@|@razmatrati, razmisliti@
@considerable@|@priličan, značajan@
@considerate@|@pažljiv@
@consideration@|@obzir, ugled@
@considering@|@obzirom na, uzev u obzir@
@consign@|@poveriti, preneti, pristajati, uručiti, ustupiti@
@consist@|@sastojati se, slagati se@
@consistent@|@u skladu sa@
@consolation@|@uteha@
@console@|@hrabriti, tešiti@
@consolidate@|@učvrstiti@
@consonance@|@harmonija, sklad@
@consonant@|@suglasnik@
@consort@|@društvo, družiti se, opštiti, ortak, suprug@
@conspicuous@|@istaknut, isturen, koji pada u oči, primetan, upadljiv@
@conspiracy@|@zavera@
@conspire@|@kovati zaveru@
@constable@|@policajac@
@constancy@|@postojanost@
@constant@|@stalan, veran@
@constellation@|@plejada, sazvežđe@
@consternation@|@zaprepašćenje@
@constipation@|@zatvor (medic.)@
@constituency@|@birači, birački okrug, klijentela, kupci@
@constituent@|@birač, birački, izborni, sastavni deo, sastojak@
@constitute@|@sačinjavati@
@constitution@|@sklop, ustav@
@constitutional@|@konstitucioni, ustavni@
@constrain@|@ograničiti, prinuditi, stegnuti@
@constrained@|@prinuđen, usiljen@
@constraint@|@prinuda, usiljenost@
@constrict@|@stegnuti, stisnuti@
@construal@|@interpretacija@
@construct@|@graditi@
@construe@|@tumačiti@
@consul@|@konzul@
@consular@|@konzularan@
@consulate@|@konzulat@
@consult@|@pitati za savet, savetovati se@
@consume@|@upotrebljavati, utrošti@
@consummate@|@savršen@
@consumption@|@potrošnja, tuberkuloza@
@contact@|@dodir, kontakt, susret@
@contagion@|@zaraza@
@contagious@|@zarazan@
@contain@|@sadržavati, uzdržati se@
@contaminate@|@zaprljati, zaraziti@
@contamination@|@infektivnost, zagađivanje, zaraza, zaraženost@
@contemn@|@prezirati@
@contemplate@|@posmatrati@
@contemporary@|@savremen@
@contempt@|@nepoštovanje (suda), prezir, prkos@
@contemptuous@|@prezriv@
@contend@|@diskutovati, takmičiti se@
@content@|@sadržaj, sadržina, zadovoljan, zadovoljiti, zadovoljstvo@
@contention@|@rasprava, tvrdnja@
@contentious@|@sporan@
@contentment@|@zadovoljenje, zadovoljstvo@
@conterminous@|@granični, podudaran@
@contest@|@borba, takmičenje, takmičiti se@
@contestable@|@upitan@
@contestant@|@takmičar@
@context@|@dodatak, dopuna tekstu, objašnjenje@
@contiguity@|@neprekidnost@
@contiguous@|@dodirni, granični, međašni@
@continence@|@čednost, umerenost@
@continent@|@kontinent, kopno@
@continental@|@kontinentalan, kopneni@
@contingency@|@eventualnost, nepredviđena situacija@
@contingent@|@kontingent, zavisan@
@continual@|@neprekidan, trajan@
@continue@|@nastaviti@
@contort@|@iskriviti, unakaziti@
@contour@|@kontura, obris@
@contraband@|@krijumčarenje, krijumčarski@
@contraceptive@|@kontraceptivno@
@contract@|@skupiti, ugovor, ugovoriti, zgrčiti@
@contraction@|@skupljanje@
@contradict@|@osporavati, protivrečan@
@contradictory@|@protivrečan@
@contraposition@|@oprečnost@
@contraption@|@izum, novatorstvo@
@contrary@|@suprotan@
@contrast@|@kontrast, suprotnost, uporediti@
@contretemps@|@neprilika, sraman događaj@
@contribute@|@doprineti@
@contrite@|@koji se kaje@
@contrition@|@skrušenost@
@contrivance@|@izum, pronalazak, pronalaženje@
@contrive@|@izmisliti, pronaći@
@control@|@kontrolisati, nadgledati@
@controversial@|@za diskusiju@
@controversy@|@rasprava@
@controvert@|@osporavati, polemisati@
@contumacy@|@tvrdoglavost@
@contuse@|@kontuzovati, ozlediti, povrediti, udariti@
@contusion@|@kontuzija, ozleda, povreda@
@conundrum@|@šaljiva zagonetka@
@convalesce@|@oporavljati se, ozdraviti@
@convalescent@|@koji se oporavlja@
@convene@|@sakupiti se, sazivati@
@convenience@|@pogodnost, udobnost, zgoda@
@convenient@|@zgodan@
@convent@|@manastir@
@convention@|@sastanak@
@converge@|@priticati, sticati se@
@conversant@|@upućen u nešto@
@conversation@|@razgovor@
@conversational@|@razgovorni@
@converse@|@obrnut, suprotan stav@
@conversely@|@obrnuto, suprotno@
@conversion@|@ilegalno prisvajanje imovine, prelaženje u drugu veru, preobraćenje, preorijentisanje, pretvaranje@
@convert@|@obraćenik, obrnuti, preobratiti, pretvoriti, promenti@
@converter@|@pretvarač@
@convex@|@ispupčen@
@convey@|@dostaviti, konvoj, otpremiti, preneti, prevoziti@
@conveyance@|@transport@
@convict@|@osuđenik, osuditi, proglasiti krivim, zatvorenik@
@conviction@|@osuda, ubeđenje@
@convince@|@ubediti, uveriti@
@convincing@|@ubedljiv@
@convivial@|@društven, gostoljubiv, prazničan, radostan@
@convocation@|@sabor, sazivanje@
@convolute@|@saviti, uviti@
@convoluted@|@savijen, uvojit@
@convolution@|@savijanje, spirala@
@convoy@|@pratnja, straža@
@convulse@|@potresti, trzati, uzbuditi@
@convulsion@|@grč, konvulzija, stezanje mišića@
@convulsive@|@grčevit, konvulzivan@
@cony@|@kunić, pitomi zec@
@coo@|@gugutanje, gugutati@
@cook@|@kuvar, kuvarica, kuvati@
@cookie@|@suvi kolači, zemička@
@cool@|@hladan, hladiti se, hladovina, staložen@
@cool off@|@ohladiti se, smiriti se@
@coolie@|@kineski radnik, kuli@
@coomb@|@jaruga, udubljenje@
@coon@|@vrsta krtice@
@coop@|@kavez, vrša za ribu@
@cooper@|@bačvar, bakar@
@cooperate@|@sarađivati@
@co-opt@|@kooptirati, preuzeti@
@coordinate@|@koordinirati, usaglasiti@
@co-ordinate@|@istog stepena, koordinata, koordiniran, priređen@
@coordination@|@koordinacija, sadejstvo@
@cootie@|@vaš@
@cop@|@policajac@
@cop out@|@odbiti angažovanje@
@cope@|@izaći na kraj@
@copeck@|@kopejka@
@copious@|@bogat vodom, obilan, rečit@
@copout@|@odbijanje da se angažuje@
@copper@|@bakar, bakarni novčić, kotao@
@copperas@|@zelena galica@
@copperhead@|@belouška@
@copula@|@sveznik@
@copulate@|@polno opštiti@
@copy@|@kopirati, prepisati, primerak, umnožiti@
@copy-book@|@beležnica, sveska@
@copyright@|@autorsko pravo@
@coquetry@|@koketerija@
@coquette@|@koketa@
@coral@|@koral@
@cord@|@konopac@
@cordial@|@prijatan, vrsta likera@
@cordite@|@bezdimni barut@
@cordon@|@kordon, lanac@
@corduroy@|@prugasti baršun, rebrasti somot@
@core@|@jezgro, srce, srž@
@cork@|@čep, zapušač, zapušiti@
@corker@|@nepobitan argument, nešto čudno@
@cork-screw@|@vadičep@
@corn@|@nešto banalno, žitarice, žito, zrno@
@corner@|@ćošak, ugao@
@cornet@|@mala truba@
@cornfed@|@dobro uhranjen (fig.)@
@corn-flower@|@različak@
@cornucopia@|@rog izobilja@
@corny@|@banalan, otrcan@
@corolla@|@venčić od cveća@
@coronal@|@kruna, venac@
@coronation@|@krunisanje@
@coroner@|@islednik koji pregleda leš@
@corporal@|@fizički, kaplar, telesni@
@corporate@|@korporativni@
@corporation@|@udruženje@
@corps@|@korpus@
@corpse@|@leš@
@corpulent@|@debeo, pun, ugojen@
@corpuscle@|@atom, elektron, najsitniji deo@
@corral@|@tor (za stoku)@
@correct@|@ispraviti, popraviti@
@correlate@|@uzajamna veza@
@correlation@|@korelat@
@correspond@|@dopisivati se, odgovarati, podudarati se@
@correspondence@|@prepiska, slaganje@
@correspondent@|@dopisnik, korespondent@
@corridor@|@hodnik@
@corrigible@|@popravljiv@
@corroborate@|@posvedočiti@
@corrode@|@zarđati@
@corrosion@|@rđa, zarđalost@
@corrugate@|@nabirati se, praviti bore@
@corrupt@|@podmitljiv, razvratan@
@corset@|@mider, ženski pojas@
@cortege@|@povorka, procesija@
@cortex@|@kora drveta, moždana opna@
@cosily@|@prijatno, udobno@
@cosmetic@|@kozmetički@
@cosmic@|@kosmički@
@cosmonaut@|@kosmonaut@
@cosmopolitan@|@svetski@
@cosmos@|@svemir@
@cosset@|@ljubimac, miljenik, razmaziti@
@cost@|@cena, koštati, vrednost@
@costly@|@skupocen@
@costume@|@kostim@
@cosy@|@prijatan, ugodan@
@cot@|@dečji krevetac, seljačka kućica, štala za ovce@
@cote@|@tor@
@coterie@|@klika@
@cottage@|@koliba, kuća, kućica@
@cotton@|@pamuk@
@couch@|@kauč, krevet@
@cough@|@kašalj, kašljati@
@could@|@proš. od can@
@coulisse@|@kulisa, užljebina, žljebić@
@coulter@|@raonik (pluga)@
@council@|@odbor, sabor, savet@
@counsel@|@savetovati@
@count@|@brojati, ceniti, grof, računati@
@countenance@|@bodriti, izraz lica, lice, lik, odobravati, podržavati@
@counter@|@blagajna, brojač, kasa, tezga@
@counteract@|@protiviti se, suprotstaviti@
@counter-attack@|@kontranapad@
@counterbalance@|@protivteža@
@countercharge@|@protivtužba@
@counterfeit@|@falsifikovati@
@counterfoil@|@kupon od čeka@
@countermand@|@protiv nalog@
@counterpane@|@prekrivač@
@counterpart@|@duplikat, kopija, prepis@
@counterpoint@|@kontrapunkt@
@counterpoise@|@protivteža@
@countersign@|@lozinka, parola@
@countess@|@grofica@
@countless@|@bezbrojan@
@countrified@|@seoski@
@country@|@pokrajina, zemlja@
@countryman@|@seljak@
@county@|@grofovija@
@couple@|@par, supruzi@
@couplet@|@dvostih@
@coupon@|@kupon, odrezak, talon@
@courage@|@hrabrost, smelost@
@course@|@kurs, kurs (broda), tečaj@
@court@|@dvor, dvorište, sud, teren, udvarati se@
@courteous@|@uljudan@
@courtesy@|@učtivost, uslužnost@
@courtier@|@dvoranin@
@courtly@|@uljudan@
@court-martial@|@vojni sud@
@courtship@|@udvaranje@
@courtyard@|@dvorište@
@cousin@|@rođak, rođaka@
@couth@|@ljubazan@
@cove@|@mali zaliv@
@covenant@|@sporazum@
@cover@|@navlaka, omot, poklopac, pokriti@
@coverlet@|@pokrivač, zastirač@
@covert@|@skriven, šumski gustiš, tajni@
@covet@|@priželjkivati, želeti, žuditi za nečim@
@covetous@|@koji čezne, željan@
@cow@|@krava@
@coward@|@kukavica@
@cowardice@|@kukavičluk@
@cowboy@|@čobanin, kauboj, kravar@
@cow-boy@|@čobanin, kauboj@
@cower@|@naježiti se@
@cowherd@|@čobanin, pastir@
@cowl@|@kapuljača, plašt@
@coxcomb@|@fićfirić, kicoš, uobražen čovek@
@coy@|@stidljiv@
@cozy@|@ugodan@
@crab@|@morski pauk, rak@
@crack@|@naprsnuti, pukotina@
@cradle@|@kolevka@
@craft@|@avioni, brodovlje, čamac, čun, lađa, stalež, umešnost, veština, zanat, znanje@
@craftsman@|@majstor, stručnjak, zanatlija@
@crafty@|@iskusan, umešan, vešt@
