@English@|@Dutch@
@edge@|@boord, kant, kust, oever, wal@
@edible@|@eetbaar@
@edify@|@stichten@
@edit@|@opmaken, opstellen, redigeren@
@edition@|@druk, editie, uitgaaf, uitgave@
@editor@|@editor@
@educate@|@dresseren, grootbrengen, kweken@
@educated@|@geleerd, ontwikkeld@
@education@|@opvoeding, vorming@
@eel@|@aal, paling@
@eel-skin@|@aalsvel@
@eel-trap@|@aalfuik, palingfuik@
@eelworm@|@aaltje, draadworm@
@eerie@|@eng, griezelig@
@Eernewoude@|@Eernewoude@
@effect@|@effect, indruk@
@effective@|@afdoend, doeltreffend, effectief@
@effectual@|@afdoend, doeltreffend, effectief@
@effervescent@|@mousserend, schuimachtig, schuimend@
@efficacious@|@afdoend, doeltreffend, effectief@
@effort@|@moeite, poging@
@egg@|@ei@
@Egypt@|@Egypte@
@Egyptian@|@Egyptisch@
@eight@|@acht@
@eighteen@|@achttien@
@eighteenth@|@achttiende@
@eightfold@|@achtvoudig@
@eighth@|@achtste@
@eighty@|@tachtig@
@Eindhoven@|@Eindhoven@
@elastic@|@elastisch, rekbaar, soepel@
@Elba@|@Elbe@
@Elbe@|@Elbe@
@elbow@|@elleboog@
@elder@|@ouder@
@elderly@|@bedaagd, hoogbejaard@
@elect@|@kiezen, uitkiezen, uitlezen@
@elected@|@gekozen, select, uitgelezen@
@election@|@keur, keus, keuze, optie, verkiezing@
@electric@|@elektrisch@
@electricity@|@elektriciteit@
@electron@|@elektron@
@electronic@|@electronisch, elektronisch@
@electronics@|@elektronica@
@elegant@|@bevallig, elegant, net, piekfijn@
@element@|@beginsel, bestanddeel, element@
@elemental@|@elementair@
@elementary@|@elementair@
@elephant@|@olifant@
@elevator@|@lift@
@eleven@|@elf@
@elide@|@afkappen, elideren@
@eliminate@|@afvoeren, elimineren, uitschakelen@
@elision@|@afkapping@
@elk@|@eland@
@elm@|@iep, olm@
@eloquent@|@welsprekend@
@Elsass@|@Elzas@
@else@|@ander@
@elsewhere@|@elders, ergens anders@
@elver@|@aal@
@Elysium@|@Elyzeese Velden@
@embankment@|@dijk, waterkering@
@embark@|@aan boord gaan, scheep gaan@
@embarrass@|@in verlegenheid brengen@
@embarrassment@|@benardheid, hinder, knelpunt, penarie@
@embassy@|@ambassade@
@embellish@|@flatteren, opwerken, verfraaien@
@emblem@|@embleem, kleur@
@embrace@|@omarmen, omhelzen@
@embroider@|@borduren@
@emerald@|@smaragd@
@emerge@|@opdagen, opdraven@
@emergency@|@crisis@
@emigrate@|@emigreren, uittrekken, uitwijken@
@eminent@|@aanzienlijk, eminent, uitstekend@
@emissary@|@afgezant, bode, gezant@
@emit@|@uitstralen@
@Emmerich@|@Emmerik@
@emotion@|@aandoening, gewaarwording@
@emperor@|@keizer@
@emphasis@|@klem, nadruk@
@emphasize@|@benadrukken, met nadruk zeggen@
@emphatic@|@nadrukkelijk@
@empire@|@imperium, keizerrijk, rijk@
@employ@|@aannemen, aanwerven, huren@
@employee@|@employé, personeelslid, werknemer@
@employer@|@werkgever@
@employment@|@aanwending, toepassing@
@empress@|@keizerin@
@emptiness@|@leegheid, leegte@
@empty@|@hol, ledig, leeg, lens, loos@
@Ems@|@Eems@
@enamel@|@emailleren@
@enchanter@|@duivelskunstenaar, tovenaar@
@enchanting@|@betoverend@
@enchantment@|@toverij@
@encipher@|@versleutelen@
@enclose@|@omsluiten@
@enclosure@|@kraal, omheind terrein@
@encode@|@codificeren@
@encore@|@bis, nog eens@
@encounter@|@aantreffen, ontmoeten@
@encourage@|@aansporen, aanvuren, aanwakkeren@
@encouragement@|@aanmoediging, bemoediging, stijving@
@encyclopaedia@|@encyclopedie@
@encyclopedia@|@encyclopedie@
@end@|@einde, uiteinde, uiterste deel@
@endanger@|@in gevaar brengen@
@endeavour@|@moeite doen, pogen, streven, trachten@
@ending@|@uiteinde, uitgang@
@endlessly@|@tot in het oneindige@
@end-of-the-line@|@eindstation@
@endorse@|@endosseren, gireren, wenden@
@endorsee@|@geëndosseerde@
@endorsement@|@endossement, giro@
@endorser@|@endossant, overdrager@
@endow@|@begiftigen, meegeven@
@endure@|@aanhouden, beklijven, duren@
@enemy@|@vijand@
@energetic@|@energiek, ferm, flink, krachtig@
@energy@|@arbeidsvermogen, energie, fut, spirit@
@engaged@|@geëngageerd, verloofd@
@engine@|@locomotief@
@engineer@|@ingenieur@
@England@|@Albion, Engeland@
@English@|@Engels@
@Englishman@|@Engelsman@
@Englishwoman@|@Engelse@
@engrave@|@graveren, griffen@
@engraving@|@graveerwerk, gravure, prent@
@engulf@|@binnenkrijgen, innemen, inslikken@
@enhance@|@vermeerderen@
@enigma@|@puzzel, raadsel@
@enjoy@|@blij zijn, genieten van@
@enjoyable@|@aangenaam, behaaglijk, genoeglijk@
@enlarge@|@uitbouwen, uitbreiden, vergroten@
@enlargement@|@uitbouwing, vergroting@
@enlighten@|@illumineren, verlichten@
@enlist@|@dienst nemen@
@enmity@|@animositeit, vijandigheid, vijandschap@
@enormous@|@enorm@
@enormously@|@enorm, uiterst@
@enough@|@genoeg, voldoende@
@entangle@|@betrekken, verstrikken, verwarren@
@enter@|@indoen, insteken, steken@
@enterprise@|@bedrijf, onderneming@
@enterprising@|@ondernemend@
@entertain@|@recipiëren@
@entertaining@|@amusant, leuk, vermakelijk@
@entertainment@|@aardigheid, amusement, pretje@
@enthusiasm@|@enthousiasme, geestdrift@
@enthusiastic@|@enthousiast, geestdriftig, uitbundig@
@entice@|@verleiden, verlokken, weglokken@
@enticing@|@aanlokkelijk, lekker@
@entire@|@compleet, gans, geheel, vol@
@entirely@|@heel, totaliter, volkomen@
@entirety@|@geheel@
@entomb@|@begraven, ter aarde bestellen@
@entrance@|@entree, ingang, toegang@
@entrust@|@belasten met, opdracht geven, opdragen@
@entry@|@aanmelding@
@envelop@|@hullen, inwikkelen, omhullen@
@envelope@|@couvert, envelop, enveloppe@
@envious@|@afgunstig, ijverzuchtig, jaloers@
@environment@|@medium, milieu, omgeving@
@environs@|@omgeving, omstreken, omtrek@
@envoy@|@afgezant, bode, gezant@
@envy@|@benijden, jaloers zijn op, misgunnen@
@Eocene@|@Eoceen@
@Eos@|@Eos@
@epaulet@|@epaulet, schouderbedekking@
@epic@|@episch@
@epilepsy@|@epilepsie, toevallen, vallende ziekte@
@Epiphany@|@Driekoningen@
@episcopal@|@bisschoppelijk, doorluchtig@
@episode@|@aflevering, episode@
@epistle@|@brief, epistel, zendbrief@
@epoch@|@tijdperk, tijdsgewricht@
@equal@|@eender, egaal, gelijk, gelijkmatig@
@equality@|@gelijkheid, pariteit@
@equally@|@even, evenzeer, gelijk, gelijkelijk@
@equator@|@equator, evenaar, evennachtslijn@
@equilibrium@|@balans, evenwicht, evenwichtstoestand@
@equinox@|@dag- en nachtevening, nachtevening@
@equip@|@toerusten, uitrusten, uitvoeren@
@equipment@|@accommodatie, inrichting, uitrusting@
@equivalent@|@equivalent, gelijkwaardig@
@era@|@tijdperk, tijdsgewricht@
@eradicate@|@ontwortelen@
@erase@|@gommen, met gom bestrijken@
@eraser@|@gom, gummi@
@erect@|@inrichten, oprichten, stichten@
@erecting@|@montage, zetting@
@Eris@|@Eris@
@Eritrea@|@Eritrea@
@Eros@|@Amor, Cupido@
@erotic@|@erotisch, zwoel@
@err@|@dwalen, een fout maken@
@errand@|@boodschap, commissie, opdracht@
@erroneous@|@fout, foutief, onjuist, verkeerd@
@error@|@abuis, dwaling, fout, vergissing@
@escalator@|@roltrap@
@escape@|@ontgaan, ontkomen, ontsnappen@
@escort@|@accompagnement, begeleiding@
@escudo@|@escudo@
@Eskimo@|@Eskimo@
@especially@|@in het bijzonder, inzonderheid, vooral@
@Esperantist@|@Esperantist@
@Esperanto@|@Esperanto@
@essay@|@dissertatie, proefschrift, stelling@
@Essen@|@Essen@
@essence@|@essence, essentie, kern, wezen@
@essential@|@essentieel, intrinsiek, vitaal@
@establish@|@inrichten, oprichten, stichten@
@establishment@|@etablissement, instelling, vestiging@
@estate@|@bezitting, boerderij, goed, landgoed@
@esteem@|@achten, achting hebben voor@
@estimate@|@begroten, schatten, taxeren, waarderen@
@Estonia@|@Estland@
@Estonian@|@Estlands@
@etc.@|@enz., etc.@
@etching@|@ets@
@eternal@|@eeuwig@
@eternity@|@eeuwigheid, onvergankelijkheid@
@ethic@|@ethiek, zedenkunde, zedenleer@
@ethical@|@ethisch, zedenkundig@
@ethics@|@ethiek, zedenkunde, zedenleer@
@Ethiopia@|@Abessinië, Ethiopië@
@Ethiopian@|@Ethiopiër@
@ethos@|@sfeer, stemming@
@etiquette@|@etiket, etiquette, label@
@Etna@|@Etna@
@Etruria@|@Etrurië@
@Etrurian@|@Etrurisch, Etruskisch@
@Etruscan@|@Etrurisch, Etruskisch@
@euphonious@|@schoonklinkend, welluidend@
@Euphrates@|@Eufraat@
@Europe@|@Europa@
@European@|@blanke, Europeaan@
@Eva@|@Eva@
@evacuate@|@evacueren, ontruimen@
@evade@|@mijden, ontwijken, uit de weg gaan@
@evangelic@|@evangelisch@
@evaporate@|@doen verdampen, indampen, uitdampen@
@even@|@effen, gelijk, vlak@
@evening@|@avond@
@event@|@belangrijke gebeurtenis, evenement@
@eventual@|@eventueel, gebeurlijk@
@eventuality@|@eventualiteit@
@ever@|@eenmaal, eens, ooit, wel eens@
@Everist@|@Mount Everest@
@every@|@al, alleman, elk, ieder, iedere@
@everyday@|@gewoon, grof, ordinair, vulgair@
@everyone@|@al, alleman, elk, ieder, iedere@
@everyone's@|@aller, ieders@
@everything@|@allemaal, alles@
@everywhere@|@allerwegen, alom, overal, wijd en zijd@
@evident@|@apert, duidelijk, evident, kennelijk@
@evoke@|@naar buiten roepen@
@evolution@|@evolutie, ontwikkeling@
@evolve@|@evolueren, zich ontwikkelen@
@ex-@|@ex-, gewezen, oud-, voormalig, vroeger@
@exact@|@accuraat, exact, nauwkeurig@
@exaction@|@afpersing, knevelarij@
@exactitude@|@accuratesse, nauwgezetheid, stiptheid@
@exactly@|@accuraat, nauwgezet, precies@
@exactness@|@nauwkeurigheid, precisie, stiptheid@
@exaggerate@|@chargeren, overdrijven@
@examination@|@examen, keuring, onderzoek@
@examine@|@examineren, nakijken, onderzoeken@
@example@|@toonbeeld, voorbeeld@
@excavate@|@delven, opduikelen, opgraven, rooien@
@exceed@|@overtreffen, te boven gaan@
@exceedingly@|@bijzonder, buitengewoon@
@excellency@|@eerwaarde, hoogheid, majesteit@
@except@|@uitzonderen@
@exception@|@uitzondering@
@exceptional@|@uitzonderlijk@
@excessive@|@buitensporig, excessief, extreem@
@excessively@|@buitensporig, excessief@
@exchange@|@centrale@
@excise@|@accijns, verbruiksbelasting@
@excise-duty@|@accijns, verbruiksbelasting@
@excitation@|@opwinding@
@excite@|@aanwakkeren, opwinden, prikkelen@
@excitement@|@opwinding@
@exciting@|@opwindend@
@exclude@|@uitsluiten@
@exclusive@|@exclusief, uitsluitend@
@exclusively@|@exclusief, uitsluitend@
@excrement@|@drek, drol, keutel, ontlasting@
@excursion@|@excursie, tocht, toer, trip, uitstapje@
@excuse@|@verontschuldigen@
@execute@|@executeren, ter dood brengen@
@exempt@|@ontslaan, vrijstellen@
@exercise@|@drillen, oefenen@
@exercise-book@|@aflevering, katern, schrift@
@exert@|@beoefenen, betrachten@
@exertion@|@krachtsinspanning@
@exhale@|@ademen, getuigen van, uitademen@
@exhausted@|@op, uitgeput, uitverkocht@
@exhibit@|@belichten, tentoonstellen@
@exhibition@|@expositie, tentoonstelling@
@exhortation@|@aanmaning, aansporing, vermaan@
@exile@|@uitbannen, verbannen@
@exist@|@bestaan@
@existence@|@aanzijn, bestaan@
@exit@|@afrit, uitgang, uitweg@
@Exodus@|@Exodus@
@exotic@|@exotisch, uitheems@
@expansion@|@expansie, uitzetting@
@expect@|@afhalen, te wachten staan, wachten@
@expedite@|@afdoen, afhandelen, afwikkelen@
@expedition@|@expeditie@
@expel@|@uitdrijven, verdrijven, verjagen@
@expense@|@kosten, onkosten@
@expenses@|@besteding, uitgaaf, vertering@
@expensive@|@dierbaar, duur, kostbaar, lief, waard@
@experience@|@belevenis, ervaring, ondervinding@
@experienced@|@deskundig, ervaren, geoefend@
@experiment@|@experimenteren@
@experimental@|@empirisch, experimenteel@
@expert@|@deskundig@
@expire@|@aflopen, eindigen, ophouden, uitgaan@
@explain@|@toelichten, uiteenzetten@
@explanation@|@explicatie, toelichting@
@explode@|@exploderen, losbarsten, ontploffen@
@exploit@|@exploiteren, uitbuiten, uitmelken@
@exploration@|@speurtocht, speurwerk@
@explore@|@exploreren, nagaan, onderzoeken@
@explosion@|@explosie, ontploffing, uitbarsting@
@export@|@exporteren, uitvoeren@
@expose@|@belichten, tentoonstellen@
@exposition@|@expositie, tentoonstelling@
@express@|@uitdrukken@
@expression@|@betuiging, bewoording, gezegde@
@expressway@|@autoweg@
@extend@|@bestek, grootte, omvang@
@extension@|@achtervoegsel, suffix@
@extensive@|@omvangrijk, uitgebreid, veelomvattend@
@exterior@|@aanblik, aanschijn, buitenkant@
@exterminate@|@uitroeien, verdelgen@
@external@|@buiten-, extern, uiterlijk, uitwendig@
@extinguish@|@blussen, doven, uitblussen, uitdoen@
@extort@|@afdwingen, afpersen, knevelen@
@extortion@|@afpersing, knevelarij@
@extra@|@extra@
@extract@|@afleiden@
@extraordinarily@|@bijzonder@
@extraordinary@|@bijzonder, buitengewoon@
@extravagant@|@buitennissig, buitensporig@
@extreme@|@bovenmatig, ergst, extreem, uiterst@
@extremely@|@allemachtig@
@exult@|@jubelen@
@exultation@|@gejubel@
@eye@|@kijker, oog@
@eyebrow@|@wenkbrauw@
@eyelid@|@ooglid@
@fable@|@fabel@
@fabric@|@weefsel@
@fabricate@|@aanmaken, fabriceren, maken@
@facade@|@façade, gevel, pui, voorgevel, voorpui@
@façade@|@façade, gevel, pui, voorgevel, voorpui@
@face@|@het hoofd bieden@
@face-ache@|@aangezichtspijn@
@facile@|@gemakkelijk, licht, makkelijk, vlot@
@facilitate@|@vergemakkelijken, verlichten@
@fact@|@feit@
@faction@|@partij, stem@
@factory@|@fabriek@
@factual@|@feitelijk, werkelijk@
@faculty@|@faculteit@
@fade@|@vervagen@
@Fafner@|@Fafner@
@faggot@|@brandstapel, mutsaard, mutserd@
@fail@|@floppen, in het water vallen@
@failure@|@debâcle, echec, fiasco, flop@
@faint@|@zwak@
@fair@|@bazaar, markt, marktplaats, marktplein@
@fairly@|@tamelijk@
@fairway@|@vaargeul@
@fairy@|@feeëriek@
@faith@|@fiducie, geloof, vertrouwen@
@faithful@|@getrouw, trouw@
@faked@|@nagemaakt@
@fall@|@afvallen, neervallen, storten, vallen@
@fallacious@|@misleidend@
@false@|@bedrieglijk, dubbelhartig, loos@
@falsify@|@vervalsen@
@fame@|@befaamdheid, faam, gerucht, mare@
@family@|@familie, gezin, huis, huisgezin@
@famine@|@geeuwhonger@
@famous@|@alom bekend, befaamd, beroemd@
@fan@|@aanvuren, aanwakkeren, aanzetten@
@fanatical@|@dweepziek, dwepend, fanatiek@
@fancier@|@amateur, dilettant, knutseaar@
@fancy@|@bedenken, zich verbeelden@
@fanfare@|@fanfare, fanfarekorps@
@fantastic@|@fantasierijk, fantastisch, grillig@
@fantasy@|@fantasie, verbeeldingskracht@
@far@|@ver, ververwijderd, verwijderd@
@fare@|@gesteld zijn, het maken@
@farewell@|@adieu, vaarwel@
@farm@|@agrarisch@
@farmer@|@boer@
@farmland@|@bouwland@
@fart@|@een wind laten@
@fascinate@|@betoveren, fascineren@
@fascinated@|@geboeid, gefascineerd@
@fascinating@|@betoverend, boeiend, fascinerend@
@fashion@|@mode, modus, wijs@
@fashionable@|@in de mode, in zwang, mode-, modieus@
@fast@|@vasten@
@fasten@|@bepalen, bevestigen, fixeren@
@fat@|@dik, lijvig@
@fate@|@bestemming, lot, lotsbestemming@
@fateful@|@fataal, funest, noodlottig@
@father@|@ouder, papa, pater, vaartje, vader@
@fatherland@|@vaderland@
@fatigue@|@afbeulen, afjakkeren, afmatten@
@fatty@|@vet, vettig@
@faucet@|@kraan, tap, tapkraan@
@fault@|@schuld@
@favor@|@begunstiging, genadigheid, gunst@
@favorite@|@uitverkoren@
@favour@|@begunstiging, genadigheid, gunst@
@favourable@|@goedgezind, gunstig, toegenegen@
@favourite@|@uitverkoren@
@fear@|@angst, beklemming, benauwdheid@
@fearless@|@boud, dapper, ferm, onvervaard, stout@
@feast@|@feestmaal, festijn, gelag, smulpartij@
@feather@|@pen, pluim, veder, veer@
@feature@|@gelaatstrek, karaktertrek, trek@
@February@|@februari, sprokkelmaand@
@federal@|@federaal@
@federation@|@bond, federatie@
@feed@|@bikken, eten, gebruiken, vreten@
@feel@|@betasten, bevoelen, tasten, voelen@
@feeling@|@gevoel@
@feign@|@doen alsof, fingeren, simuleren@
@felloe@|@velg@
@fellow@|@aaneen, aaneen-, co-, samen, samen-@
@fellow-creature@|@medemens, naaste@
@fellow-thinker@|@geestverwant, medestander@
@felly@|@velg@
@felt@|@vilt@
@female@|@vrouwtje, wijfje@
@feminine@|@vrouwelijk@
@fence@|@afsluiting, barrière, heining, hek@
@Fenris@|@Fenrir@
@ferment@|@fermenteren, gisten, werken@
@fern@|@varen@
@ferry@|@bak, overzetboot, pont, pontveer@
@fertile@|@vruchtbaar@
@fertilize@|@bemesten, gieren, mesten@
@fertilizer@|@mest@
@fervor@|@ambitie, ijver, vuur@
@fervour@|@ambitie, ijver, vuur@
@festival@|@festival@
@fetch@|@aandragen, bezorgen, brengen@
@fetter@|@boeien, ketenen@
@feudal@|@feodaal@
@fever@|@koorts@
@feverish@|@koortsachtig, koortsig@
@few@|@weinig@
@fiancé@|@bruidegom, galant, verloofde@
@fiancée@|@bruid, meisje, verloofde@
@fiasco@|@debâcle, echec, fiasco, flop@
@fiber@|@vezel@
@fibre@|@vezel@
@fiction@|@fictie, verbeelding, verdichtsel@
@fictional@|@denkbeeldig, fictief, verdicht@
@fictitious@|@denkbeeldig, fictief, verdicht@
@fief@|@leen, leengoed@
@field@|@akker@
@fierce@|@woest@
@fifteen@|@vijftien@
@fifth@|@vijfde@
@fifty@|@vijftig@
@fig@|@vijg@
@fight@|@kampen, strijd voeren, strijden@
@fig-tree@|@vijg, vijgeboom@
@figurative@|@figuurlijk, oneigenlijk@
@figure@|@cijferen, rekenen@
@file@|@bestand, dossier@
@files@|@archief@
@Filipino@|@Filippijn, Filippino@
@fill@|@dempen, invullen, spekken, vullen@
@film@|@film, rolprent@
@filter@|@filteren, filtreren, zijgen@
@filthy@|@morsig, onrein, smerig, vies, vuil@
@fin@|@vin@
@final@|@finaal, uiteindelijk@
@finalize@|@fatsoeneren, in het net schrijven@
@finally@|@eindelijk, per saldo, ten slotte@
@finance@|@bekostigen, financieren@
@financial@|@financieel, geldelijk@
@find@|@aantreffen, bevinden, treffen, vinden@
@fine@|@fijn, fraai, mooi, net, schoon@
@finger@|@vinger@
@finish@|@aantikken@
@finished@|@afgelopen, afgewerkt, beëindigd, klaar@
@Finland@|@Finland@
@Finn@|@Fin@
@finnish@|@afdoen, afhandelen, afwikkelen@
@Finnish@|@Fins@
@fir@|@den, spar, zilverspar@
@fire@|@ontslaan, ontzetten, royeren@
@fire-alarm@|@brandmelder@
@firebox@|@broeinest, haard@
@firecall@|@brandmelder@
@fire-damp@|@mijngas@
@firefly@|@vuurvliegje@
@fireplace@|@haardstede, schoorsteen, schouw@
@firewood@|@brandhout@
@fireworks@|@vuurwerk@
@firing-cap@|@capsule, doosvrucht, kapseltje@
@firm@|@gevestigd, hecht, stevig, vast@
@firmly@|@pal, stevig@
@first@|@eerste@
@first-aid@|@eerste hulp, EHBO@
@first-aider@|@EHBO-er@
@firstly@|@allereerst, eerst, ten eerste@
@fish@|@vissen@
@fisherman@|@visser, visverkoper@
@fist@|@knuist, vuist@
@fit@|@aanpassen, adapteren, afstemmen@
@fitful@|@grillig, nukkig, onberekenbaar@
@fitness@|@geschiktheid@
@fitter@|@monteur@
@fitting@|@behoorlijk, betamelijk, fatsoenlijk@
@five@|@vijf@
@fix@|@determineren, nauwkeurig bepalen@
@fixed@|@onbeweeglijk, star, vast@
@fjord@|@fjord@
@flag@|@dundoek, vaan, vlag@
@flame@|@laaien, vlammen@
@flammable@|@brandbaar@
@Flanders@|@Vlaanderen@
@flannel@|@flanellen@
@flapper@|@bakvis@
@flare@|@flakkeren, flikkeren, schitteren@
@flash@|@flikkeren, flitsen, gloren@
@flask@|@veldfles@
@flat@|@appartement, flat@
@flatter@|@vleien@
@flatterer@|@mooiprater@
@flattery@|@vleierij@
@flavor@|@kruiden, op smaak brengen@
@flavour@|@aroma, geur@
@flax@|@vlas@
@flea@|@vlo@
@flee@|@ontgaan, ontkomen, ontsnappen@
@fleet@|@vloot@
@Flemming@|@Vlaming@
@Flemmish@|@Vlaams@
@flesh@|@vlees@
@Flevoland@|@Flevoland@
@flexible@|@buigbaar, buigzaam, lenig, smijdig@
@flicker@|@flakkeren, flikkeren@
@flier@|@strooibiljet@
@flight@|@vliegtocht, vlucht@
@flighty@|@luchthartig, luchtig@
@fling@|@slingeren, swingen, zwaaien@
@flint@|@keisteen, kiezel, kiezelsteen@
@flirt@|@aan de scharrel zijn, fladderen@
@flit@|@aan de scharrel zijn, fladderen@
@float@|@dobberen, drijven, vlotten@
@flock@|@kudde, roedel@
@flog@|@afranselen@
@flood@|@zondvloed@
@floor@|@etage, verdieping@
@flop@|@afgang@
@Florence@|@Florence@
@Florida@|@Florida@
@flounder@|@spartelen, worstelen, zich aftobben@
@flour@|@bloem, meel@
@flourish@|@fanfare, fanfarekorps@
@flow@|@lopen, stromen, vlieten, vloeien@
@flower@|@bloem@
@flowerpot@|@bloempot@
@flu@|@griep, influenza@
@fluent@|@stromend, vloeiend@
@fluff@|@dons, nesthaar, waas@
@fluid@|@vloeistof@
@Flushing@|@Vlissingen@
@flute@|@fluit@
@flutter@|@aan de scharrel zijn, fladderen@
@fly@|@aanvliegen@
@foam@|@bruisen, schuimen, tintelen@
@focus@|@brandpunt, focus, haard@
@fog@|@damp, floers, mist, nevel@
@fold@|@omvouwen, plooien, vouwen@
@folder@|@map, ordner@
@foliage@|@bladertooi, gebladerte, loof@
@folk@|@volk@
@folklore@|@folklore, volkskunde@
@follow@|@handelen volgens, opvolgen@
@followers@|@aanhang, achterban@
@following@|@leden@
@follow-up@|@nabehandeling@
@fondle@|@aaien, aanhalen, liefkozen, strelen@
@food@|@eten, etenswaar, gerecht, spijs@
@fool@|@dwaas, malloot, zot@
@foolish@|@dom, dwaas, onverstandig, zot@
@foot@|@voet@
@football@|@voetbal@
@footwear@|@schoeisel@
@fop@|@dandy, fat, kwast, saletjonker@
@for@|@gedurende, onder, staande, terwijl@
@forbid@|@verbieden@
@forbidding@|@afschrikwekkend@
@force@|@doordrukken@
@ford@|@doorwaden@
@forecast@|@beduiden, voorspellen, voorzeggen@
@forefather@|@stamvader, voorvader, voorzaat@
@foreground@|@voorgrond@
@forehead@|@voorhoofd@
@foreign@|@buitenlands, uitheems@
@foreigner@|@buitenlander@
@foresee@|@bedacht zijn op, verwachten@
@forest@|@bos, woud@
@foretell@|@beduiden, voorspellen, voorzeggen@
@forever@|@eeuwig, voor eeuwig@
@foreward@|@naar voren, voorover, voort, vooruit@
@foreword@|@voorbericht, voorrede, voorwoord@
@forfeit@|@verbeurd@
@forge@|@smeden@
@forged@|@nagemaakt@
@forget@|@afleren, vergeten, verleren@
@forgetful@|@vergeetachtig@
@forget-me-not@|@vergeet-mij-niet@
@forgive@|@begenadigen, vergeven@
@fork@|@kruis, vork@
@form@|@aangaan, formeren, vormen@
@formal@|@afgemeten, ceremonieel, plechtig@
@former@|@verleden, voorafgaand, voorgaand@
@formerly@|@daarvoor, eerder, indertijd, vooraan@
@formidable@|@buitengewoon@
@Formosa@|@Formosa@
