@English@|@Malay@
@sagging@|@lendut@
@sago@|@sagu@
@sago-palm@|@rumbia@
@sail@|@umbang@
@sailor@|@kelasi@
@salad of mixed vegetables taken with sauce@|@rojak@
@salaried@|@bergaji@
@salary@|@gaji@
@sale@|@jualan@
@sales returns@|@hasil jualan@
@salesperson@|@jurujual@
@saliva@|@gecar, ludah@
@salt@|@garam@
@salted egg@|@telur masin@
@salty@|@asin, masin@
@salutation@|@sapaan@
@same@|@sama, sama, se@
@same age group@|@sebaya@
@sample@|@contoh, percontohan@
@sand@|@pasir@
@sandal@|@sepatu@
@sandals@|@capal@
@sandalwood@|@cendana, gaharu@
@sandbank@|@beting@
@sandbar@|@beting@
@sandfly@|@agas@
@sane@|@siuman, waras@
@sapodilla (fruit)@|@ciku@
@sapphire@|@nilam@
@sarong@|@sarung@
@sash@|@selempang@
@sash for the waist@|@bengkung@
@satan@|@syaitan@
@sated@|@muak@
@sated (with food)@|@kenyang@
@satisfied@|@jenuh, puas@
@Saturday@|@Sabtu@
@Saturday night@|@malam minggu@
@Saturn@|@Zuhal@
@saucer@|@piring@
@savage@|@buas, ganas@
@savagery@|@keganasan@
@save@|@jimat@
@savings@|@simpanan, tabungan@
@saw@|@gergaji@
@say@|@kata, katakan@
@saying@|@pepatah, sabda@
@scab@|@keruping, kuping@
@scald@|@celur@
@scalded@|@lecur@
@scale (of fish)@|@sisik@
@scar@|@bekas luka, parut@
@scare@|@gera@
@scarecrow@|@orang-orangan@
@scared@|@geleman@
@scatter@|@bubar, cerai, renjis@
@scattered@|@bercerai-berai, berhamburan, berkaparan, hambur, kapar, selerak, sepah, tebar, tempiar, tercerai@
@scene@|@adegan@
@scent@|@bau-bauan@
@schedule@|@jadual, ranchangan@
@scheduling@|@penjadualan@
@scholar@|@ilmiawan, sarjana@
@scholarly@|@ilmiah@
@scholarship@|@biasiswa@
@school@|@sekolah@
@school (in university)@|@pusat pengajian@
@school inspector@|@nazir@
@school of thought@|@berfahaman@
@science@|@sains@
@scientist@|@ahli sains@
@scissors@|@gunting, gunting@
@scold@|@hamput, hamun, herdik@
@scolding@|@herdikan@
@scoop up@|@cedok, kaut@
@scorched@|@hangus@
@scorching@|@panas terik@
@scorer (of goal)@|@penjaring@
@scorn@|@caci, cerca@
@scorned@|@terhina@
@scorpion@|@kala jengking@
@scoundrel@|@bajingan, bangsat, buaya darat, jahanam@
@scowl@|@bersut@
@scrap@|@sekerap@
@scrape off@|@kikis@
@scraper@|@kukur, pengukur@
@scraps@|@reja@
@scratch@|@calar, corek, garit, garu, gores@
@scratch or streak@|@coreng@
@scratch with the claws@|@kais@
@scratched@|@bergores, tergores@
@scratches@|@goresan@
@scratching repeatedly@|@tergaru-garu@
@scrawl@|@corat-coret@
@scream@|@ilai, jerit@
@screaming@|@terjerit-jerit@
@screeching sound@|@gericau@
@screen@|@bidai, tabir@
@scribble or scrawl@|@coret@
@scrub@|@gonyoh@
@scrutinise@|@belek@
@scrutiny@|@kajian, pengamatan, tatapan@
@scuffle@|@pergelutan@
@sculpture@|@seni ukir@
@sea@|@laut, samudera@
@seagull@|@camar@
@sealed@|@kedap@
@seam@|@kelim@
@search@|@cari, geledah@
@search all over@|@gelintar@
@searching@|@tercari-cari@
@seasick@|@mabuk laut@
@season@|@musim@
@seasoning@|@rencah@
@sea-urchin@|@bulu babi@
@sebaliknya@|@returning@
@second@|@kedua@
@second (clock)@|@saat@
@second (time)@|@saat@
@second or moment@|@detik@
@second wife@|@isteri muda@
@secondary forest@|@belukar@
@secret@|@gelap, pendam, rahsia, sulit@
@secretary@|@setiausaha@
@secrete@|@rembes@
@secretion@|@rembesan@
@secretly@|@diam-diam@
@section@|@bahagian, petak@
@section (of fruit)@|@pangsa@
@section of a written law or agreement@|@ceraian@
@secure@|@teguh@
@sediment@|@enapan, keladak, lodak, mendak@
@sedimentation@|@mendapan@
@seduced@|@tergoda@
@seducer@|@penggoda@
@see@|@lihat, nampak, nampak@
@seed@|@benih, biji, sebaran@
@seedlings@|@semaian@
@see-saw@|@jongkang-jongket@
@seethe@|@gelegak@
@segment of centipede@|@kelar@
@segregation@|@pengasingan@
@seize@|@bekam@
@sejengkal@|@finger@
@sekeliling@|@circular@
@seldom@|@jarang, jarang, jarang-jarang@
@selection@|@pilihan@
@self@|@diri, sendiri@
@self-defence@|@pencak@
@self-respect@|@maruah@
@sell@|@jual@
@seller@|@penjual@
@semen@|@mani@
@semi@|@separuh@
@Senate@|@Dewan Negara@
@send@|@hantar, hantar, kirim, utus@
@sender@|@penghantar, pengirim@
@senility with feeble mind@|@nyanyuk@
@senior@|@kanan@
@senior Muslim religious leader@|@ayatullah@
@sense (e.g. sight@|@deria@
@sense of hearing@|@pendengaran@
@sensible@|@berbudi@
@sensitive@|@getas, peka@
@sentence@|@hukuman, kalimat@
@sentence (set of words)@|@ayat@
@sepal@|@kelopak, kelopak bunga@
@separate@|@asing, berasingan, cerai@
@separated@|@terasing, terbelah, tercerai@
@separately@|@asing-asing@
@separation@|@perceraian@
@sequence@|@rantai, rentetan, turutan@
@sequin@|@labuci@
@series@|@rantai, rentetan, runtunan@
@serious@|@parah, teruk@
@sermon@|@khutbah@
@sermon or preaching@|@dakwah@
@serrated@|@gerigi@
@serve@|@hidang, khidmat@
@service@|@jasa, layanan, perkhidmatan@
@sesame seed@|@bijan@
@set@|@pasang@
@setting@|@latar@
@settled@|@beres, selesai, selesai@
@settlement@|@pemberesan@
@seven@|@tujuh@
@several@|@beberapa, berbilang@
@severe@|@teruk@
@severe criticism and rebuke@|@celaan@
@severed@|@gentas@
@sew or stitch@|@jahit@
@sewerage@|@pembetungan@
@sex@|@jantina@
@sexual affair@|@hubungan@
@shackle@|@belenggu@
@shackled@|@terbelenggu@
@shadow@|@bayang, bayang-bayang, bayangan@
@shadowy@|@berbayang@
@shaft@|@aci@
@shake@|@goncang, hinggut@
@shake briskly@|@kocak@
@shake hands (in greeting)@|@jabat@
@shake out@|@kirai@
@shake the head@|@geleng@
@shake violently@|@kutak@
@shaking@|@gegar@
@shaky@|@goyang@
@shall@|@akan@
@shallot@|@bawang merah@
@shallow@|@cetek, dangkal, tohor@
@shallow drum@|@kompang@
@shallowness@|@kedangkalan@
@sham@|@lancung@
@shame@|@keaiban@
@shameful@|@aib, mengaibkan, menjolok mata@
@shameless@|@selamba@
@shape@|@bentuk, susuk@
@share (e.g. of prize)@|@habuan@
@sharing of profits between tenant and landlord@|@pawah@
@sharing the same view@|@sefahaman@
@shark@|@jerung, yu@
@sharp@|@runcing, tajam@
@sharpen@|@asah@
@sharpener@|@kilir, pengasah@
@sharp-witted@|@bergeliga, geliga, pintar@
@shatter@|@hancur@
@shattered@|@berkecai, kecai@
@shave@|@cukur@
@shaver@|@pencukur@
@shawl@|@selendang@
@she@|@ia@
@she (elderly / respectable person)@|@beliau@
@shears@|@gunting@
@sheath@|@sarung@
@shed@|@bangsal, pondok@
@sheep@|@biri-biri@
@sheer (of material)@|@tipis@
@sheet@|@keping, kepingan@
@sheet (of paper)@|@lembaran@
@shelf@|@para-para@
@shellfish@|@kerang@
@shepherd@|@gembala@
@shift@|@alih, geser@
@shift position slightly@|@anjak@
@shifted@|@beralih, tergerak@
@shimmering@|@belau, gemerlap, pinar@
@shine@|@kilat@
@shine brilliantly@|@gilap@
@shingles@|@kayap, ruam saraf@
@shining@|@berkilat-kilat, gemerlap, gemerlapan@
@shiny@|@berkilat@
@ship@|@kapal@
@shipment@|@pengiriman@
@shipping@|@perkapalan@
@ship's funnel@|@cerobong@
@shirt@|@baju kemeja, kemeja@
@shiver@|@geletar, gelugut@
@shock@|@kejut@
@shocked@|@gemap, peranjat, terkejut@
@shoe@|@kasut, sepatu@
@shoes@|@kasut@
@shoot with a blow-pipe@|@sumpit@
@shooting@|@bedilan, tembakan@
@shop@|@kedai, toko@
@shopkeeper@|@pekedai@
@shopping@|@membeli-belah@
@shopping complex@|@pusat membeli belah@
@shore@|@jagang, pantai, pesisir@
@short@|@katik, pendek, rendah, singkat@
@short and fat@|@gondok@
@short and stout@|@buntak@
@short of time@|@suntuk@
@short or scanty (of clothes)@|@senteng@
@short story@|@cerpen@
@short story writer@|@cerpenis@
@shortage@|@kekurangan@
@short-cut@|@pintasan@
@shorthand@|@trengkas@
@short-legged horse for riding@|@kuda padi@
@short-lived@|@fana@
@short-sightedness@|@rabun jauh@
@shoulder@|@bahu@
@shoulder-blade@|@belikat@
@shoulder-strap@|@sandang@
@shove@|@kuis@
@show@|@tunjuk@
@showy@|@laram@
@shrewd@|@licik@
@shrill@|@mersik@
@shrimp paste@|@belacan@
@shrink@|@kecut, kempis@
@shrivel@|@kecut@
@shroud@|@kafan@
@shrub@|@belukar@
@shrunken@|@lisut@
@shut tight@|@terkatup@
@shy@|@malu, segan, silu, sipu@
@sick@|@sakit, uzur@
@sick (for king)@|@gering@
@sickle@|@sabit@
@side@|@pihak, rusuk, samping, segi, sisi, tepi@
@side by side@|@berdampingan, bersaing, bersebelahan@
@side effect@|@kesan sampingan@
@sideburns@|@bauk, jambang@
@side-by-side@|@seiring@
@siege@|@kepungan, pengepungan@
@sieve@|@ayak@
@sigh@|@keluh@
@sign@|@alamat, tanda, tanda@
@signal@|@semboyan@
@signature@|@tandatangan@
@silencer@|@pembungkam@
@silent@|@senyap@
@silent in meditation@|@pegun@
@silent or quiet@|@diam@
@silk@|@sutera@
@silly@|@bahlul, bebal, benak@
@silt@|@lanau@
@silver@|@perak@
@similar@|@bak, seakan-akan@
@similar (of age@|@sebaya@
@simple@|@sederhana@
@simultaneously@|@gus, sambil, sekaligus, seraya, serentak@
@sin@|@dosa@
@since@|@sejak, semenjak@
@sincere@|@ikhlas, ikhlas, tulus@
@sincerity@|@keikhlasan@
@sinful@|@mungkar@
@sing@|@nyanyi@
@singer@|@penyanyi@
@singing@|@dendangan, nyanyi@
@singing happily and for fun@|@dendang@
@single@|@tunggal@
@single bed@|@katil bujang@
@sinister@|@gelap hati@
@sink (of ship)@|@karam@
@sip@|@hirup@
@sir@|@tuan, tuan@
@sir (to royalty)@|@tuanku@
@sister (elder)@|@kakak@
@sister-in-law@|@kakak ipar@
@sit@|@duduk@
@sit around@|@duduk-duduk@
@sit down suddenly@|@terhenyak@
@sit on eggs to hatch them@|@eram@
@site@|@tapak@
@situation@|@duduknya, hal, keadaan, kedudukan, perihal, suasana@
@situations)@|@peri@
@six@|@enam@
@sixth month of the Muslim calendar@|@Jamadilakhir@
@size@|@saiz@
@skate@|@pari@
@skeleton@|@rangka@
@sketch@|@corat-coret@
@skewer@|@tusuk@
@skid@|@gelincir@
@skidded@|@tergelincir@
@skilful@|@mahir@
@skill@|@seni@
@skilled@|@bistari@
@skilled workman@|@tukang@
@skin@|@kulit@
@skin disease of hands and feet@|@kedal@
@skin sore@|@kudis@
@skull@|@tengkorak@
@sky@|@langit@
@skyscraper@|@pencakar langit@
@slack@|@kendur, leka@
@slam@|@hempas@
@slander@|@fitnah, umpat@
@slang@|@loghat@
@slant@|@condong@
@slanting@|@miring, sendeng, senget@
@slaughter@|@bantai, sembelihan@
@slaughter (as a butch@|@jagal@
@slave@|@abdi, hamba@
@slavery@|@pengabdian@
@sleep@|@bobok, tidur@
@sleepiness@|@kantuk@
@sleep-talk@|@igau@
@sleepy@|@luyu, mengantuk@
@sleeve@|@lengan baju@
@slender@|@langsing@
@slender (of waist)@|@ramping@
@slice@|@hiris@
@slice or thin broad piece@|@iris@
@slide@|@gelangsar, gelongsor@
@slide down@|@gelulur@
@slightly dizzy@|@pening-pening lalat@
@slightly raised@|@sirap@
@slim@|@lampai, ramping, tipis@
@slim and graceful@|@langsing@
@slip@|@gelangsar, gelecah, gelecek, gelincir@
@slip or slide down@|@geluncur@
@slipped@|@tergelincir@
@slippers@|@selipar@
@slit@|@celah@
@slogan@|@cogan kata@
@sloping@|@sendeng@
@sloppy@|@lecah@
@slow@|@lambat, lambat, perlahan@
@small@|@katik, kecil@
@small (lower case) letter@|@huruf kecil@
@small and cute@|@mungil@
@small and short@|@renek@
@small axe@|@beliung@
@small boat@|@sampan@
@small change@|@recih@
@small cloth purse@|@jabil@
@small cup@|@cangkir@
@small cut@|@kelar@
@small flask or jug@|@buli-buli@
@small gland@|@buli-buli@
@small hardwood tree@|@petaling@
@small ornamental casket@|@cepu@
@small scale@|@kecil-kecilan@
@small sickle with curved end@|@kerambit@
@small temporary hut (in rice-field or orchard)@|@dangau@
@small wares@|@jagalan@
@smallpox@|@cacar@
@smart@|@berakal, bijak, bijaksana, pintar@
@smarting@|@pedih@
@smart-looking@|@kacak, segak, tampan@
@smartness@|@kebijakan@
@smashed@|@remuk-redam@
@smear or smudge@|@calit@
@smell@|@bau, cium, deria, hidu@
@smell)@|@sedap@
@smelt@|@tercium@
@smoke@|@asap, jabu@
@smoke cigarette@|@hisap rokok@
@smoker@|@penghisap@
@smooch@|@bercumbu-cumbuan, cumbuan@
@smooth@|@lancar, licin@
@smooth (in moving)@|@lincir@
@smouldering@|@membara@
@smudge@|@selekeh@
@snack@|@kudap, kudapan@
@snail@|@siput@
@snake@|@ular@
@snap@|@bentak@
@snap or flick with finger@|@jentik@
@snare@|@jebak@
@snarl@|@bentak, jerkah@
@sneaky@|@jail@
@sneeze@|@bersin@
@sniffed@|@tercium@
@snobbish@|@hidung tinggi, sombong@
@snore@|@dengkur@
@snout@|@muncung@
@snow@|@salji@
@so@|@begitu, begitu, jadi-nya, maka@
@so (in that case)@|@jadi@
@so and so@|@anu@
@so be it@|@amin@
@so that@|@agar, supaya, supaya@
@soaked@|@simbah@
@soap@|@sabun@
@soar@|@julang@
@sob@|@esak, isak@
@sobbing@|@sedu, sedu-sedan, terisak-isak@
@social tradition or practice@|@adat@
@society@|@masyarakat@
@socks@|@sarung kaki@
@sodomy@|@liwat@
@soft@|@empuk, gebu, halus, lembut, lembut, lisut, lunak@
@soft and light@|@lempung@
@soft and loose (of soil)@|@gambut@
@soft breeze@|@sepoi-sepoi bahasa@
@soft drink@|@minuman ringan@
@soft-hearted@|@lemah hati@
@soft-shelled crab@|@kepiting@
@soil@|@tanah@
@solder@|@pateri@
@soldier@|@askar, perajurit@
@sole@|@eka, esa, tunggal@
@sole of foot@|@kadam, telapak@
@sole of the foot@|@tapak@
@solemn promise@|@sumpah@
@solicitor@|@peguamcara@
@solid@|@kimpal, padu, pejal@
@solidified@|@beku@
@solitary@|@tunggal@
@solution@|@cairan@
@somebody@|@seseorang@
@something built or constructed@|@binaan@
@something causing fear@|@momok@
@something that has been discarded@|@buangan@
@something that has been ironed@|@gosokan@
@something that is concealed@|@pendaman@
@something that is held@|@pegangan@
@something that is sent@|@hantaran, kiriman@
@something that is submitted@|@serahan@
@something that is washed@|@basuhan@
@something that prevents@|@pencegah@
@something used to add taste to a dish@|@perencah@
@sometimes@|@adakala, adakalanya, kadang kala, kadang-kadang@
@somewhat curved@|@lentik@
@son@|@anak lelaki@
@son of@|@bin@
@son or daughter (in letter-writing)@|@anakanda@
@song@|@lagu@
@son-in-law@|@menantu@
@soon after@|@kelak@
@sooner or later@|@lambat-laun@
@soot@|@jelaga@
@sophisticated@|@canggih@
@sophistication@|@kecanggihan@
@sorcery@|@sihir@
@sorrow@|@duka, hiba, kedukaan, lara, sugul@
@sorrowful@|@berhiba hati, duka lara, pedih, pilu, sedih@
@sort@|@jenis, macam@
@soul@|@jiwa, roh, semangat@
@sound@|@bunyi@
@sound asleep@|@lena, lenyak, nyenyak@
@sound like water boiling@|@gerecak@
@sound of heartbeat@|@legup-legap@
@sound of wind in the rain@|@derau@
@sour@|@asam, masam@
@source@|@asal, lunas, punca, punca, sumber@
@south@|@selatan@
@South East@|@Tenggara@
@South west@|@Barat Daya@
@south-east@|@tenggara@
@souvenir@|@cenderahati, cenderamata, kenang-kenangan@
@sovereign@|@berdaulat@
@sovereignty@|@kedaulatan@
@soya@|@tahu@
@soyabean curd@|@tauhu@
@space@|@ruang@
@space (beyond earth's atmosphere)@|@angkasa@
@spaceship@|@kapal angkasa@
@spacious@|@lapang, saujana@
@spade@|@pengorek@
@span between the tips of stretched thumb and litt@|@jengkal@
@spangle@|@labuci@
@Spanish@|@orang Sepanyol@
@spare part@|@alat ganti@
@sparkle@|@geridip, gerlap, kilauan@
@sparklers@|@bunga api@
@sparkling@|@kilau@
@sparrow@|@pipit@
@sparrow-hawk@|@rajawali@
@speak@|@cakap, cakap@
@speaker@|@penceramah@
@spear@|@lembing, tombak@
@special@|@istimewa, istimewa, khas, khusus, utama@
@specialisation@|@pengkhususan@
@specialist@|@pakar@
@specialty@|@keistimewaan@
@specific@|@khusus, tetap@
@specify in details@|@rinci@
@specimen@|@percontohan@
@speckle@|@rintik@
@speckled@|@borek@
@spectacles@|@cermin mata@
@spectre@|@hantu@
@speech@|@perbahasaan, pidato, wacana@
@speechless@|@bungkam, kelu@
@speed@|@kecepatan@
@spell@|@eja, ejah@
@spelling@|@ejaan@
@spend@|@belanja@
@spendthrift@|@pemboros@
@sphere@|@lingkungan, sfera@
@sphere attained by the mystic@|@jabarut@
@sphere of interest@|@lapangan@
@spherical@|@bulat@
@spices@|@rempah@
@spicy@|@pedas@
@spicy condiment@|@sambal@
@spider@|@labah-labah, lelabah@
@spillage@|@tumpahan@
@spinach@|@bayam@
@spindle@|@gelendong@
@spinning fast@|@ligat@
@spinster@|@anak dara@
@spirit@|@jin, jiwa, mambang, roh, semangat@
@spiritual@|@batiniah, rohaniah@
@spirituality@|@rohani@
@spite@|@dendam@
@spiteful@|@iri@
@spiteful talk@|@umpat@
@splash@|@kecimpung@
@splattering sound@|@gemercik@
@spleen@|@limpa@
@splendour@|@kegemilangan, semarak, seri@
@split@|@sumbing@
@spoilt@|@rosak@
@spokesman@|@jurucakap@
@spokesperson@|@jurucakap@
@sponger@|@bonceng@
@sponsor@|@penganjur, wali@
@sponsored by@|@anjuran@
@sponsorship@|@tajaan@
@spool@|@kili-kili, kincir@
@spoon@|@camca, sudu@
@spoor@|@denai@
@sport@|@sukan@
@sport club@|@kelab sukan@
@spot@|@bintik, rintik, tompok@
@spot of dirt@|@noda@
@spotted@|@berbintik, borek@
@spotted-neck dove@|@balam@
@spout@|@muncung, pancaran@
@sprain@|@kehel@
@sprained@|@gelincat, seliuh, tergeliat, terkehel@
@sprawl@|@gelimpang@
@sprawled@|@kapar, tergelimpang, terkapar@
@sprawling@|@bergelempang, gelempang@
@spread out (a carpet)@|@hampar@
@spread out (carpet or mat)@|@bentang@
@spring (water)@|@mata air@
@spring back or rebound@|@bidas@
@sprinkle@|@cucur, renjis@
@sprocket@|@gegancu@
@sprout@|@bercambah@
@spy@|@hendap@
@square@|@persegi, segi empat@
@square stone or cement water tank@|@kolah@
@squat@|@cangkung@
@squatter@|@setinggan@
@squeal@|@dengking@
@squeeze or crush@|@himpit@
@squeezed@|@terhimpit@
@squeezed between two surfaces@|@apit@
@squeezing@|@berhimpitan@
@squid@|@sotong@
@squint@|@juling@
@squirm@|@gerenyut@
@squirrel@|@tupai@
@stabbed@|@tercucuk@
@stack or pile (of wood)@|@unggun@
@staff room@|@bilik kakitangan@
@stage@|@panggung, pentas, peringkat, tahap@
@stageplay@|@sandiwara@
@stagger@|@huyung@
@stagnant@|@bergenang, takung@
@stain@|@noda, selekeh@
@stairs@|@tangga, tangga@
@stake@|@taruh@
@stale@|@basi, lapuk@
@stale-smelling@|@hapak@
@stall@|@gerai, warung@
@stammer@|@gagap@
@stammering@|@tergagap@
@stamp@|@cap, henyak, setem, tera@
@stamp (of feet)@|@hentak@
@stamping of the feet@|@hentakan@
@stand@|@bangun, diri, ganjal@
@stand erect or upright@|@cegat, tercegat@
@stand for cooking pots@|@lekar@
@standard@|@baku, darjah, piawai, taraf@
@standardization@|@pembakuan@
@standing with arms akimbo@|@bercekak pinggang@
@standpoint@|@pendirian@
@staple food@|@ruji@
@star@|@bintang@
@starch@|@kanji@
@starched@|@berkanji@
@starchy@|@berkanji@
@stare with bulging eyes@|@jegil@
@starfruit@|@belimbing@
@starry@|@berbintang@
@start (begin)@|@mula@
@start turning (of wheels)@|@geleser@
@starting from@|@mulai@
@startled@|@kaget, peranjat@
@startling@|@sergah@
@starvation@|@kebuluran@
@state@|@negeri@
@state of an unmarried couple being together in@|@khalwat@
@state of being under control or under guard@|@kawalan@
@state of murdero@|@amuk@
@state of panic@|@kegugupan@
@state of perfect bliss@|@nirwana@
@state proclamation officer@|@bentara@
@state revenue@|@hasil negeri@
@station@|@balai, stesen@
@stationery@|@alatulis@
@statistics@|@perangkaan@
@statue@|@patung@
@status@|@darjat, taraf@
@steadfast@|@cekal hati@
@steady@|@teguh@
@steal@|@curi@
@steam@|@kukus, wap@
@steel@|@besi baja, keluli, waja@
@steep@|@curam@
@steep slope (at edge of plateau)@|@cerun@
@steepness@|@kecerunan, kecuraman@
@stem@|@gagang@
@stenographer@|@jurutrengkas@
@step-@|@tiri@
@step and jump@|@lompat kijang@
@stepbrother@|@abang tiri@
@stepmother@|@mak tiri@
@steps (stairs)@|@anak tangga@
@steward@|@pramugara@
@stick out (tongue)@|@jelir@
@sticky@|@belengas, bergetah, lekit@
@stiff@|@cekang, genjur, kaku, kejang, kejur, keras@
@still@|@lagi, masih, namun, tenang@
@still ((auxiliary word for present cont. tense)@|@sedang@
@still (auxiliary word for present cont. tense)@|@masih@
@still a child@|@anak-anak@
@stimulus@|@rangsang@
@sting@|@patuk@
@sting of a mosquito bite@|@ketip@
@stingy@|@bakhil, kedekut, kikir, lokek, tangkai jering@
@stink@|@hamis@
@stinking@|@hancing, hanyir, kohong@
@stinking edible green pod@|@petai@
@stir@|@aduk, bancuh, kacau, kocak@
@stirred@|@berkocak@
@stock@|@bekalan@
@stolen@|@kecurian@
@stomach@|@perut@
@stomachache@|@memulas@
@stone@|@batu, batu@
@stone wall of defence@|@baluarti@
@stony@|@berbatu-batu@
@stool@|@bangku@
@stop@|@bantut, berhenti, gencat, henti@
@stoppage@|@pemberhentian@
@stopped@|@terhenti@
@stopper@|@sumbat@
@storehouse@|@gedung@
@storey@|@petala, tingkat@
@stork@|@bangau@
@storm@|@gelora, ribut@
@stormy@|@bergelora@
@story@|@cereka, cerita, hikayat, kisah, rencana, riwayat@
@stout-hearted@|@cekal hati@
@stove@|@dapur@
@straddle@|@celapak, kangkang@
@straight@|@lurus, lurus, tegah, terus@
@straight away@|@lantas@
@straightforward@|@tulus@
@straits@|@selat@
@stranded@|@dampar, sadai, terdampar, terkandas@
@strange@|@aneh, ganjil, pelik@
@strangle@|@cekik@
@strangle with rope@|@jerut@
@stranglehold@|@cengkaman@
@stratagem@|@muslihat@
@stratum@|@petala@
@straw@|@jerami@
@stray dog@|@geladak@
@streaked@|@bercoreng@
@stream@|@jurusan@
@streamer@|@panji-panji@
@street@|@jalan@
@strength@|@kegagahan, kekuatan, kuasa, tenaga@
@stress@|@tekanan@
@stretch@|@hulur@
@stretch one's legs@|@unjur@
@stretch oneself@|@geliat@
@stretch out both arms@|@geledang@
@stretch out the hand@|@gapai@
@stretched@|@regang@
@stretched out lengthwise@|@terbujur@
@stretcher@|@tandu@
@strike@|@gasak, hentam, kena, mogok@
@strike (beat@|@pukul@
@string@|@ikatan, tali, utas@
@strip@|@batang, bulang, jalur@
@stripe@|@belang, jalur, jaluran, lorek@
@striped@|@berbelang, berjalur-jalur@
@stripped off (hair@|@bolos@
@stroke@|@usap@
@strong@|@gagah, handal, kuat, kukuh, perkasa, perkosa, sasa@
@strong (of wind)@|@kencang@
@strong and healthy@|@bugar@
@strong desire or passion@|@ghairah@
@strong passion@|@keghairahan@
@stronghold@|@benteng@
