@Malay@|@English@
@jernih@|@clear, transparent, pure@
@jeruk@|@pickle@
@jerumat@|@to darn@
@jerumus@|@cause to fall@
@jerung@|@shark@
@jerut@|@constrict, tighten a knot, strangle with rope@
@jidal@|@thimble@
@jidar@|@margin, border, edge@
@jihad@|@holy war@
@jijik@|@distasteful, disgusting@
@jika@|@if@
@jikalau@|@if@
@jilat@|@lick, lap@
@jilid@|@binding, volume (of printed material)@
@jimak@|@copulation@
@jimat@|@thrift@
@jimat@|@save@
@jin@|@spirit@
@jinak@|@tame, domesticated@
@jingga@|@orange (colour)@
@jinjang@|@long and slender (of neck)@
@jinjing@|@carry light objects in the hand@
@jintan@|@herb with spicy seeds@
@jintan manis@|@aniseed@
@jintan putih@|@cummin@
@jiplak@|@copy or trace@
@jiran@|@neighbour@
@jirat@|@non-Muslim grave@
@jirus@|@douse, pour water on@
@jisim@|@body, mass@
@jitu@|@correct, accurate, exact@
@jiwa@|@soul, spirit@
@jodoh@|@marriage partner or match@
@joget@|@a Malay dance@
@johan@|@champion@
@jolok@|@poke or thrust@
@jong@|@junk (sailing ship)@
@jongang@|@protruding (of teeth)@
@jongkang-jongket@|@see-saw@
@jongkok@|@cringe;cower@
@jongkong@|@ingot, bullion, large dug-out canoe@
@joran@|@fishing rod@
@joreng@|@a small piece or shred@
@jorong@|@betel leaf container, funnel@
@jua@|@also@
@juadah@|@comestibles, things to eat@
@juah@|@far@
@juak@|@court page@
@jual@|@sell@
@jualan@|@sale@
@jualan murah@|@cheap sale (clearance sale)@
@juang@|@fight, struggle@
@juara@|@champion@
@jubah@|@robe, chasuble@
@jubin@|@tile@
@judi@|@gamble@
@judul@|@title, subject@
@juga@|@also, too@
@juita@|@lovely, sweet@
@jujuh@|@trickle@
@jujur@|@honest, trustworthy@
@jujur@|@honest@
@Julai@|@July@
@julang@|@boost, push upwards, soar@
@julangan@|@upward thrust@
@julap@|@laxative@
@juling@|@squint@
@julukan@|@nickname, pet name, epithet@
@julung@|@primary, the first@
@julung kali@|@the first time@
@julur@|@protrude@
@Jumaat@|@Friday@
@jumbai@|@frill@
@jumlah@|@total@
@jumpa@|@meet, find, discover@
@jumpa@|@meet@
@jumpaan@|@a finding, a discovery@
@jumput@|@invite@
@Jun@|@June@
@junam@|@dive, nosedive@
@junjung@|@respect deeply, carry on the head@
@juntai@|@dangling, pendulous@
@jurang@|@ravine, gap@
@jurang generasi@|@generation gap@
@juru@|@expert@
@juruacara@|@master of ceremonies, compere@
@juruaudit@|@auditor@
@juruazan@|@muezzin@
@jurubahasa@|@interpreter@
@jurubina@|@architect@
@jurucakap@|@spokesperson@
@jurucakap@|@spokesman@
@jurugambar@|@photographer@
@juruhebah@|@announcer (radio, TV)@
@juruhebah@|@announcer@
@juruhebah@|@announcer, broadcaster@
@jurujual@|@salesperson@
@jurukamera@|@cameraman@
@jurukira@|@accountant@
@jurulatih@|@coach@
@jurulatih@|@coach, trainer@
@jurumasak@|@chef@
@jurumudi@|@helmsman@
@juruoptik@|@optician@
@jururawat@|@nurse@
@jurus@|@moment@
@jurusan@|@department, direction, stream@
@jurusawat@|@mechanic@
@juruselam@|@diver@
@jurusolek@|@beautician@
@jurutaip@|@typist@
@juruteknik@|@technician@
@jurutera@|@engineer@
@juruterbang@|@pilot@
@juruterbang@|@air pilot@
@jurutrengkas@|@stenographer@
@juruukur@|@surveyor@
@juruulas@|@commentator@
@juruwang@|@cashier@
@justeru@|@hence, for this reason@
@juta@|@million@
@jutawan@|@millionaire@
@Kaabah@|@cubic black stone building in the mosque in Mecca@
@kabisat@|@leap year@
@kabu@|@cotton tree@
@kabul@|@fulfil, grant@
@kabung@|@mourn@
@kabur@|@blur, dim, unclear, vague@
@kabus@|@mist@
@kabut@|@fog@
@kaca@|@glass@
@kacak@|@handsome, smart-looking@
@kacak@|@handsome@
@kacang@|@beans@
@kacang@|@bean@
@kacang bendi@|@lady's fingers@
@kacau@|@harass, disturb, stir@
@kacau-bilau@|@chaotic@
@kacip@|@nutcracker@
@kacuk@|@cross-bred@
@kacukan@|@offspring of cross-breed@
@kacung@|@mantis@
@kadam@|@sole of foot@
@kadang kala@|@sometimes, now and then@
@kadang-kadang@|@sometimes@
@kadar@|@rate, ratio, proportion@
@kadi@|@Muslim judge@
@kaduk@|@fool (of Malay folklore)@
@kaedah@|@method, procedure@
@kafan@|@shroud@
@kafilah@|@caravan, convoy of travellers@
@kafir@|@infidel, person with no religious faith@
@kaget@|@startled@
@kagum@|@impressive, amazing, astounding@
@kahak@|@phlegm@
@kahwin@|@marry@
@kahwin lari@|@elope@
@kail@|@fishing-rod@
@kain@|@cloth@
@kais@|@scratch with the claws@
@kait@|@crochet, knit, metal hook, correlate@
@kaitan@|@correlation, relationship, relevance@
@kajai@|@collar@
@kajang@|@awning, roofing (for boat or cart)@
@kaji@|@study@
@kaji bintang@|@astronomy@
@kaji bumi@|@geology@
@kaji cuaca@|@meteorology@
@kaji haiwan@|@zoology@
@kaji hayat@|@biology@
@kaji purba@|@archaeology@
@kaji selidik@|@survey or study@
@kaji tumbuhan@|@botany@
@kajian@|@a study, analysis, scrutiny@
@kakak@|@elder sister@
@kakak@|@sister (elder)@
@kakak ipar@|@sister-in-law@
@kakaktua@|@cockatoo, parrot@
@kakanda@|@elder brother or sister@
@kaki@|@foot (leg)@
@kaki@|@foot, leg, measure of length equal to one@
@kaki ayam@|@barefoot@
@kaki bangku@|@one who cannot play football@
@kaki bola@|@one who loves football@
@kaki gaduh@|@trouble-maker@
@kaki judi@|@gambler@
@kaki lima@|@pavement@
@kakisama@|@isosceles, having two sides equal (of@
@kaku@|@stiff@
@kaku lidah@|@tongue-tied@
@kala@|@length or period of time@
@kala jengking@|@scorpion@
@kalah@|@lose, defeated@
@kalah mati@|@knock-out system (in sporting competition)@
@kalam@|@writing pen@
@kalang@|@transverse support@
@kalangan@|@circle or group with similar interests@
@kalau@|@if@
@kalau begitu@|@if so@
@kalau-kalau@|@maybe@
@kalbu@|@heart@
@kaldu@|@broth@
@kali@|@times, multiply@
@kali@|@times, (multiplication), time@
@kali-kali@|@multiplication table@
@kalimantang@|@fluorescent light@
@kalimat@|@sentence, period@
@kalis@|@proof, able to withstand@
@kalis air@|@waterproof@
@kalis api@|@fireproof@
@kalis karat@|@rust-proof@
@kalis peluru@|@bullet-proof@
@kaloi@|@carp@
@kalung@|@necklace@
@kalungan@|@a garland@
@kalut@|@muddle, confusion, disorder@
@kamar@|@room@
@kambing@|@goat@
@kambus@|@engulf, cover@
@kami@|@we, our, us (excluding interlocutor)@
@kami@|@we, us@
@kamir@|@yeast@
@kampit@|@portable case, sack@
@kampung@|@village@
@kamu@|@you@
@kamu@|@you, your@
@kamus@|@dictionary@
@kanak-kanak@|@children@
@kanak-kanak@|@child@
@kanan@|@right, senior@
@kanan@|@right@
@kancil@|@mousedeer@
@kancing@|@buckle, fastener@
@kandang@|@cage, pen, fold@
@kandas@|@run aground, fail@
@kandung@|@contain@
@kandungan@|@contents@
@kangkang@|@straddle, astride@
@kanji@|@starch@
@kanta@|@lens@
@kanta cekung@|@concave lens@
@kanta cembung@|@convex lens@
@kanta pembesar@|@magnifying lens@
@kantin@|@canteen@
@kantuk@|@sleepiness, drowsiness@
@kantung@|@pouch, purse@
@kanun@|@code of law@
@kapah@|@gasp, tremble@
@kapai@|@to flap the arms to stay afloat@
@kapak@|@axe@
@kapal@|@ship@
@kapal angkasa@|@spaceship@
@kapal induk@|@mothership@
@kapal korek@|@dredge@
@kapal perang@|@battleship@
@kapal selam@|@submarine@
@kapal terbang@|@aeroplane@
@kapar@|@scattered, sprawled@
@kapas@|@cotton@
@kapit@|@flank, escort@
@kapuk@|@a type of cotton@
@kapung@|@afloat@
@kapur@|@chalk@
@kapur@|@lime, chalk@
@kara@|@all alone@
@karam@|@sink (of ship), submerge@
@karang@|@coral, compose@
@karangan@|@composition@
@karat@|@rust, carat@
@karatan@|@rustiness@
@karau@|@churn@
@kardus@|@hardboard@
@kari@|@curry@
@karib@|@intimate@
@karkas@|@crabbed (of handwriting)@
@karung@|@sack@
@karut@|@nonsense, ridiculous@
@karut-marut@|@nonsense@
@karya@|@literary work, masterpiece@
@karyawan@|@writer@
@kasa@|@gauze@
@kasap@|@craggy, rugged@
@kasar@|@rough, crude, rude@
@kasi@|@give, castrate@
@kasih@|@affection, love@
@kasih sayang@|@affection, love, fondness@
@kasihan@|@pity@
@kasuari@|@ostrich@
@kasut@|@shoe@
@kasut@|@shoes@
@kata@|@word, say@
@kata hati@|@intuition@
@katak@|@frog@
@katakan@|@tell, say, suppose@
@katanya@|@he or she said@
@katik@|@small, short, stunted@
@katil@|@bed@
@katil bujang@|@single bed@
@katil kelamin@|@double bed@
@katuk@|@to knock, to tap@
@katung@|@float@
@katup@|@closely held, cover@
@kau@|@you (abbreviation of 'engkau')@
@kaum@|@community, group@
@kaus@|@hose@
@kaus kaki@|@footwear@
@kaut@|@scoop up@
@kawah@|@cauldron, large pan, crater@
@kawal@|@control, guard, check@
@kawalan@|@state of being under control or under guard@
@kawan@|@friend@
@kawan@|@friend, companion@
@kawasan@|@area, region@
@kawat@|@cable, wire@
@kawat berduri@|@barbed wire@
@kaya@|@rich, wealthy@
@kaya@|@rich@
@kaya anak@|@having many children@
@kaya raya@|@very rich@
@kayangan@|@fairyland, very beautiful place@
@kayap@|@shingles@
@kayu@|@wood@
@kayu api@|@firewood@
@kayu balak@|@log@
@kayu manis@|@cinnamon@
@kayu-kayan@|@wood, timber@
@kayu-kayuan@|@wood, timber@
@kayuh@|@row, paddle, pedal@
@ke@|@to (a place)@
@ke dalam@|@into@
@ke depan@|@to the front@
@ke mana?@|@where to?@
@keabadian@|@immortality@
@keadaan@|@condition, situation, circumstances@
@keadilan@|@justice@
@keagamaan@|@religious@
@keagungan@|@supremacy@
@keahlian@|@membership@
@keaiban@|@shame@
@keajaiban@|@miracle@
@keakuran@|@agreement, approval@
@kealpaan@|@negligence@
@keamanan@|@peace@
@keampunan@|@forgiveness, pardon@
@keanggotaan@|@membership@
@keangkuhan@|@arrogance@
@keanjalan@|@flexibility, elasticity@
@kearifan@|@cleverness@
@keaslian@|@originality@
@keazaban@|@sufferings@
@keazaman@|@determination@
@kebaculan@|@cowardice@
@kebahagiaan@|@bliss, happiness@
@kebaikan@|@goodness, benefit@
@kebajikan@|@welfare@
@kebakaan@|@hereditary@
@kebakaran@|@a fire@
@kebal@|@impenetrable, immune, invulnerable, exempt@
@kebalikan@|@contrary to@
@kebanggaan@|@pride@
@kebangkitan@|@awakening, resurgence, emergence@
@kebangsaan@|@national@
@kebanyakan@|@most of, majority of@
@kebanyakan@|@majority@
@kebarat-baratan@|@westernized@
@kebaratan@|@westernized@
@kebas@|@numb@
@kebatinan@|@inner self@
@kebebasan@|@freedom@
@kebenaran@|@truth, permission, approval@
@kebencian@|@hatred@
@kebendaan@|@materialism@
@keberahian@|@passion@
@keberangkatan@|@departure, act of leaving@
@keberanian@|@bravery@
@keberatan@|@reluctant@
@keberkesanan@|@effectiveness@
@kebersihan@|@cleanliness@
@kebesaran@|@greatness@
@kebetulan@|@by coincidence, by chance, incidentally@
@kebiadaban@|@rudeness@
@kebiasaan@|@custom, habit, practice@
@kebijakan@|@intelligence, smartness@
@kebijaksanaan@|@wisdom, prudence@
@kebil@|@to blink (of eyes)@
@kebimbangan@|@anxiety, worry@
@kebinatangan@|@animalistic characteristics, bestiality@
@kebingungan@|@bewilderment, confusion@
@kebiru-biruan@|@bluish@
@kebiruan@|@blueness@
@kebisingan@|@noisiness@
@kebocoran@|@leakage@
@kebodohan@|@stupidity@
@kebolehan@|@ability@
@kebosanan@|@boredom@
@kebudak-budakan@|@childish@
@kebudayaan@|@culture@
@kebuluran@|@starvation@
@kebun@|@garden@
@kebun@|@garden, plantation@
@kebuntuan@|@deadlock@
@keburukan@|@ugliness, badness, wickedness@
@kebusukan@|@decay, badness@
@kecacatan@|@a handicap or defect@
@kecai@|@shattered@
@kecam@|@criticise severely, reprimand@
@kecaman@|@criticism@
@kecamuk@|@causing to feel stunned or bewildered, furious (o@
@kecanggihan@|@sophistication@
@kecantikan@|@beauty@
@kecap@|@taste, enjoy@
@kecapi@|@lute@
@kecederaan@|@injury@
@kecekapan@|@competence, efficiency@
@kecelakaan@|@misfortune, accident@
@kecemasan@|@emergency, urgency@
@kecemerlangan@|@excellence, glory, glow, radiance@
@kecenderungan@|@tendency, inclination@
@kecepatan@|@quickness, speed@
@kecerdasan@|@intelligence@
@kecerdekan@|@intelligence@
@kecergasan@|@agility, alertness@
@kecerunan@|@gradient, steepness@
@kecewa@|@disappointed, frustrated@
@keciciran@|@drop-out@
@kecil@|@small@
@kecil hati@|@hurt (of feelings)@
@kecil-kecilan@|@small scale@
@kecimpung@|@dabble, plunge in, splash, be involved, participa@
@kecoh@|@uproar, outcry@
@kecondongan@|@inclination@
@kecuaian@|@carelessness, negligence@
@kecuali@|@except, exempt@
@kecuali@|@except@
@kecundang@|@defeated, beaten@
@kecur@|@mouth-watering@
@kecuraman@|@steepness@
@kecurangan@|@dishonesty@
@kecurian@|@stolen, theft@
@kecurigaan@|@suspicion@
@kecut@|@shrink, shrivel, contract@
@kecut hati@|@afraid@
@kedaerahan@|@regionalism@
@kedai@|@shop@
@kedai cenderamata@|@gift shop@
@kedai kopi@|@coffee shop@
@kedai roti@|@bakery@
@kedai runcit@|@grocery shop@
@kedaifan@|@weakness, incompetence@
@kedal@|@skin disease of hands and feet@
@kedamaian@|@peace, tranquility@
@kedang@|@outstretched (of limb)@
@kedangkalan@|@shallowness, superficiality@
@kedap@|@impervious, sealed@
@kedap udara@|@airtight@
@kedatangan@|@arrival@
@kedaulatan@|@sovereignty@
@kedegilan@|@stubbornness@
@kedek@|@waddle (like a duck)@
@kedekatan@|@proximity@
@kedekut@|@stingy@
@kedengaran@|@audible@
@kedengkian@|@jealousy, envy@
@kedewasaan@|@adulthood@
@kediaman@|@residence@
@kedinginan@|@coldness@
@kedip@|@blink, twinkle, flicker@
@kedogolan@|@baldness@
@kedua@|@second@
@kedua-dua@|@both@
@kedudukan@|@situation, position@
@kedukaan@|@sorrow@
@kedunguan@|@stupidity@
@keduniaan@|@worldliness@
@kedut@|@crease, wrinkle@
@kedutaan@|@embassy@
@kedutan@|@crease, wrinkle@
@keemasan@|@golden@
@keempat@|@fourth@
@keengganan@|@unwillingness, reluctance@
@keentengan@|@ease, lightness@
@keesokan@|@the next day@
@kefahaman@|@understanding@
@kefasihan@|@fluency@
@kegadisan@|@virginity, purity@
@kegagahan@|@strength, might, bravery@
@kegagalan@|@failure@
@keganasan@|@savagery, ferocity, violence@
@kegelapan@|@darkness, caught in the dark@
@kegelian@|@amusement@
@kegelisahan@|@restlessness, anxiety@
@kegemaran@|@hobby, favourite@
@kegemaran@|@hobby@
@kegemilangan@|@splendour, magnificance, glory@
@kegentingan@|@crucial@
@keghairahan@|@strong passion, desire or enthusiasm@
@kegiatan@|@activity@
@kegigihan@|@determination@
@kegilaan@|@craziness, craze@
@kegirangan@|@happiness, joy@
@kegugupan@|@state of panic@
@keguguran@|@miscarriage, abortion@
@kegunaan@|@use, function@
@kegunaan@|@use@
@kehadiran@|@attendance, presence@
@kehairanan@|@amazement, astonishment@
@kehakiman@|@judicial@
@kehamilan@|@pregnancy@
@kehampaan@|@disappointment, frustration@
@kehandalan@|@cleverness@
@kehausan@|@thirst, abraded@
@kehebatan@|@power, awe@
@kehel@|@sprain@
@kehendak@|@a wish@
@keheningan@|@quietness, clearness@
@kehidupan@|@life@
@kehijauan@|@greenish, greenery@
@kehilangan@|@loss, disappearance@
@kehitaman@|@very black@
@kehormat@|@honourable@
@kehormatan@|@honour@
@kehujanan@|@caught in the rain@
@keibuan@|@motherly@
@keikhlasan@|@honesty, sincerity@
@keindahan@|@beauty@
@keinginan@|@desire, want, wish@
@keinsafan@|@realisation@
@keistimewaan@|@specialty, peculiarity@
@keizinan@|@permission@
@kejadian@|@incident, happening@
@kejahatan@|@badness, wickedness@
@kejahilan@|@ignorance@
@kejam@|@cruel@
@kejang@|@cramp, inflexible, stiff@
@kejanggalan@|@awkwardness@
@kejap@|@moment@
@kejar@|@chase@
@kejatuhan@|@a fall, a collapse@
@kejauhan@|@afar@
@kejayaan@|@success@
@kejelitaan@|@beauty@
@kejernihan@|@clarity, purity@
@keji@|@despicable, contemptible@
@kejinakan@|@tameness@
@kejituan@|@accuracy@
@kejohanan@|@championship@
@Kejora@|@Venus@
@keju@|@cheese@
@kejuaraan@|@championship@
@kejujuran@|@honesty@
@kejur@|@stiff@
@kejuruteraan@|@engineering@
@kejut@|@shock@
@kekabu@|@cotton tree@
@kekacauan@|@disturbance@
@kekal@|@everlasting, eternal, permanent@
@kekalahan@|@a defeat@
@kekang@|@bridle, means of restraint@
@kekangan@|@constraint, restriction@
@kekasaran@|@coarseness, rudeness, roughness@
@kekasih@|@lover, sweetheart@
@kekayaan@|@wealth@
@kekebalan@|@immunity@
@kekebasan@|@numbness@
@kekecewaan@|@disappointment, frustration@
@kekecohan@|@uproar, outcry@
@kekecualian@|@exception@
@kekejaman@|@cruelty@
@kekejangan@|@cramps@
@kekek@|@giggle, chortle@
@kekelaman@|@gloom@
@kekeliruan@|@confusion, bewilderment@
@kekeluargaan@|@family, kinship@
@kekenyangan@|@fullness (of stomach)@
@kekerapan@|@frequency@
@kekerasan@|@force, power, might@
@kekeringan@|@dryness@
@kekeruhan@|@turbidity@
@kekok@|@clumsy@
@kekosongan@|@emptiness, vacancy@
@kekotoran@|@dirtiness@
@kekuasaan@|@power@
@kekuatan@|@strength, power@
@kekuda@|@trestle@
@kekuningan@|@yellowish@
@kekurangan@|@shortage, lack, deficit@
@kekusutan@|@confusion, complication@
@kelab@|@club@
@kelab sukan@|@sport club@
@kelabu@|@grey@
@keladak@|@dregs, sediment@
@keladi@|@yam@
@kelah@|@picnic@
@kelahi@|@quarrel@
@kelak@|@soon after@
@kelakar@|@funny, antic, joke@
@kelalang@|@earthenware pitcher, flask@
@kelam@|@dusky, gloomy, dim@
@kelam-kabut@|@chaotic@
@kelam-kabut@|@chaos, chaotic@
@kelambu@|@mosquito-net@
@kelamin@|@couple@
@kelamun@|@daydream@
@kelana@|@wanderer@
@kelangkang@|@crotch, groin@
@kelapa@|@coconut@
@kelapa kering@|@copra@
@kelapa sawit@|@oil palm@
@kelar@|@nick, small cut, segment of centipede@
@kelasi@|@sailor@
@kelat@|@bitterish in taste@
@kelawar@|@bat (animal)@
@keldai@|@ass, donkey@
@kelecek@|@dribble (in football)@
@keledek@|@sweet potato@
@kelek-kelek@|@armrest@
@kelemayar@|@glow-worm@
@kelemayuh@|@gangrene@
@kelemumur@|@dandruff@
@kelengkeng@|@little finger@
@kelenjar@|@gland@
@kelentang@|@clanking sound@
@kelenting@|@clanging noise@
@kelentit@|@clitoris@
@kelentong@|@to bluff, hawker's rattle@
@kelepet@|@lapel@
@kelepur@|@flutter@
@keletah@|@coquettish@
@keli@|@river catfish@
@keliar@|@to gallivant, to prowl@
@kelibat@|@double-headed paddle@
@kelicap@|@sun-bird@
@kelikir@|@gravel, rattan ring@
@keliling@|@around@
@kelim@|@hem (of cloth), seam@
@kelinci@|@hare@
@kelip@|@blink, twinkle, wink@
@kelip-kelip@|@firefly@
@keliru@|@puzzled, confused, bewildered@
@kelmarin@|@yesterday@
@kelmarin@|@day before yesterday@
@kelok@|@crook, bend, curve@
@kelola@|@organise@
@kelolaan@|@management@
@kelompok@|@batch, cluster, group@
@kelompong@|@part of telephone on which the receiver rests@
@kelonet@|@measly, meagre@
@kelong@|@fish tunnel net@
@kelongsong@|@leaf or paper cone used as container or wrapper@
@kelontong@|@haberdashery@
@kelopak@|@sepal, calyx@
@kelopak bunga@|@sepal, calyx@
@kelopak mata@|@eyelid@
@kelu@|@speechless@
@keluang@|@flying fox@
@keluar@|@go out, exit@
@keluaran@|@publication, product, made in@
@keluarga@|@family@
@kelubung@|@veil, hood@
@keluh@|@sigh@
@keluhan@|@a sigh, a moan@
@keluk@|@curve, bend@
@keluli@|@steel@
@kelumit@|@morsel, very small amount@
@kelupas@|@peel off@
@kemala@|@bezoar@
@kemanakan@|@nephew, niece@
@kemarau@|@drought@
@kemaruk@|@rapacious, ravenous, very hungry or greedy@
@kemas@|@orderly, neat, tidy@
@kemas katil@|@to tidy up the bed@
@kemaskini@|@update@
@kematu@|@corn (hardened area of skin)@
@kembali@|@return@
@kembali@|@return, over again@
@kemban@|@cloth tied above the bosom@
@kembang@|@expand, enlarge, blossom@
@kembar@|@twin@
@kembara@|@explore, wander@
@kembiri@|@castrate@
@kemboja@|@frangipani@
@kembu@|@creel, angler's basket@
@kembung@|@flatulent, distended from pressure within@
@kemeja@|@shirt@
@kemelut@|@crucial or critical, crisis, emergency@
@kemenyan@|@incense@
@kemik@|@dent, dented@
@kemis@|@beg@
@kempas-kempis@|@inflate and deflate@
@kempis@|@shrink@
@kempunan@|@longing for@
@kemudi@|@helm, rudder@
@kemudian@|@then@
@kemudian@|@then, later, afterwards@
@kemuncak@|@peak, summit@
@kemuncup@|@love grass@
@kena@|@incur, strike, touch@
@kena-mengena@|@connection, relation@
@kenal@|@know, recognise@
@kenal@|@know (someone)@
@kenalan@|@acquaintance@
@kenan@|@agree, assent@
@kenang@|@recall@
@kenang-kenangan@|@souvenir, reminiscence@
@kenangan@|@memory, remembrance, nostalgia@
@kenapa@|@why@
@kencang@|@boisterous, strong (of wind)@
@kencing@|@urine@
@kencing manis@|@diabetes mellitus@
@kendali@|@conduct, manage, operate, hold the reins@
@kendati@|@although@
@kenderaan@|@vehicle@
@kendi@|@cylindrical glass or earthenware jar, curl@
@kendong@|@carry something in the folds of a sarong@
@kendur@|@loose, slack, not taut@
@kenduri@|@a feast@
@kengkang@|@to walk with legs wide apart@
@kening@|@eyebrow@
@kenit@|@tiny, midget, dwarf@
@kental@|@thick (of fluid)@
@kentang@|@potato@
@kentut@|@flatulence@
@kenyal@|@pliable, elastic@
@kenyang@|@sated (with food)@
@kenyit@|@wink, blink@
@kepada@|@to (person)@
@kepada@|@to (a person)@
@kepah@|@mussel@
@kepak@|@wing@
@kepal@|@lump@
@kepala@|@head@
@kepala@|@head, chief person@
@kepala angin@|@moody@
@kepalan@|@lump@
@kepalang@|@little@
@keparat@|@non-believer@
@kepelbagaian@|@variety@
@kepialu@|@typhoid@
@kepil@|@attach@
@keping@|@classifier(used to count flat, thick objects;planks@
@keping@|@piece, sheet@
@kepingan@|@pieces, sheet@
@kepit@|@fasten with a clip, a clip, hold under@
@kepiting@|@soft-shelled crab@
@kepompong@|@chrysalis, pupa@
