@English@|@Ainu@
@tetragnatha@|@ami-tanne-ya-oskep (n)@
@than@|@kasu-no (adv)@
@thank@|@yaerayke-ki (vt)@
@thank you@|@yaerayke (adv)(pc)@
@thank you@|@yaerayker (adv)(pc)@
@thank: express ~s@|@yaerayke-ki (vt)@
@thankful: be ~@|@yaerayke-an (vi)@
@that@|@yak (pop)@
@that (demonstrative)@|@toan (pn)@
@that kind of thing@|@sekor-ampe (pn)@
@that manner@|@ene (adv)@
@that which@|@pakno (adv)@
@that which is@|@sekor-ampe (pn)@
@that which is called…@|@sekor-ampe (pn)@
@that which…@|@sekor (pn)@
@their@|@kora (pr)(g)@
@their@|@kon (pr)(g)@
@their@|@kor (pr)(g)@
@themself: be by ~es@|@sinnay (vi)@
@then@|@ani (adv)²@
@then@|@tata-otta (adv)@
@theragra chalcogramma@|@herekusi-kewsut (n)@
@thick@|@sirar (adj)@
@thick@|@pet (adj)@
@thick@|@rue (adj)@
@thin@|@pecan (adj)@
@thing@|@pe (n)¹@
@thing@|@ap (n)²@
@thing@|@ampe (n)¹@
@thing: new ~@|@asir pe (n)@
@think@|@yaynu (vi)@
@think@|@ramu (vi)@
@this@|@tata (adj)@
@this@|@tap (pr)@
@this [demonstrative]@|@tan (pr)@
@this [demonstrative]@|@tam (pr)@
@this here@|@sekor (pn)@
@this kind@|@tapan (adv)@
@this manner@|@ene (adv)@
@this moment@|@tap (pr)@
@this place@|@tapan-ta (adv)@
@this thing@|@tap-ampe (n)@
@this way@|@etampa (adv)@
@this way@|@eteun (adv)@
@this year@|@tanpa (adv)@
@this year@|@tampa (adv)@
@thorn: plant ~@|@ay (n)²@
@though@|@yakun (+)@
@though@|@akka (pop)@
@though@|@yakkay (pop)@
@though@|@yakka (pop)@
@though@|@korkay (pop)@
@though@|@korka (pop)@
@thought@|@ramu (n)@
@thought@|@yaynup (n)@
@thread@|@niwto (n)@
@thread chestnuts@|@yam-saye (vt)@
@three@|@re (adj)@
@three persons@|@ren (n)@
@three things@|@rep (n)²@
@thresher shark@|@tumutot-un-same (n)@
@throat@|@rekut (n)@
@throat@|@rekuci (n)(g)(x)@
@through@|@ekari (pop)@
@through@|@okari (pop)@
@through@|@kari (pop)@
@throw@|@eyapkir (vt)@
@thunder@|@kamuy-tur-humse-hum (n)@
@thunder@|@kamuy-hum (n)@
@thunderstorm@|@apto (n)@
@thus@|@tapan (adv)@
@thus@|@ene-neyka (adv)@
@thus@|@tap (pr)@
@thus@|@sekor (pn)@
@thus@|@ene (adv)@
@thus@|@ene-ani (adv)@
@thus so@|@tapan (adv)@
@tick [bug]@|@yukki (n)@
@tide@|@sirar (n)³@
@tidy@|@katupirka (adj)@
@tidy a room@|@tumpu-kar (vt)@
@tie@|@muy (vt)@
@tie together@|@uwekote (vt)@
@tight@|@hutne (adj)@
@time@|@sir (adv)²@
@time passes@|@siran (adv)@
@time passes@|@sir-an (adv)@
@time: at one ~@|@sine-anta (adv)@
@time: once upon a ~@|@sine-anta (adv)@
@tinderbox@|@pas-op (n)@
@tired@|@yottek (adj)@
@toasted@|@cima (adj)@
@tobacco@|@tampako (n)@
@tobacco box@|@tampako-op (n)@
@tobacco pouch@|@tampako-op (n)@
@today@|@tanto (adv)@
@today@|@tante (adv)@
@toe@|@asikipet (n)@
@toe@|@asikepet (n)@
@toilet@|@asinru (n)@
@tomorrow@|@simma (adv)@
@tomorrow@|@sima (adv)@
@tomorrow@|@sim (adv)@
@tongue@|@parumpe (n)@
@tongue@|@carumpe (n)@
@too@|@naa (adv)@
@too much@|@kaspa (adv)@
@too much@|@kasu-no (adv)@
@top@|@etok (n)@
@top@|@kitay (n)@
@top [spinner]@|@tumu (n)²@
@top: mountain ~@|@tapka (n)@
@top: on ~@|@kata (adv)@
@top: single hill with round ~@|@tap (n)@
@tops@|@kitayke (n)@
@tops: on the ~@|@kitayketa (adv)@
@torn@|@tuy (adj)@
@torn@|@tuytek (adj)@
@torso@|@tumam (n)@
@torso@|@tumama (n)@
@toss@|@eyapkir (vt)@
@toward@|@he (adv)¹@
@toward@|@peka (adv)²@
@towards river source@|@epes (adv)@
@town@|@kotan (n)@
@track: deer ~@|@yuk-apir (n)@
@tradition@|@yukar (n)@
@trample@|@otetterke (vt)@
@trample@|@oterke (vt)@
@trap@|@hepita-ni (n)@
@trap spring of wood@|@hepita-ni (n)@
@tread@|@saye (vt)@
@treasure@|@kaskamuy (n)@
@tree@|@ni (n)@
@tree leaves@|@ni-hamu (n)@
@tree: clump of ~s@|@hastay (n)@
@tree: corpse of small ~s@|@hasop (n)@
@tributary: river ~@|@ay (n)³@
@tribute@|@yaku (n)@
@trillium@|@retar-kina-amawri (n)@
@trimmed@|@cinoye (adj)@
@trollius patulus@|@katam (n)@
@trough@|@kitci (n)@
@trout type@|@kenew (n)@
@trout: sea ~@|@hemoy (n)@
@true@|@sonno-an (adj)@
@true@|@son (adj)@
@truly@|@sinankus (adv)@
@truly@|@ampe (adv)@
@truly@|@sone (adv)@
@truly@|@sonno (adv)@
@truly: it is ~ so@|@sone (adv)@
@trunk: tree ~@|@tumama (n)@
@trunk: tree ~@|@tumam (n)@
@truth@|@son-ampe (n)@
@truth: in ~@|@sinankus (adv)@
@truth: in ~@|@sone (adv)@
@tube@|@cir (n)²@
@tube@|@pecir (n)@
@tube@|@popay (n)@
@tune@|@ekaye (n)@
@tune@|@kutkayekay (n)@
@tune@|@sinotcarewe (n)@
@tune@|@kaye (n)@
@turn back (as cloth)@|@cupu (vt)²@
@turn upside down@|@tuyehewa-cikannari (vt)@
@turns in a path@|@tursittok (n)@
@turtle@|@hecinke (n)@
@twenty@|@hotne (adj)@
@twenty@|@hot (adj)@
@twice@|@tu-ray (adj)@
@twig@|@ca (n)ª@
@twig@|@caha (n)(g)(x)@
@twilight: during ~@|@onuman (adv)@
@twilight: during ~@|@sironuman (adv)@
@twilight: during ~@|@sir-onuman (adv)@
@twinkle@|@tom (vi)@
@twinkling@|@tom tom (vi)@
@twist@|@eka (vt)@
@twist@|@sinoye (vi)@
@twisted@|@cinoye (adj)@
@twisted@|@sinoye (adj)@
@twisted thing@|@komkep (n)@
@twitching of nerves@|@roronke (n)@
@two@|@tu (adj)@
@two days ago@|@hoski numan (adv)@
@two people@|@etun (n)@
@two people@|@tun (n)@
@umbrella@|@kasa (n)@
@unable@|@hawke (vi)@
@unable@|@hawke (adj)@
@uncle@|@acipo (n)@
@uncle@|@kewsut (n)@
@uncle@|@aca (n)@
@uncle@|@kewsut (adj)@
@uncle@|@acapo (n)@
@unclean@|@acika (adj)@
@uncooked@|@hu (adj)@
@understand@|@ramu (vi)@
@understand@|@eraman (vt)@
@understand@|@wante (vi)@
@understand@|@anu (vt)¹@
@understand: don't ~@|@erampetek (vi)@
@understand: don't ~@|@erampewtek (vi)@
@understanding@|@rama (n)(g)(x)@
@understanding@|@ram (n)@
@understood@|@eramante (vt)@
@underwood@|@has (n)@
@underwood@|@caha (n)(g)(x)@
@underwood@|@ca (n)ª@
@unfinished@|@epikot (adv)@
@unfortunate@|@wen (adj)@
@universal custom@|@puri: sir-~ (n)@
@until@|@pakno (adv)@
@until now@|@tane pakno (adv)@
@unwise@|@yayasap (adj)@
@up: go ~@|@turasi (vt)@
@up: haul ~@|@yanke (vt)(s)@
@up: haul ~@|@yapte (vt)(p)@
@up: look ~@|@hepuni (vi)@
@up: offer ~ to diety@|@yanke (vt)(s)@
@up: offer ~ to diety@|@yapte (vt)(p)@
@up: pull ~@|@yapte (vt)(p)@
@up: pull ~@|@yanke (vt)(s)@
@up: turn eyes ~ward@|@hepuni (vi)@
@upon@|@tuykata (adv)@
@upon@|@kasi (pop)@
@upon@|@kasiketa (adv)@
@upon@|@kata (adv)@
@upon this@|@tata-otta (adv)@
@upriver@|@heperay (adv)@
@upriver@|@hepera (adv)@
@upstream@|@heperay (adv)@
@upstream@|@hepera (adv)@
@urgingly@|@ki (adv)@
@urinate@|@yaycinane (vi)@
@use@|@raka-an (adj)@
@use@|@ytek (vi)@
@useful@|@raka-an (adj)@
@usefulness@|@raka (n)@
@useless@|@raka-sak (adj)@
@useless@|@raka-isam (adj)@
@utmost limit@|@pakno (adv)@
@utter@|@haw (vi)@
@utterance@|@haw (n)@
@vagina@|@samampe (n)[slang]@
@vagina@|@ho (n)@
@vagina@|@acike (n)@
@valley (w/ marsh/stream)@|@nay (n)@
@valued@|@onne (adj)@
@vary@|@nin (vt)@
@vat: wine ~@|@tonoto konka (n)@
@vegetable@|@rataskep (n)¹@
@vegetable stirfry@|@rataskep (n)²@
@vegetables@|@haru (n)@
@vengeance: take ~ on@|@yayemontasa (vt)@
@venison@|@yuk-haru (n)@
@vertebrae@|@motot (n)@
@very@|@sir (adj)@
@very@|@toy (adj)@
@very@|@or (adv)@
@very@|@orawke (adj)@
@very@|@yukke (adj)@
@very dreadful@|@emawanu (adj)@
@very much@|@sonno (adv)@
@vesel@|@op (n)¹@
@vessel@|@itanki (n)@
@viburnum opulus@|@yarpe-ni (n)@
@viburnum: snowball ~@|@yarpe-ni (n)@
@vigour@|@omaw (n)²@
@vigour@|@maw (n)²@
@village@|@kotan (n)@
@village: home ~@|@hepenki-kotan (n)@
@villain@|@wempe (n)@
@villain@|@wenpe-kur (n)@
@villain@|@wempe-kur (n)@
@viscum album@|@niharu (n)@
@visit@|@uweman (vt)@
@vocalisation@|@haw (n)@
@vocalise@|@haw (vi)@
@voice@|@haw (vi)@
@voice@|@haw (n)@
@voice@|@itak (vi)@
@voice@|@itakihi (n)(g)(x)@
@voice@|@itaki (n)(g)(x)@
@voice@|@itak (n)@
@voice: direction of ~@|@haw-sut (adv)@
@voice: make noise with ~@|@royse (vi)@
@vulgar@|@momko (adj)@
@vulgar talk@|@momok-itak (n)@
@wade through@|@kasuy (vt)@
@wade through@|@kasiw (vt)²@
@wade through@|@kasu (vt)@
@wail@|@uwen (vi)@
@waist@|@tumama (n)@
@waist@|@tumam (n)@
@wait@|@yoko (vi)@
@wakame [seaweed type]@|@wôkom (n)@
@wall: house ~@|@tumam (n)@
@wall: house ~@|@tumama (n)@
@walleye pollock@|@herekusi-kewsut (n)@
@walnut@|@ninum (n)@
@wander about@|@ekari (vi)@
@war@|@ukoyki-ampe (n)@
@war@|@tumi (n)@
@war@|@rorumpe (n)@
@war: engage in ~@|@tumikoro (vt)@
@ward off@|@yay-asis (vt)@
@warehouse@|@puy (n)¹@
@warehouse@|@pu (n)@
@warehouse@|@puhu (n)(g)(x)@
@warn@|@yomne-ki (vt)@
@warn@|@yomne (vt)@
@waste: lay ~@|@wentek (vt)@
@watch for@|@yonkoror (vt)@
@watch for@|@yonkor (vt)@
@water@|@na (n)@
@water@|@pet (n)³@
@water@|@pe (n)²@
@water@|@aka (n)@
@water@|@pehe (n)@
@water [esp. clean/potable]@|@wakka (n)@
@water bucket@|@wakka-ontar (n)@
@water closet@|@ru (n)ª@
@water closet@|@asinru (n)@
@water conductor@|@pecir (n)@
@water conduit@|@cir (n)²@
@water conduit@|@pecir (n)@
@water fowls@|@ma cikap (n)@
@water: cold ~@|@yammakka (n)@
@water: cold ~@|@yam-wakka (n)@
@water: cold mineral ~@|@yu-pe (n)@
@water: discoloured ~@|@yepe (n)@
@water: fatty ~@|@yepe (n)@
@water: fresh ~@|@pan-wakka (n)@
@water: make ~@|@yaycinane (vi)@
@water: non-potable ~@|@pe (n)²@
@water: non-potable ~@|@pehe (n)@
@water: sprayed ~@|@paha (n)²@
@water: sprayed ~@|@pa (n)ª@
@water: sulphur ~@|@yu-pe (n)@
@water: thick ~@|@pehe (n)@
@water: thick ~@|@pe (n)²@
@waterfall@|@so (n)¹@
@watery@|@wene (adj)@
@wave@|@sisuye (vi)@
@wave: sea ~@|@ruyampe (n)@
@way@|@ru (n)²@
@way@|@kat (n)@
@way@|@katu (n)(g)(x)@
@way@|@katuhu (n)(g)(x)@
@way: in that ~@|@ene-neyka (adv)@
@we@|@aoka (pr2)(1)@
@we@|@anokay (pr2)(1)@
@we@|@aokay (pr2)(1)@
@weak@|@rene (adj)@
@weak@|@kewor-sak (adj)@
@weak@|@pewan (adj)@
@weak@|@hawke (adj)@
@weak@|@hawke (vi)@
@weak@|@apte (adj)@
@weak@|@pan (adj)¹@
@weather@|@sir (n)³@
@weather@|@sukus (n)@
@weather: fine ~@|@sir-pirka (n)@
@weather: hot ~@|@sir-popke (n)@
@weather: warm ~@|@sir-popke (n)@
@weave@|@oske (vt)@
@weep@|@cis (vi)@
@weep together for the dead@|@uwen (vi)@
@weights@|@ipakarip (n)@
@welcome@|@ewomare (vt)@
@well@|@pirka (adj)@
@well [very]@|@sir (adj)@
@well [water source]@|@simpuy (n)@
@well: be ~@|@pirka (vi)@
@wen@|@nin (n)¹@
@wet@|@teyne (adj)@
@wet place@|@pecir (n)@
@wet place@|@cir (n)²@
@wet through@|@pecinne (adj)@
@wetland@|@pipok (n)@
@whale@|@humpe (n)@
@whale (n)@|@rep-un-kamuy (n)(ain-CS)@
@whale fat@|@humpe-ki (n)@
@whale: killer ~@|@rep-un-kamuy (n)@
@what@|@he (adv)²@
@what@|@ene (adv)@
@wheat@|@amama (n)@
@wheat@|@amam (n)@
@wheel@|@sikarip (n)@
@when@|@ani (adv)²@
@when@|@yakun (+)@
@when?@|@henpara (adv)@
@whether@|@ya (pop)@
@whetstone@|@ruy (n)²@
@which@|@sekor (pn)@
@which?@|@inampe (adj)@
@while@|@turasi (adv)@
@whiles@|@siran (adv)@
@whiles@|@sir-an (adv)@
@whilst@|@tuykata (adv)@
@whisker@|@reki (n)(g)(x)@
@whisker@|@rek (n)@
@white@|@retartom (adj)@
@white@|@retar (adj)@
@white frost@|@kuruppe (n)@
@white hair@|@retarpe (n)@
@white thing@|@retarpe (n)@
@white thing@|@retar-ampe (n)@
@whiteness@|@retar-ampe (n)@
@whiteness@|@retar-i (n)@
@Whites@|@retarpe (n)@
@who@|@sekor (pn)@
@whole@|@ramne (adj)@
@whole@|@emukne (adj)@
@whole thing@|@ramnep (n)@
@wholly@|@emukne-no (adv)@
@wife@|@maci (n)@
@wife: fellow ~ of main wife@|@tus (n)²@
@wild@|@yupke (adj)@
@wild@|@tum-no (adj)@
@wildly@|@yupke-no (adv)@
@will@|@kewtum (n)@
@willow type@|@rampar (n)@
@wind@|@maw (n)¹@
@wind@|@omaw (n)¹@
@wind@|@mawe (n)(g)(x)¹@
@wind [breeze]@|@rera (n)@
@wind diety@|@rera-kamuy (n)@
@wind storm@|@tasuy (n)@
@wind up@|@sinoye (vi)@
@wind up@|@sinoye (adj)@
@wind: east ~@|@menas (n)@
@wind: hot ~@|@sesek-maw (n)¹@
@winding@|@sikari (adj)@
@window: east ~@|@rorun-puyar (n)@
@window: sacred ~@|@rorun-puyar (n)@
@wine@|@tonoto (n)@
@wine@|@sake (n)@
@wine vat@|@tonoto konka (n)@
@wing@|@rap (n)@
@wing: bird's ~@|@cikap-kanci (n)@
@wing: eagle's ~@|@sirap (n)@
@winnow@|@tuyetuye (vt)@
@winnow@|@muy (n)³@
@wisdom@|@waya (n)@
@wisdom@|@yaya (n)@
@wisdom: with ~@|@eraman-no (adv)@
@wise@|@ramu-an (adj)@
@wise@|@yayasnu (adj)@
@wisely@|@eraman-no (adv)@
@with@|@tura (pop)@
@with@|@ani (pc)²@
@with@|@ari (pop)@
@with force@|@ari (adv)@
@with: be ~@|@tura-an (vi)@
@without@|@sak (adv)@
@without@|@sakno (adv)@
@without@|@soyke (adv)@
@without@|@sak (adj)@
@wolf@|@wose-kamuy (n)@
@woman: middle-aged ~@|@unarpe (n)@
@woman: old ~@|@huci (n)²@
@womb@|@tumpu (n)@
@wood@|@ni (n)@
@wood: fire~@|@ape-ni (n)²@
@wood: fire~@|@ape-cikuni (n)@
@wood: spray ~@|@caha (n)(g)(x)@
@wood: spray ~@|@ca (n)ª@
@wood: under~@|@ca (n)ª@
@wood: under~@|@caha (n)(g)(x)@
@wooden spoon@|@nikasup (n)@
@woods@|@hastay (n)@
@woods@|@nitay (n)@
@wool@|@wata (n)@
@word@|@itaki (n)(g)(x)@
@word@|@itak (n)@
@word@|@itakihi (n)(g)(x)@
@word: harsh ~@|@yupke-itak (n)@
@word: strong ~@|@yupke-itak (n)@
@words of a song@|@sinotca-ipe (n)@
@worm@|@kikir (n)@
@worm: earth~@|@tonin (n)@
@worm: earth~@|@toymok (n)@
@worm: grub ~@|@namsu (n)@
@worm: grub ~@|@namsun (n)@
@worm: stomach ~@|@tuy-kikir (n)@
@woven: anything ~@|@atesep (n)@
@wrinkle@|@yomiyomik (vi)@
@wrinkle@|@yomikyomikte (vt)@
@wrinkled@|@yomiyomik (adj)@
@write@|@kampi-nuye (vt)@
@write@|@nuye (vt)@
@write a letter@|@kampi-nuye (vt)@
@write an entry@|@kampi-nuye (vt)@
@write: cause to ~@|@nuyere (vt)@
@writing tablet@|@nuye-ita (n)@
@yawn@|@mawsok (vi)@
@year@|@paha (n)¹@
@year@|@pa (n)¹@
@year: (~) before last@|@hoski sakne (adv)@
@year: last ~@|@sakne pa (adv)@
@year: new ~@|@asir pa (n)@
@yes@|@e (adv)@
@yesterday@|@numan (adv)@
@yesterday@|@numani (adv)@
@yesterday: day before ~@|@hoski numan (adv)@
@yet@|@naa (adv)@
@yet again@|@suy (adv)@
@you (p)@|@aoka (pr2)@
@you (p)@|@anokay (pr2)@
@you (p)@|@aokay (pr2)@
@you (s)@|@aokay (pr2)@
@you (s)@|@aoka (pr2)@
@you (s)@|@anokay (pr2)@
@you yourself@|@aokay-yaykota (pr2)@
@young@|@ram (adv)@
@young@|@pewre (adj)@
@young fish@|@ceppo (n)@
@your@|@kora (pr)(g)@
@your@|@kor (pr)(g)@
@your@|@kon (pr)(g)@

